task_id,source_model_path,output_model_path,source_cost,output_cost,cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,removed_nodes,removed_inits,failure_reason
task172,outputs\onnx\task172.onnx,outputs\candidates\identity_removed\task172_ZeroAddRemoved.onnx,270,270,0,479,479,0,0,0,no zero-add patterns found
task173,outputs\onnx\task173.onnx,outputs\candidates\identity_removed\task173_ZeroAddRemoved.onnx,751,751,0,10108,10108,0,0,0,no zero-add patterns found
task174,outputs\onnx\task174.onnx,outputs\candidates\identity_removed\task174_ZeroAddRemoved.onnx,614,614,0,61839,61839,0,0,0,no zero-add patterns found
task175,outputs\onnx\task175.onnx,outputs\candidates\identity_removed\task175_ZeroAddRemoved.onnx,13760,13760,0,12320,12320,0,0,0,no zero-add patterns found
task176,outputs\onnx\task176.onnx,outputs\candidates\identity_removed\task176_ZeroAddRemoved.onnx,696,696,0,1420,1420,0,0,0,no zero-add patterns found
task177,outputs\onnx\task177.onnx,outputs\candidates\identity_removed\task177_ZeroAddRemoved.onnx,945,945,0,4180,4180,0,0,0,no zero-add patterns found
task178,outputs\onnx\task178.onnx,outputs\candidates\identity_removed\task178_ZeroAddRemoved.onnx,3009,3009,0,11303,11303,0,0,0,no zero-add patterns found
task179,outputs\onnx\task179.onnx,outputs\candidates\identity_removed\task179_ZeroAddRemoved.onnx,0,0,0,170,170,0,0,0,no zero-add patterns found
task180,outputs\onnx\task180.onnx,outputs\candidates\identity_removed\task180_ZeroAddRemoved.onnx,4658,4658,0,4414,4414,0,0,0,no zero-add patterns found
task181,outputs\onnx\task181.onnx,outputs\candidates\identity_removed\task181_ZeroAddRemoved.onnx,672,672,0,3083,3083,0,0,0,no zero-add patterns found
task182,outputs\onnx\task182.onnx,outputs\candidates\identity_removed\task182_ZeroAddRemoved.onnx,2930,2930,0,70465,70465,0,0,0,no zero-add patterns found
task183,outputs\onnx\task183.onnx,outputs\candidates\identity_removed\task183_ZeroAddRemoved.onnx,250,250,0,4645,4645,0,0,0,no zero-add patterns found
task184,outputs\onnx\task184.onnx,outputs\candidates\identity_removed\task184_ZeroAddRemoved.onnx,250,250,0,6934,6934,0,0,0,no zero-add patterns found
task185,outputs\onnx\task185.onnx,outputs\candidates\identity_removed\task185_ZeroAddRemoved.onnx,595,595,0,18881,18881,0,0,0,no zero-add patterns found
task186,outputs\onnx\task186.onnx,outputs\candidates\identity_removed\task186_ZeroAddRemoved.onnx,1994,1994,0,2418,2418,0,0,0,no zero-add patterns found
task187,outputs\onnx\task187.onnx,outputs\candidates\identity_removed\task187_ZeroAddRemoved.onnx,1899,1899,0,8852,8852,0,0,0,no zero-add patterns found
task188,outputs\onnx\task188.onnx,outputs\candidates\identity_removed\task188_ZeroAddRemoved.onnx,352,352,0,4356,4356,0,0,0,no zero-add patterns found
task189,outputs\onnx\task189.onnx,outputs\candidates\identity_removed\task189_ZeroAddRemoved.onnx,1968,1968,0,8560,8560,0,0,0,no zero-add patterns found
task190,outputs\onnx\task190.onnx,outputs\candidates\identity_removed\task190_ZeroAddRemoved.onnx,1538,1538,0,8781,8781,0,0,0,no zero-add patterns found
task191,outputs\onnx\task191.onnx,outputs\candidates\identity_removed\task191_ZeroAddRemoved.onnx,773,773,0,132233,132233,0,0,0,no zero-add patterns found
task192,outputs\onnx\task192.onnx,outputs\candidates\identity_removed\task192_ZeroAddRemoved.onnx,327,327,0,2511,2511,0,0,0,no zero-add patterns found
task193,outputs\onnx\task193.onnx,outputs\candidates\identity_removed\task193_ZeroAddRemoved.onnx,327,327,0,1925,1925,0,0,0,no zero-add patterns found
task194,outputs\onnx\task194.onnx,outputs\candidates\identity_removed\task194_ZeroAddRemoved.onnx,9000,9000,0,7454,7454,0,0,0,no zero-add patterns found
task195,outputs\onnx\task195.onnx,outputs\candidates\identity_removed\task195_ZeroAddRemoved.onnx,4073,4073,0,5381,5381,0,0,0,no zero-add patterns found
task196,outputs\onnx\task196.onnx,outputs\candidates\identity_removed\task196_ZeroAddRemoved.onnx,431,431,0,3457,3457,0,0,0,no zero-add patterns found
task197,outputs\onnx\task197.onnx,outputs\candidates\identity_removed\task197_ZeroAddRemoved.onnx,92,92,0,1758,1758,0,0,0,no zero-add patterns found
task198,outputs\onnx\task198.onnx,outputs\candidates\identity_removed\task198_ZeroAddRemoved.onnx,2799,2799,0,6979,6979,0,0,0,no zero-add patterns found
task199,outputs\onnx\task199.onnx,outputs\candidates\identity_removed\task199_ZeroAddRemoved.onnx,378,378,0,2948,2948,0,0,0,no zero-add patterns found
task200,outputs\onnx\task200.onnx,outputs\candidates\identity_removed\task200_ZeroAddRemoved.onnx,965,965,0,14101,14014,-87,1,0,
task201,outputs\onnx\task201.onnx,outputs\candidates\identity_removed\task201_ZeroAddRemoved.onnx,3246,3246,0,10924,10924,0,0,0,no zero-add patterns found
task202,outputs\onnx\task202.onnx,outputs\candidates\identity_removed\task202_ZeroAddRemoved.onnx,50,50,0,3582,3582,0,0,0,no zero-add patterns found
task203,outputs\onnx\task203.onnx,outputs\candidates\identity_removed\task203_ZeroAddRemoved.onnx,3544,3544,0,6437,6437,0,0,0,no zero-add patterns found
task204,outputs\onnx\task204.onnx,outputs\candidates\identity_removed\task204_ZeroAddRemoved.onnx,3202,3202,0,5801,5801,0,0,0,no zero-add patterns found
task205,outputs\onnx\task205.onnx,outputs\candidates\identity_removed\task205_ZeroAddRemoved.onnx,1114,1114,0,48510,48510,0,0,0,no zero-add patterns found
task206,outputs\onnx\task206.onnx,outputs\candidates\identity_removed\task206_ZeroAddRemoved.onnx,1020,1020,0,20303,20303,0,0,0,no zero-add patterns found
task207,outputs\onnx\task207.onnx,outputs\candidates\identity_removed\task207_ZeroAddRemoved.onnx,307,307,0,2330,2330,0,0,0,no zero-add patterns found
task208,outputs\onnx\task208.onnx,outputs\candidates\identity_removed\task208_ZeroAddRemoved.onnx,1806,1806,0,15885,15885,0,0,0,no zero-add patterns found
task209,outputs\onnx\task209.onnx,outputs\candidates\identity_removed\task209_ZeroAddRemoved.onnx,116524,116524,0,327966,327024,-942,24,0,
task210,outputs\onnx\task210.onnx,outputs\candidates\identity_removed\task210_ZeroAddRemoved.onnx,270,270,0,479,479,0,0,0,no zero-add patterns found
task211,outputs\onnx\task211.onnx,outputs\candidates\identity_removed\task211_ZeroAddRemoved.onnx,9000,9000,0,7454,7454,0,0,0,no zero-add patterns found
task212,outputs\onnx\task212.onnx,outputs\candidates\identity_removed\task212_ZeroAddRemoved.onnx,1321,1321,0,6853,6853,0,0,0,no zero-add patterns found
task213,outputs\onnx\task213.onnx,outputs\candidates\identity_removed\task213_ZeroAddRemoved.onnx,660,660,0,25091,25091,0,0,0,no zero-add patterns found
task214,outputs\onnx\task214.onnx,outputs\candidates\identity_removed\task214_ZeroAddRemoved.onnx,9000,9000,0,7454,7454,0,0,0,no zero-add patterns found
task215,outputs\onnx\task215.onnx,outputs\candidates\identity_removed\task215_ZeroAddRemoved.onnx,559,559,0,4015,4015,0,0,0,no zero-add patterns found
task216,outputs\onnx\task216.onnx,outputs\candidates\identity_removed\task216_ZeroAddRemoved.onnx,888,888,0,20396,20396,0,0,0,no zero-add patterns found
task217,outputs\onnx\task217.onnx,outputs\candidates\identity_removed\task217_ZeroAddRemoved.onnx,5649,5649,0,7268,7268,0,0,0,no zero-add patterns found
task218,outputs\onnx\task218.onnx,outputs\candidates\identity_removed\task218_ZeroAddRemoved.onnx,328,328,0,9594,9594,0,0,0,no zero-add patterns found
task219,outputs\onnx\task219.onnx,outputs\candidates\identity_removed\task219_ZeroAddRemoved.onnx,16894,16894,0,87016,87016,0,0,0,no zero-add patterns found
task220,outputs\onnx\task220.onnx,outputs\candidates\identity_removed\task220_ZeroAddRemoved.onnx,4500,4500,0,3798,3798,0,0,0,no zero-add patterns found
task221,outputs\onnx\task221.onnx,outputs\candidates\identity_removed\task221_ZeroAddRemoved.onnx,15246,15246,0,13333,13333,0,0,0,no zero-add patterns found
task222,outputs\onnx\task222.onnx,outputs\candidates\identity_removed\task222_ZeroAddRemoved.onnx,405,405,0,2578,2578,0,0,0,no zero-add patterns found
task223,outputs\onnx\task223.onnx,outputs\candidates\identity_removed\task223_ZeroAddRemoved.onnx,9000,9000,0,7454,7454,0,0,0,no zero-add patterns found
task224,outputs\onnx\task224.onnx,outputs\candidates\identity_removed\task224_ZeroAddRemoved.onnx,1006,1006,0,6314,6314,0,0,0,no zero-add patterns found
task225,outputs\onnx\task225.onnx,outputs\candidates\identity_removed\task225_ZeroAddRemoved.onnx,3168,3168,0,5386,5386,0,0,0,no zero-add patterns found
task226,outputs\onnx\task226.onnx,outputs\candidates\identity_removed\task226_ZeroAddRemoved.onnx,867,867,0,4694,4694,0,0,0,no zero-add patterns found
task227,outputs\onnx\task227.onnx,outputs\candidates\identity_removed\task227_ZeroAddRemoved.onnx,339,339,0,1435,1435,0,0,0,no zero-add patterns found
task228,outputs\onnx\task228.onnx,outputs\candidates\identity_removed\task228_ZeroAddRemoved.onnx,562,562,0,4406,4406,0,0,0,no zero-add patterns found
task229,outputs\onnx\task229.onnx,outputs\candidates\identity_removed\task229_ZeroAddRemoved.onnx,357,357,0,1735,1735,0,0,0,no zero-add patterns found
task230,outputs\onnx\task230.onnx,outputs\candidates\identity_removed\task230_ZeroAddRemoved.onnx,4500,4500,0,3798,3798,0,0,0,no zero-add patterns found
task231,outputs\onnx\task231.onnx,outputs\candidates\identity_removed\task231_ZeroAddRemoved.onnx,866,866,0,3468,3468,0,0,0,no zero-add patterns found
task232,outputs\onnx\task232.onnx,outputs\candidates\identity_removed\task232_ZeroAddRemoved.onnx,389,389,0,2435,2435,0,0,0,no zero-add patterns found
task233,outputs\onnx\task233.onnx,outputs\candidates\identity_removed\task233_ZeroAddRemoved.onnx,661410,661410,0,924434,924434,0,0,0,no zero-add patterns found
task234,outputs\onnx\task234.onnx,outputs\candidates\identity_removed\task234_ZeroAddRemoved.onnx,4347,4347,0,8285,8285,0,0,0,no zero-add patterns found
task235,outputs\onnx\task235.onnx,outputs\candidates\identity_removed\task235_ZeroAddRemoved.onnx,750,750,0,3931,3931,0,0,0,no zero-add patterns found
task236,outputs\onnx\task236.onnx,outputs\candidates\identity_removed\task236_ZeroAddRemoved.onnx,322,322,0,1511,1511,0,0,0,no zero-add patterns found
task237,outputs\onnx\task237.onnx,outputs\candidates\identity_removed\task237_ZeroAddRemoved.onnx,317,317,0,2237,2237,0,0,0,no zero-add patterns found
task238,outputs\onnx\task238.onnx,outputs\candidates\identity_removed\task238_ZeroAddRemoved.onnx,4527,4527,0,11927,11927,0,0,0,no zero-add patterns found
task239,outputs\onnx\task239.onnx,outputs\candidates\identity_removed\task239_ZeroAddRemoved.onnx,1284,1284,0,4143,4143,0,0,0,no zero-add patterns found
task240,outputs\onnx\task240.onnx,outputs\candidates\identity_removed\task240_ZeroAddRemoved.onnx,582,582,0,3953,3953,0,0,0,no zero-add patterns found
task241,outputs\onnx\task241.onnx,outputs\candidates\identity_removed\task241_ZeroAddRemoved.onnx,0,0,0,170,170,0,0,0,no zero-add patterns found
task242,outputs\onnx\task242.onnx,outputs\candidates\identity_removed\task242_ZeroAddRemoved.onnx,324,324,0,2031,2031,0,0,0,no zero-add patterns found
task243,outputs\onnx\task243.onnx,outputs\candidates\identity_removed\task243_ZeroAddRemoved.onnx,154,154,0,23390,23390,0,0,0,no zero-add patterns found
task244,outputs\onnx\task244.onnx,outputs\candidates\identity_removed\task244_ZeroAddRemoved.onnx,761,761,0,6538,6538,0,0,0,no zero-add patterns found
task245,outputs\onnx\task245.onnx,outputs\candidates\identity_removed\task245_ZeroAddRemoved.onnx,2537,2537,0,6141,6141,0,0,0,no zero-add patterns found
task246,outputs\onnx\task246.onnx,outputs\candidates\identity_removed\task246_ZeroAddRemoved.onnx,1079,1079,0,3824,3824,0,0,0,no zero-add patterns found
task247,outputs\onnx\task247.onnx,outputs\candidates\identity_removed\task247_ZeroAddRemoved.onnx,241,241,0,2056,2056,0,0,0,no zero-add patterns found
task248,outputs\onnx\task248.onnx,outputs\candidates\identity_removed\task248_ZeroAddRemoved.onnx,270,270,0,2328,2328,0,0,0,no zero-add patterns found
task249,outputs\onnx\task249.onnx,outputs\candidates\identity_removed\task249_ZeroAddRemoved.onnx,1699,1699,0,2901,2901,0,0,0,no zero-add patterns found
task250,outputs\onnx\task250.onnx,outputs\candidates\identity_removed\task250_ZeroAddRemoved.onnx,1354,1354,0,13543,13543,0,0,0,no zero-add patterns found
task251,outputs\onnx\task251.onnx,outputs\candidates\identity_removed\task251_ZeroAddRemoved.onnx,2871,2871,0,6906,6906,0,0,0,no zero-add patterns found
task252,outputs\onnx\task252.onnx,outputs\candidates\identity_removed\task252_ZeroAddRemoved.onnx,2570,2570,0,4879,4879,0,0,0,no zero-add patterns found
task253,outputs\onnx\task253.onnx,outputs\candidates\identity_removed\task253_ZeroAddRemoved.onnx,2407,2407,0,3510,3510,0,0,0,no zero-add patterns found
task254,outputs\onnx\task254.onnx,outputs\candidates\identity_removed\task254_ZeroAddRemoved.onnx,1086,1086,0,6052,6052,0,0,0,no zero-add patterns found
task255,outputs\onnx\task255.onnx,outputs\candidates\identity_removed\task255_ZeroAddRemoved.onnx,58680,58680,0,106804,106804,0,0,0,no zero-add patterns found
task256,outputs\onnx\task256.onnx,outputs\candidates\identity_removed\task256_ZeroAddRemoved.onnx,6313,6313,0,8793,8793,0,0,0,no zero-add patterns found
task257,outputs\onnx\task257.onnx,outputs\candidates\identity_removed\task257_ZeroAddRemoved.onnx,409,409,0,1669,1669,0,0,0,no zero-add patterns found
task258,outputs\onnx\task258.onnx,outputs\candidates\identity_removed\task258_ZeroAddRemoved.onnx,4550,4550,0,3836,3836,0,0,0,no zero-add patterns found
task259,outputs\onnx\task259.onnx,outputs\candidates\identity_removed\task259_ZeroAddRemoved.onnx,382,382,0,3882,3882,0,0,0,no zero-add patterns found
task260,outputs\onnx\task260.onnx,outputs\candidates\identity_removed\task260_ZeroAddRemoved.onnx,778,778,0,3320,3320,0,0,0,no zero-add patterns found
task261,outputs\onnx\task261.onnx,outputs\candidates\identity_removed\task261_ZeroAddRemoved.onnx,1000,1000,0,995,995,0,0,0,no zero-add patterns found
task262,outputs\onnx\task262.onnx,outputs\candidates\identity_removed\task262_ZeroAddRemoved.onnx,253,253,0,1329,1329,0,0,0,no zero-add patterns found
task263,outputs\onnx\task263.onnx,outputs\candidates\identity_removed\task263_ZeroAddRemoved.onnx,456,456,0,10867,10867,0,0,0,no zero-add patterns found
task264,outputs\onnx\task264.onnx,outputs\candidates\identity_removed\task264_ZeroAddRemoved.onnx,3234,3234,0,10074,10074,0,0,0,no zero-add patterns found
task265,outputs\onnx\task265.onnx,outputs\candidates\identity_removed\task265_ZeroAddRemoved.onnx,513,513,0,3110,3110,0,0,0,no zero-add patterns found
task266,outputs\onnx\task266.onnx,outputs\candidates\identity_removed\task266_ZeroAddRemoved.onnx,4550,4550,0,3825,3825,0,0,0,no zero-add patterns found
task267,outputs\onnx\task267.onnx,outputs\candidates\identity_removed\task267_ZeroAddRemoved.onnx,591,591,0,1624,1624,0,0,0,no zero-add patterns found
task268,outputs\onnx\task268.onnx,outputs\candidates\identity_removed\task268_ZeroAddRemoved.onnx,791,791,0,19789,19789,0,0,0,no zero-add patterns found
task269,outputs\onnx\task269.onnx,outputs\candidates\identity_removed\task269_ZeroAddRemoved.onnx,568,568,0,3349,3349,0,0,0,no zero-add patterns found
task270,outputs\onnx\task270.onnx,outputs\candidates\identity_removed\task270_ZeroAddRemoved.onnx,2660,2660,0,10862,10862,0,0,0,no zero-add patterns found
task271,outputs\onnx\task271.onnx,outputs\candidates\identity_removed\task271_ZeroAddRemoved.onnx,439,439,0,1993,1993,0,0,0,no zero-add patterns found
task272,outputs\onnx\task272.onnx,outputs\candidates\identity_removed\task272_ZeroAddRemoved.onnx,4550,4550,0,3825,3825,0,0,0,no zero-add patterns found
task273,outputs\onnx\task273.onnx,outputs\candidates\identity_removed\task273_ZeroAddRemoved.onnx,270,270,0,2414,2414,0,0,0,no zero-add patterns found
task274,outputs\onnx\task274.onnx,outputs\candidates\identity_removed\task274_ZeroAddRemoved.onnx,2057,2057,0,3619,3619,0,0,0,no zero-add patterns found
task275,outputs\onnx\task275.onnx,outputs\candidates\identity_removed\task275_ZeroAddRemoved.onnx,8736,8736,0,24193,24193,0,0,0,no zero-add patterns found
task276,outputs\onnx\task276.onnx,outputs\candidates\identity_removed\task276_ZeroAddRemoved.onnx,90,90,0,217,217,0,0,0,no zero-add patterns found
task277,outputs\onnx\task277.onnx,outputs\candidates\identity_removed\task277_ZeroAddRemoved.onnx,29850,29850,0,57052,57052,0,0,0,no zero-add patterns found
task278,outputs\onnx\task278.onnx,outputs\candidates\identity_removed\task278_ZeroAddRemoved.onnx,1923,1923,0,3294,3294,0,0,0,no zero-add patterns found
task279,outputs\onnx\task279.onnx,outputs\candidates\identity_removed\task279_ZeroAddRemoved.onnx,1510,1510,0,4658,4658,0,0,0,no zero-add patterns found
task280,outputs\onnx\task280.onnx,outputs\candidates\identity_removed\task280_ZeroAddRemoved.onnx,396,396,0,16655,16655,0,0,0,no zero-add patterns found
task281,outputs\onnx\task281.onnx,outputs\candidates\identity_removed\task281_ZeroAddRemoved.onnx,2499,2499,0,7659,7659,0,0,0,no zero-add patterns found
task282,outputs\onnx\task282.onnx,outputs\candidates\identity_removed\task282_ZeroAddRemoved.onnx,4500,4500,0,3798,3798,0,0,0,no zero-add patterns found
task283,outputs\onnx\task283.onnx,outputs\candidates\identity_removed\task283_ZeroAddRemoved.onnx,4550,4550,0,3825,3825,0,0,0,no zero-add patterns found
task284,outputs\onnx\task284.onnx,outputs\candidates\identity_removed\task284_ZeroAddRemoved.onnx,19017,19017,0,30975,30975,0,0,0,no zero-add patterns found
task285,outputs\onnx\task285.onnx,outputs\candidates\identity_removed\task285_ZeroAddRemoved.onnx,10215,10215,0,32591,32591,0,0,0,no zero-add patterns found
task286,outputs\onnx\task286.onnx,outputs\candidates\identity_removed\task286_ZeroAddRemoved.onnx,4145,4145,0,13714,13714,0,0,0,no zero-add patterns found
task287,outputs\onnx\task287.onnx,outputs\candidates\identity_removed\task287_ZeroAddRemoved.onnx,247,247,0,1686,1686,0,0,0,no zero-add patterns found
task288,outputs\onnx\task288.onnx,outputs\candidates\identity_removed\task288_ZeroAddRemoved.onnx,353,353,0,7847,7847,0,0,0,no zero-add patterns found
task289,outputs\onnx\task289.onnx,outputs\candidates\identity_removed\task289_ZeroAddRemoved.onnx,520,520,0,2883,2883,0,0,0,no zero-add patterns found
task290,outputs\onnx\task290.onnx,outputs\candidates\identity_removed\task290_ZeroAddRemoved.onnx,35612,35612,0,38476,38476,0,0,0,no zero-add patterns found
task291,outputs\onnx\task291.onnx,outputs\candidates\identity_removed\task291_ZeroAddRemoved.onnx,4731,4731,0,6009,6009,0,0,0,no zero-add patterns found
task292,outputs\onnx\task292.onnx,outputs\candidates\identity_removed\task292_ZeroAddRemoved.onnx,621,621,0,1411,1411,0,0,0,no zero-add patterns found
task293,outputs\onnx\task293.onnx,outputs\candidates\identity_removed\task293_ZeroAddRemoved.onnx,4377,4377,0,9897,9897,0,0,0,no zero-add patterns found
task294,outputs\onnx\task294.onnx,outputs\candidates\identity_removed\task294_ZeroAddRemoved.onnx,4550,4550,0,3825,3825,0,0,0,no zero-add patterns found
task295,outputs\onnx\task295.onnx,outputs\candidates\identity_removed\task295_ZeroAddRemoved.onnx,389,389,0,2771,2771,0,0,0,no zero-add patterns found
task296,outputs\onnx\task296.onnx,outputs\candidates\identity_removed\task296_ZeroAddRemoved.onnx,1877,1877,0,2843,2843,0,0,0,no zero-add patterns found
task297,outputs\onnx\task297.onnx,outputs\candidates\identity_removed\task297_ZeroAddRemoved.onnx,364,364,0,2651,2651,0,0,0,no zero-add patterns found
task298,outputs\onnx\task298.onnx,outputs\candidates\identity_removed\task298_ZeroAddRemoved.onnx,2786,2786,0,5059,5059,0,0,0,no zero-add patterns found
task299,outputs\onnx\task299.onnx,outputs\candidates\identity_removed\task299_ZeroAddRemoved.onnx,414,414,0,1980,1980,0,0,0,no zero-add patterns found
task300,outputs\onnx\task300.onnx,outputs\candidates\identity_removed\task300_ZeroAddRemoved.onnx,1113,1113,0,4688,4688,0,0,0,no zero-add patterns found
task301,outputs\onnx\task301.onnx,outputs\candidates\identity_removed\task301_ZeroAddRemoved.onnx,16567,16567,0,19240,19240,0,0,0,no zero-add patterns found
task302,outputs\onnx\task302.onnx,outputs\candidates\identity_removed\task302_ZeroAddRemoved.onnx,257,257,0,3609,3609,0,0,0,no zero-add patterns found
task303,outputs\onnx\task303.onnx,outputs\candidates\identity_removed\task303_ZeroAddRemoved.onnx,1550,1550,0,2084,2084,0,0,0,no zero-add patterns found
task304,outputs\onnx\task304.onnx,outputs\candidates\identity_removed\task304_ZeroAddRemoved.onnx,538,538,0,2136,2136,0,0,0,no zero-add patterns found
task305,outputs\onnx\task305.onnx,outputs\candidates\identity_removed\task305_ZeroAddRemoved.onnx,1452,1452,0,1865,1865,0,0,0,no zero-add patterns found
task306,outputs\onnx\task306.onnx,outputs\candidates\identity_removed\task306_ZeroAddRemoved.onnx,610,610,0,4101,4101,0,0,0,no zero-add patterns found
task307,outputs\onnx\task307.onnx,outputs\candidates\identity_removed\task307_ZeroAddRemoved.onnx,9000,9000,0,7454,7454,0,0,0,no zero-add patterns found
task308,outputs\onnx\task308.onnx,outputs\candidates\identity_removed\task308_ZeroAddRemoved.onnx,978,978,0,6118,6118,0,0,0,no zero-add patterns found
task309,outputs\onnx\task309.onnx,outputs\candidates\identity_removed\task309_ZeroAddRemoved.onnx,90,90,0,217,217,0,0,0,no zero-add patterns found
task310,outputs\onnx\task310.onnx,outputs\candidates\identity_removed\task310_ZeroAddRemoved.onnx,2553,2553,0,5449,5449,0,0,0,no zero-add patterns found
task311,outputs\onnx\task311.onnx,outputs\candidates\identity_removed\task311_ZeroAddRemoved.onnx,270,270,0,479,479,0,0,0,no zero-add patterns found
task312,outputs\onnx\task312.onnx,outputs\candidates\identity_removed\task312_ZeroAddRemoved.onnx,171,171,0,1202,1202,0,0,0,no zero-add patterns found
task313,outputs\onnx\task313.onnx,outputs\candidates\identity_removed\task313_ZeroAddRemoved.onnx,40857,40857,0,39887,39887,0,0,0,no zero-add patterns found
task314,outputs\onnx\task314.onnx,outputs\candidates\identity_removed\task314_ZeroAddRemoved.onnx,1558,1558,0,28414,28414,0,0,0,no zero-add patterns found
task315,outputs\onnx\task315.onnx,outputs\candidates\identity_removed\task315_ZeroAddRemoved.onnx,551,551,0,1520,1520,0,0,0,no zero-add patterns found
task316,outputs\onnx\task316.onnx,outputs\candidates\identity_removed\task316_ZeroAddRemoved.onnx,276,276,0,5537,5537,0,0,0,no zero-add patterns found
task317,outputs\onnx\task317.onnx,outputs\candidates\identity_removed\task317_ZeroAddRemoved.onnx,4500,4500,0,3798,3798,0,0,0,no zero-add patterns found
task318,outputs\onnx\task318.onnx,outputs\candidates\identity_removed\task318_ZeroAddRemoved.onnx,322,322,0,1569,1569,0,0,0,no zero-add patterns found
task319,outputs\onnx\task319.onnx,outputs\candidates\identity_removed\task319_ZeroAddRemoved.onnx,26814,26814,0,169127,169127,0,0,0,no zero-add patterns found
task320,outputs\onnx\task320.onnx,outputs\candidates\identity_removed\task320_ZeroAddRemoved.onnx,565,565,0,2183,2183,0,0,0,no zero-add patterns found
task321,outputs\onnx\task321.onnx,outputs\candidates\identity_removed\task321_ZeroAddRemoved.onnx,731,731,0,2449,2449,0,0,0,no zero-add patterns found
task322,outputs\onnx\task322.onnx,outputs\candidates\identity_removed\task322_ZeroAddRemoved.onnx,185,185,0,1194,1194,0,0,0,no zero-add patterns found
task323,outputs\onnx\task323.onnx,outputs\candidates\identity_removed\task323_ZeroAddRemoved.onnx,1199,1199,0,8184,8184,0,0,0,no zero-add patterns found
task324,outputs\onnx\task324.onnx,outputs\candidates\identity_removed\task324_ZeroAddRemoved.onnx,18223,18223,0,26906,26906,0,0,0,no zero-add patterns found
task325,outputs\onnx\task325.onnx,outputs\candidates\identity_removed\task325_ZeroAddRemoved.onnx,3996,3996,0,5072,5072,0,0,0,no zero-add patterns found
task326,outputs\onnx\task326.onnx,outputs\candidates\identity_removed\task326_ZeroAddRemoved.onnx,54,54,0,388,388,0,0,0,no zero-add patterns found
task327,outputs\onnx\task327.onnx,outputs\candidates\identity_removed\task327_ZeroAddRemoved.onnx,200,200,0,2235,2235,0,0,0,no zero-add patterns found
task328,outputs\onnx\task328.onnx,outputs\candidates\identity_removed\task328_ZeroAddRemoved.onnx,9300,9300,0,16269,16269,0,0,0,no zero-add patterns found
task329,outputs\onnx\task329.onnx,outputs\candidates\identity_removed\task329_ZeroAddRemoved.onnx,326,326,0,2361,2361,0,0,0,no zero-add patterns found
task330,outputs\onnx\task330.onnx,outputs\candidates\identity_removed\task330_ZeroAddRemoved.onnx,6049,6049,0,43441,43441,0,0,0,no zero-add patterns found
task331,outputs\onnx\task331.onnx,outputs\candidates\identity_removed\task331_ZeroAddRemoved.onnx,4550,4550,0,3836,3836,0,0,0,no zero-add patterns found
task332,outputs\onnx\task332.onnx,outputs\candidates\identity_removed\task332_ZeroAddRemoved.onnx,1398,1398,0,4135,4135,0,0,0,no zero-add patterns found
task333,outputs\onnx\task333.onnx,outputs\candidates\identity_removed\task333_ZeroAddRemoved.onnx,393,393,0,4379,4379,0,0,0,no zero-add patterns found
task334,outputs\onnx\task334.onnx,outputs\candidates\identity_removed\task334_ZeroAddRemoved.onnx,1553,1553,0,2063,2063,0,0,0,no zero-add patterns found
task335,outputs\onnx\task335.onnx,outputs\candidates\identity_removed\task335_ZeroAddRemoved.onnx,694,694,0,3914,3914,0,0,0,no zero-add patterns found
task336,outputs\onnx\task336.onnx,outputs\candidates\identity_removed\task336_ZeroAddRemoved.onnx,505,505,0,5276,5276,0,0,0,no zero-add patterns found
task337,outputs\onnx\task337.onnx,outputs\candidates\identity_removed\task337_ZeroAddRemoved.onnx,90,90,0,159,159,0,0,0,no zero-add patterns found
task338,outputs\onnx\task338.onnx,outputs\candidates\identity_removed\task338_ZeroAddRemoved.onnx,3335,3335,0,5846,5846,0,0,0,no zero-add patterns found
task339,outputs\onnx\task339.onnx,outputs\candidates\identity_removed\task339_ZeroAddRemoved.onnx,636,636,0,2038,2038,0,0,0,no zero-add patterns found
task340,outputs\onnx\task340.onnx,outputs\candidates\identity_removed\task340_ZeroAddRemoved.onnx,949,949,0,6593,6593,0,0,0,no zero-add patterns found
task341,outputs\onnx\task341.onnx,outputs\candidates\identity_removed\task341_ZeroAddRemoved.onnx,2549,2549,0,11979,11979,0,0,0,no zero-add patterns found
task342,outputs\onnx\task342.onnx,outputs\candidates\identity_removed\task342_ZeroAddRemoved.onnx,1258,1258,0,4815,4815,0,0,0,no zero-add patterns found
task343,outputs\onnx\task343.onnx,outputs\candidates\identity_removed\task343_ZeroAddRemoved.onnx,2597,2597,0,7569,7569,0,0,0,no zero-add patterns found
task344,outputs\onnx\task344.onnx,outputs\candidates\identity_removed\task344_ZeroAddRemoved.onnx,12550,12550,0,10236,10236,0,0,0,no zero-add patterns found
task345,outputs\onnx\task345.onnx,outputs\candidates\identity_removed\task345_ZeroAddRemoved.onnx,4741,4741,0,6721,6721,0,0,0,no zero-add patterns found
task346,outputs\onnx\task346.onnx,outputs\candidates\identity_removed\task346_ZeroAddRemoved.onnx,641,641,0,2236,2236,0,0,0,no zero-add patterns found
task347,outputs\onnx\task347.onnx,outputs\candidates\identity_removed\task347_ZeroAddRemoved.onnx,339,339,0,1369,1369,0,0,0,no zero-add patterns found
