task_id,lane,model_path,valid,failure_reason,params,tensor_memory_bytes,official_static_cost,official_static_score,initializer_params,constant_params,node_count,op_count,file_size_bytes
task328,base_submission,outputs\current_6349_78_stack\base_submission\task328.onnx,True,,3048,66790,69838,13.846066446780867,3048,0,121,121,16269
task328,overrides,outputs\current_6349_78_stack\overrides\task328.onnx,True,,3886,63207,67093,13.886165004389737,3886,0,97,97,10833
task329,base_submission,outputs\current_6349_78_stack\base_submission\task329.onnx,True,,46,13948,13994,15.453616054694159,46,0,20,20,2361
task329,overrides,outputs\current_6349_78_stack\overrides\task329.onnx,True,,46,10214,10260,15.76399188127524,46,0,21,21,1652
task330,base_submission,outputs\current_6349_78_stack\base_submission\task330.onnx,True,,1825,60200,62025,13.964707191439999,1825,0,22,22,7417
task330,overrides,outputs\current_6349_78_stack\overrides\task330.onnx,True,,1133,16604,17737,15.216591867794413,1133,0,23,23,7080
task331,base_submission,outputs\current_6349_78_stack\base_submission\task331.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3836
task331,overrides,outputs\current_6349_78_stack\overrides\task331.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3836
task332,base_submission,outputs\current_6349_78_stack\base_submission\task332.onnx,True,,162,11396,11558,15.644866883122276,162,0,29,29,4135
task332,overrides,outputs\current_6349_78_stack\overrides\task332.onnx,True,,164,7678,7842,16.032750817147722,164,0,29,29,3685
task333,base_submission,outputs\current_6349_78_stack\base_submission\task333.onnx,True,,53,24840,24893,14.877658081568091,53,0,55,55,4379
task333,overrides,outputs\current_6349_78_stack\overrides\task333.onnx,True,,145,24440,24585,14.89010822015396,145,0,54,54,3323
task334,base_submission,outputs\current_6349_78_stack\base_submission\task334.onnx,True,,293,680,973,18.119615917813995,293,0,5,5,2063
task334,overrides,outputs\current_6349_78_stack\overrides\task334.onnx,True,,37,572,609,18.588181732290103,37,0,9,9,889
task335,base_submission,outputs\current_6349_78_stack\base_submission\task335.onnx,True,,114,59976,60090,13.996401282672027,114,0,35,35,3914
task335,overrides,outputs\current_6349_78_stack\overrides\task335.onnx,True,,93,46156,46249,14.258204878914801,93,0,36,36,3440
task336,base_submission,outputs\current_6349_78_stack\base_submission\task336.onnx,True,,136,5900,6036,16.294503180112258,136,0,54,54,5276
task336,overrides,outputs\current_6349_78_stack\overrides\task336.onnx,True,,262,4484,4746,16.534942563004293,262,0,101,101,6455
task337,base_submission,outputs\current_6349_78_stack\base_submission\task337.onnx,True,,10,0,10,22.697414907005953,10,0,1,1,159
task337,overrides,outputs\current_6349_78_stack\overrides\task337.onnx,True,,10,0,10,22.697414907005953,10,0,1,1,159
task338,base_submission,outputs\current_6349_78_stack\base_submission\task338.onnx,True,,1274,45625,46899,14.244248367754565,1274,0,38,38,5846
task338,overrides,outputs\current_6349_78_stack\overrides\task338.onnx,True,,1816,43200,45016,14.285226738886886,1816,0,37,37,8884
task339,base_submission,outputs\current_6349_78_stack\base_submission\task339.onnx,True,,108,872,980,18.112447428335383,108,0,12,12,2038
task339,overrides,outputs\current_6349_78_stack\overrides\task339.onnx,True,,108,776,884,18.215542937362358,108,0,13,13,1588
task340,base_submission,outputs\current_6349_78_stack\base_submission\task340.onnx,True,,163,70360,70523,13.836305823269957,163,0,71,71,6593
task340,overrides,outputs\current_6349_78_stack\overrides\task340.onnx,True,,162,48980,49142,14.197530654712354,162,0,71,71,4098
task341,base_submission,outputs\current_6349_78_stack\base_submission\task341.onnx,True,,289,21952,22241,14.990307288617556,289,0,99,99,11979
task341,overrides,outputs\current_6349_78_stack\overrides\task341.onnx,True,,289,14976,15265,15.366682094831022,289,0,100,100,12100
task342,base_submission,outputs\current_6349_78_stack\base_submission\task342.onnx,True,,237,13132,13369,15.499306127016878,237,0,38,38,4815
task342,overrides,outputs\current_6349_78_stack\overrides\task342.onnx,True,,57,11556,11613,15.640119560754242,57,0,40,40,2836
task343,base_submission,outputs\current_6349_78_stack\base_submission\task343.onnx,True,,369,29362,29731,14.700054448515683,369,0,86,86,7569
task343,overrides,outputs\current_6349_78_stack\overrides\task343.onnx,True,,248,27208,27456,14.779659997712312,248,0,98,98,6403
task344,base_submission,outputs\current_6349_78_stack\base_submission\task344.onnx,True,,2510,0,2510,17.17196196787417,2510,0,1,1,10236
task344,overrides,outputs\current_6349_78_stack\overrides\task344.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3851
task345,base_submission,outputs\current_6349_78_stack\base_submission\task345.onnx,True,,941,50388,51329,14.153988826419955,941,0,30,30,6721
task345,overrides,outputs\current_6349_78_stack\overrides\task345.onnx,True,,1856,9860,11716,15.631289292052376,1856,0,89,89,10079
task346,base_submission,outputs\current_6349_78_stack\base_submission\task346.onnx,True,,109,9069,9178,15.875435405045222,109,0,13,13,2236
task346,overrides,outputs\current_6349_78_stack\overrides\task346.onnx,True,,23,9069,9092,15.884849815027566,23,0,13,13,1781
task347,base_submission,outputs\current_6349_78_stack\base_submission\task347.onnx,True,,47,1872,1919,17.4404405039923,47,0,10,10,1369
task347,overrides,outputs\current_6349_78_stack\overrides\task347.onnx,True,,35,612,647,18.527653705499098,35,0,11,11,1132
task348,base_submission,outputs\current_6349_78_stack\base_submission\task348.onnx,True,,139,7168,7307,16.103411928208782,139,0,29,29,3000
task348,overrides,outputs\current_6349_78_stack\overrides\task348.onnx,True,,139,7068,7207,16.11719194507556,139,0,28,28,1950
task349,base_submission,outputs\current_6349_78_stack\base_submission\task349.onnx,True,,82,146700,146782,13.103296228159195,82,0,89,89,8755
task349,overrides,outputs\current_6349_78_stack\overrides\task349.onnx,True,,3579,40500,44079,14.306261242455944,3579,0,19,19,8427
task350,base_submission,outputs\current_6349_78_stack\base_submission\task350.onnx,True,,649,28080,28729,14.734337655454574,649,0,19,19,2670
task350,overrides,outputs\current_6349_78_stack\overrides\task350.onnx,True,,30,19800,19830,15.10504877848616,30,0,17,17,1984
task351,base_submission,outputs\current_6349_78_stack\base_submission\task351.onnx,True,,40,35114,35154,14.532506311227156,40,0,25,25,3049
task351,overrides,outputs\current_6349_78_stack\overrides\task351.onnx,True,,40,35114,35154,14.532506311227156,40,0,25,25,3049
task352,base_submission,outputs\current_6349_78_stack\base_submission\task352.onnx,True,,26,6600,6626,16.20124341714016,26,0,11,11,1398
task352,overrides,outputs\current_6349_78_stack\overrides\task352.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3851
task353,base_submission,outputs\current_6349_78_stack\base_submission\task353.onnx,True,,225,5186,5411,16.403810802357263,225,0,31,31,3244
task353,overrides,outputs\current_6349_78_stack\overrides\task353.onnx,True,,225,5186,5411,16.403810802357263,225,0,31,31,3244
task354,base_submission,outputs\current_6349_78_stack\base_submission\task354.onnx,True,,251,46220,46471,14.253416258892775,251,0,38,38,4335
task354,overrides,outputs\current_6349_78_stack\overrides\task354.onnx,True,,147,16860,17007,15.258619697007587,147,0,22,22,2710
task355,base_submission,outputs\current_6349_78_stack\base_submission\task355.onnx,True,,124,18168,18292,15.185780915222054,124,0,45,45,4506
task355,overrides,outputs\current_6349_78_stack\overrides\task355.onnx,True,,89,11706,11795,15.624569008158225,89,0,41,41,3971
task356,base_submission,outputs\current_6349_78_stack\base_submission\task356.onnx,True,,122,4880,5002,16.482406888562437,122,0,21,21,2344
task356,overrides,outputs\current_6349_78_stack\overrides\task356.onnx,True,,121,4880,5001,16.482606828581098,121,0,21,21,2324
task357,base_submission,outputs\current_6349_78_stack\base_submission\task357.onnx,True,,48,7132,7180,16.12094533795773,48,0,23,23,2328
task357,overrides,outputs\current_6349_78_stack\overrides\task357.onnx,True,,40,6532,6572,16.20942652084284,40,0,24,24,1767
task358,base_submission,outputs\current_6349_78_stack\base_submission\task358.onnx,True,,416,113605,114021,13.355862079061728,416,0,132,132,10944
task358,overrides,outputs\current_6349_78_stack\overrides\task358.onnx,True,,221,45069,45290,14.27915846344974,221,0,74,74,3861
task359,base_submission,outputs\current_6349_78_stack\base_submission\task359.onnx,True,,134,51042,51176,14.156974048870026,134,0,32,32,3909
task359,overrides,outputs\current_6349_78_stack\overrides\task359.onnx,True,,13,30300,30313,14.68066805761084,13,0,17,17,1305
task360,base_submission,outputs\current_6349_78_stack\base_submission\task360.onnx,True,,36,11360,11396,15.658982304382201,36,0,10,10,1399
task360,overrides,outputs\current_6349_78_stack\overrides\task360.onnx,True,,26,8400,8426,15.960922557461037,26,0,14,14,1753
task361,base_submission,outputs\current_6349_78_stack\base_submission\task361.onnx,True,,276,16641,16917,15.263925687524708,276,0,61,61,6930
task361,overrides,outputs\current_6349_78_stack\overrides\task361.onnx,True,,276,15217,15493,15.351856412003707,276,0,60,60,4414
task362,base_submission,outputs\current_6349_78_stack\base_submission\task362.onnx,True,,144,15284,15428,15.356060680671881,144,0,26,26,2814
task362,overrides,outputs\current_6349_78_stack\overrides\task362.onnx,True,,45,11894,11939,15.612434368654611,45,0,28,28,1696
task363,base_submission,outputs\current_6349_78_stack\base_submission\task363.onnx,True,,38717,513226,551943,11.778799940942104,38717,0,260,260,170389
task363,overrides,outputs\current_6349_78_stack\overrides\task363.onnx,True,,1620,81146,82766,13.676227371976744,1620,0,44,44,5984
task364,base_submission,outputs\current_6349_78_stack\base_submission\task364.onnx,True,,1874,151980,153854,13.056240620237773,1874,0,63,63,10625
task364,overrides,outputs\current_6349_78_stack\overrides\task364.onnx,True,,1402,75136,76538,13.754457371489742,1402,0,62,62,10636
task365,base_submission,outputs\current_6349_78_stack\base_submission\task365.onnx,True,,71,58933,59004,14.01463948280006,71,0,242,242,17605
task365,overrides,outputs\current_6349_78_stack\overrides\task365.onnx,True,,55,26213,26268,14.823893252689137,55,0,198,198,9873
task366,base_submission,outputs\current_6349_78_stack\base_submission\task366.onnx,True,,51259,60377574,60428833,7.0830230834489285,51259,0,12512,12512,1256725
task366,overrides,outputs\current_6349_78_stack\overrides\task366.onnx,True,,1443,96909,98352,13.50369184085321,1443,0,530,530,26447
task367,base_submission,outputs\current_6349_78_stack\base_submission\task367.onnx,True,,43856,1778350,1822206,10.584441587020445,43856,0,694,694,227696
task367,overrides,outputs\current_6349_78_stack\overrides\task367.onnx,True,,144,141212,141356,13.140963189954599,144,0,135,135,6300
task368,base_submission,outputs\current_6349_78_stack\base_submission\task368.onnx,True,,75,53832,53907,14.104984381405437,75,0,183,183,14770
task368,overrides,outputs\current_6349_78_stack\overrides\task368.onnx,True,,84,29948,30032,14.68998124117371,84,0,77,77,3406
task369,base_submission,outputs\current_6349_78_stack\base_submission\task369.onnx,True,,529,12800,13329,15.502302608395981,529,0,24,24,4692
task369,overrides,outputs\current_6349_78_stack\overrides\task369.onnx,True,,130,7400,7530,16.07334967920606,130,0,27,27,3315
task370,base_submission,outputs\current_6349_78_stack\base_submission\task370.onnx,True,,581,366491,367072,12.186686706919005,581,0,316,316,37248
task370,overrides,outputs\current_6349_78_stack\overrides\task370.onnx,True,,2457,61002,63459,13.94185069294474,2457,0,906,906,41995
task371,base_submission,outputs\current_6349_78_stack\base_submission\task371.onnx,True,,89,24740,24829,14.880232396171065,89,0,21,21,2475
task371,overrides,outputs\current_6349_78_stack\overrides\task371.onnx,True,,249,12980,13229,15.50983333153762,249,0,22,22,3031
task372,base_submission,outputs\current_6349_78_stack\base_submission\task372.onnx,True,,30,13640,13670,15.477041070282004,30,0,10,10,1328
task372,overrides,outputs\current_6349_78_stack\overrides\task372.onnx,True,,13,7865,7878,16.02817065646915,13,0,8,8,644
task373,base_submission,outputs\current_6349_78_stack\base_submission\task373.onnx,True,,27,1040,1067,18.027393748698245,27,0,6,6,988
task373,overrides,outputs\current_6349_78_stack\overrides\task373.onnx,True,,33,480,513,18.75972415482923,33,0,2,2,509
task374,base_submission,outputs\current_6349_78_stack\base_submission\task374.onnx,True,,633,51404,52037,14.140289716998371,633,0,144,144,16450
task374,overrides,outputs\current_6349_78_stack\overrides\task374.onnx,True,,134,13208,13342,15.501327766730538,134,0,45,45,5300
task375,base_submission,outputs\current_6349_78_stack\base_submission\task375.onnx,True,,59,15113,15172,15.372793097191211,59,0,19,19,2214
task375,overrides,outputs\current_6349_78_stack\overrides\task375.onnx,True,,80,13104,13184,15.513240747850746,80,0,30,30,2267
task376,base_submission,outputs\current_6349_78_stack\base_submission\task376.onnx,True,,39,42588,42627,14.339756865693815,39,0,26,26,2344
task376,overrides,outputs\current_6349_78_stack\overrides\task376.onnx,True,,150,23262,23412,14.93899600958889,150,0,41,41,4045
task377,base_submission,outputs\current_6349_78_stack\base_submission\task377.onnx,True,,2140,62741,64881,13.919689898259202,2140,0,208,208,19220
task377,overrides,outputs\current_6349_78_stack\overrides\task377.onnx,True,,533,33067,33600,14.577718654048704,533,0,149,149,10778
task378,base_submission,outputs\current_6349_78_stack\base_submission\task378.onnx,True,,484,63982,64466,13.926106767981883,484,0,95,95,10496
task378,overrides,outputs\current_6349_78_stack\overrides\task378.onnx,True,,76,38932,39008,14.428477967719003,76,0,96,96,5481
task379,base_submission,outputs\current_6349_78_stack\base_submission\task379.onnx,True,,1730,70769,72499,13.808671952355807,1730,0,107,107,9996
task379,overrides,outputs\current_6349_78_stack\overrides\task379.onnx,True,,1730,69969,71699,13.819767920510943,1730,0,107,107,13402
task380,base_submission,outputs\current_6349_78_stack\base_submission\task380.onnx,True,,17,720,737,18.397412107810663,17,0,3,3,531
task380,overrides,outputs\current_6349_78_stack\overrides\task380.onnx,True,,8,720,728,18.409698951803314,8,0,3,3,396
task381,base_submission,outputs\current_6349_78_stack\base_submission\task381.onnx,True,,937,54240,55177,14.081698521231155,937,0,20,20,5721
task381,overrides,outputs\current_6349_78_stack\overrides\task381.onnx,True,,146,3350,3496,16.840625263224574,146,0,23,23,2624
task382,base_submission,outputs\current_6349_78_stack\base_submission\task382.onnx,True,,10938,314508,325446,12.307048171749448,10938,0,322,322,65997
task382,overrides,outputs\current_6349_78_stack\overrides\task382.onnx,True,,99,80032,80131,13.708581925585301,99,0,104,104,6786
task383,base_submission,outputs\current_6349_78_stack\base_submission\task383.onnx,True,,937,129030,129967,13.224964148940515,937,0,57,57,6805
task383,overrides,outputs\current_6349_78_stack\overrides\task383.onnx,True,,1052,38454,39506,14.415792161912053,1052,0,129,129,7327
task384,base_submission,outputs\current_6349_78_stack\base_submission\task384.onnx,True,,135,74616,74751,13.77808213091013,135,0,39,39,4542
task384,overrides,outputs\current_6349_78_stack\overrides\task384.onnx,True,,106,74556,74662,13.77927345978414,106,0,41,41,3341
task385,base_submission,outputs\current_6349_78_stack\base_submission\task385.onnx,True,,30,0,30,21.598802618337846,30,0,1,1,175
task385,overrides,outputs\current_6349_78_stack\overrides\task385.onnx,True,,30,0,30,21.598802618337846,30,0,1,1,175
task386,base_submission,outputs\current_6349_78_stack\base_submission\task386.onnx,True,,47,2592,2639,17.121844663496674,47,0,12,12,1471
task386,overrides,outputs\current_6349_78_stack\overrides\task386.onnx,True,,35,828,863,18.239585308916574,35,0,12,12,1175
task387,base_submission,outputs\current_6349_78_stack\base_submission\task387.onnx,True,,1425,2056572,2057997,10.462756262350878,1425,0,874,874,82596
task387,overrides,outputs\current_6349_78_stack\overrides\task387.onnx,True,,77,34358,34435,14.553171232021201,77,0,69,69,3910
task388,base_submission,outputs\current_6349_78_stack\base_submission\task388.onnx,True,,175,16596,16771,15.272593516668373,175,0,48,48,6368
task388,overrides,outputs\current_6349_78_stack\overrides\task388.onnx,True,,186,6282,6468,16.225377779303003,186,0,52,52,6536
task389,base_submission,outputs\current_6349_78_stack\base_submission\task389.onnx,True,,42,1856,1898,17.451444020830127,42,0,13,13,1421
task389,overrides,outputs\current_6349_78_stack\overrides\task389.onnx,True,,1510,0,1510,17.680135070191028,1510,0,1,1,6222
task390,base_submission,outputs\current_6349_78_stack\base_submission\task390.onnx,True,,997,31346,32343,14.615847106792772,997,0,41,41,7851
task390,overrides,outputs\current_6349_78_stack\overrides\task390.onnx,True,,967,23724,24691,14.885805916253345,967,0,43,43,5953
task391,base_submission,outputs\current_6349_78_stack\base_submission\task391.onnx,True,,29,9992,10021,15.787561829941671,29,0,26,26,2841
task391,overrides,outputs\current_6349_78_stack\overrides\task391.onnx,True,,29,9992,10021,15.787561829941671,29,0,26,26,2841
task392,base_submission,outputs\current_6349_78_stack\base_submission\task392.onnx,True,,2098,48260,50358,14.173087226689118,2098,0,49,49,13503
task392,overrides,outputs\current_6349_78_stack\overrides\task392.onnx,True,,2098,28696,30794,14.664924855210137,2098,0,51,51,8330
task393,base_submission,outputs\current_6349_78_stack\base_submission\task393.onnx,True,,29,5844,5873,16.321879144477478,29,0,22,22,2433
task393,overrides,outputs\current_6349_78_stack\overrides\task393.onnx,True,,9,449,458,18.873130815885816,9,0,26,26,1610
task394,base_submission,outputs\current_6349_78_stack\base_submission\task394.onnx,True,,35,4740,4775,16.52885074708517,35,0,78,78,5312
task394,overrides,outputs\current_6349_78_stack\overrides\task394.onnx,True,,35,4718,4753,16.53346872338599,35,0,80,80,3787
task395,base_submission,outputs\current_6349_78_stack\base_submission\task395.onnx,True,,47,1944,1991,17.403607695935804,47,0,12,12,1479
task395,overrides,outputs\current_6349_78_stack\overrides\task395.onnx,True,,35,621,656,18.51383921105591,35,0,12,12,1175
task396,base_submission,outputs\current_6349_78_stack\base_submission\task396.onnx,True,,16656,151392,168048,12.967995068137443,16656,0,407,407,148092
task396,overrides,outputs\current_6349_78_stack\overrides\task396.onnx,True,,1114,56985,58099,14.030096269012079,1114,0,168,168,9316
task397,base_submission,outputs\current_6349_78_stack\base_submission\task397.onnx,True,,195,29134,29329,14.713667933393241,195,0,77,77,7101
task397,overrides,outputs\current_6349_78_stack\overrides\task397.onnx,True,,87,20146,20233,15.084929786220805,87,0,82,82,6856
task398,base_submission,outputs\current_6349_78_stack\base_submission\task398.onnx,True,,762,83533,84295,13.657922169750098,762,0,44,44,8682
task398,overrides,outputs\current_6349_78_stack\overrides\task398.onnx,True,,762,83533,84295,13.657922169750098,762,0,44,44,8682
task399,base_submission,outputs\current_6349_78_stack\base_submission\task399.onnx,True,,909,930,1839,17.48302277539568,909,0,8,8,1907
task399,overrides,outputs\current_6349_78_stack\overrides\task399.onnx,True,,272,912,1184,17.92334618455605,272,0,8,8,1744
task400,base_submission,outputs\current_6349_78_stack\base_submission\task400.onnx,True,,39,35114,35153,14.532534757896764,39,0,25,25,3021
task400,overrides,outputs\current_6349_78_stack\overrides\task400.onnx,True,,39,35114,35153,14.532534757896764,39,0,25,25,3021
