task_id,lane,model_path,valid,failure_reason,params,tensor_memory_bytes,official_static_cost,official_static_score,initializer_params,constant_params,node_count,op_count,file_size_bytes
task107,base_submission,outputs\current_6349_78_stack\base_submission\task107.onnx,True,,13681,59450,73131,13.799992367549814,13681,0,52,52,31191
task107,overrides,outputs\current_6349_78_stack\overrides\task107.onnx,True,,13681,58970,72651,13.806577566471388,13681,0,52,52,30216
task108,base_submission,outputs\current_6349_78_stack\base_submission\task108.onnx,True,,1800,0,1800,17.504458056115745,1800,0,1,1,7454
task108,overrides,outputs\current_6349_78_stack\overrides\task108.onnx,True,,1800,0,1800,17.504458056115745,1800,0,1,1,7454
task109,base_submission,outputs\current_6349_78_stack\base_submission\task109.onnx,True,,983,93924,94907,13.53934725626767,983,0,39,39,5491
task109,overrides,outputs\current_6349_78_stack\overrides\task109.onnx,True,,954,82868,83822,13.663549218151816,954,0,41,41,3980
task110,base_submission,outputs\current_6349_78_stack\base_submission\task110.onnx,True,,1185,115921,117106,13.329165213468928,1185,0,163,163,21494
task110,overrides,outputs\current_6349_78_stack\overrides\task110.onnx,True,,350,100033,100383,13.483251850806106,346,4,163,163,20499
task111,base_submission,outputs\current_6349_78_stack\base_submission\task111.onnx,True,,28,4504,4532,16.5810813778521,28,0,10,10,1457
task111,overrides,outputs\current_6349_78_stack\overrides\task111.onnx,True,,25,772,797,18.319145321209785,25,0,15,15,1499
task112,base_submission,outputs\current_6349_78_stack\base_submission\task112.onnx,True,,106,59644,59750,14.002075530206243,106,0,44,44,3987
task112,overrides,outputs\current_6349_78_stack\overrides\task112.onnx,True,,106,59164,59270,14.010141445218116,106,0,44,44,3987
task113,base_submission,outputs\current_6349_78_stack\base_submission\task113.onnx,True,,30,0,30,21.598802618337846,30,0,1,1,499
task113,overrides,outputs\current_6349_78_stack\overrides\task113.onnx,True,,30,0,30,21.598802618337846,30,0,1,1,499
task114,base_submission,outputs\current_6349_78_stack\base_submission\task114.onnx,True,,163,1091,1254,17.865906278807135,163,0,26,26,4719
task114,overrides,outputs\current_6349_78_stack\overrides\task114.onnx,True,,158,1091,1249,17.869901489874422,158,0,26,26,4671
task115,base_submission,outputs\current_6349_78_stack\base_submission\task115.onnx,True,,80,4042,4122,16.675906238549594,80,0,34,34,5040
task115,overrides,outputs\current_6349_78_stack\overrides\task115.onnx,True,,77,4042,4119,16.67663430556392,77,0,34,34,3952
task116,base_submission,outputs\current_6349_78_stack\base_submission\task116.onnx,True,,30,0,30,21.598802618337846,30,0,1,1,479
task116,overrides,outputs\current_6349_78_stack\overrides\task116.onnx,True,,30,0,30,21.598802618337846,30,0,1,1,479
task117,base_submission,outputs\current_6349_78_stack\base_submission\task117.onnx,True,,619,17955,18574,15.170481967664047,619,0,74,74,8103
task117,overrides,outputs\current_6349_78_stack\overrides\task117.onnx,True,,156,17527,17683,15.219640994945022,156,0,74,74,7552
task118,base_submission,outputs\current_6349_78_stack\base_submission\task118.onnx,True,,1887,2153888,2155775,10.416339154360639,1887,0,1163,1163,160396
task118,overrides,outputs\current_6349_78_stack\overrides\task118.onnx,True,,140,105304,105444,13.434064714716156,140,0,66,66,4327
task119,base_submission,outputs\current_6349_78_stack\base_submission\task119.onnx,True,,1912,45936,47848,14.224215401275607,1912,0,165,165,25915
task119,overrides,outputs\current_6349_78_stack\overrides\task119.onnx,True,,100,15095,15195,15.371278294649107,100,0,134,134,12826
task120,base_submission,outputs\current_6349_78_stack\base_submission\task120.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3836
task120,overrides,outputs\current_6349_78_stack\overrides\task120.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3836
task121,base_submission,outputs\current_6349_78_stack\base_submission\task121.onnx,True,,46,6484,6530,16.215837777729526,46,0,24,24,3339
task121,overrides,outputs\current_6349_78_stack\overrides\task121.onnx,True,,46,6484,6530,16.215837777729526,46,0,24,24,3339
task122,base_submission,outputs\current_6349_78_stack\base_submission\task122.onnx,True,,2510,0,2510,17.17196196787417,2510,0,1,1,10236
task122,overrides,outputs\current_6349_78_stack\overrides\task122.onnx,True,,2510,0,2510,17.17196196787417,2510,0,1,1,10236
task123,base_submission,outputs\current_6349_78_stack\base_submission\task123.onnx,True,,949,3365,4314,16.630379173050898,949,0,13,13,8997
task123,overrides,outputs\current_6349_78_stack\overrides\task123.onnx,True,,948,3155,4103,16.680526307557813,948,0,17,17,9379
task124,base_submission,outputs\current_6349_78_stack\base_submission\task124.onnx,True,,353,15034,15387,15.358721723942622,353,0,51,51,4339
task124,overrides,outputs\current_6349_78_stack\overrides\task124.onnx,True,,353,10520,10873,15.70596206900225,353,0,52,52,3839
task125,base_submission,outputs\current_6349_78_stack\base_submission\task125.onnx,True,,247,13170,13417,15.495722161409528,247,0,28,28,3032
task125,overrides,outputs\current_6349_78_stack\overrides\task125.onnx,True,,246,13170,13416,15.495796696496955,246,0,28,28,3012
task126,base_submission,outputs\current_6349_78_stack\base_submission\task126.onnx,True,,47,86044,86091,13.636839844664504,47,0,29,29,2765
task126,overrides,outputs\current_6349_78_stack\overrides\task126.onnx,True,,41,68044,68085,13.871487796441324,41,0,33,33,2121
task127,base_submission,outputs\current_6349_78_stack\base_submission\task127.onnx,True,,900,0,900,18.197605236675688,900,0,1,1,3772
task127,overrides,outputs\current_6349_78_stack\overrides\task127.onnx,True,,900,0,900,18.197605236675688,900,0,1,1,3772
task128,base_submission,outputs\current_6349_78_stack\base_submission\task128.onnx,True,,102,94940,95042,13.537925821853902,102,0,28,28,3365
task128,overrides,outputs\current_6349_78_stack\overrides\task128.onnx,True,,84,94940,95024,13.538115229744358,84,0,28,28,2394
task129,base_submission,outputs\current_6349_78_stack\base_submission\task129.onnx,True,,30,848,878,18.22235340636488,30,0,7,7,1196
task129,overrides,outputs\current_6349_78_stack\overrides\task129.onnx,True,,18,448,466,18.855814365874355,18,0,5,5,606
task130,base_submission,outputs\current_6349_78_stack\base_submission\task130.onnx,True,,108,15840,15948,15.322911291498754,108,0,10,10,1293
task130,overrides,outputs\current_6349_78_stack\overrides\task130.onnx,True,,24,4122,4146,16.670100707004273,24,0,6,6,581
task131,base_submission,outputs\current_6349_78_stack\base_submission\task131.onnx,True,,951,62019,62970,13.949586298517211,951,0,100,100,12030
task131,overrides,outputs\current_6349_78_stack\overrides\task131.onnx,True,,951,43599,44550,14.295632567101045,951,0,103,103,7860
task132,base_submission,outputs\current_6349_78_stack\base_submission\task132.onnx,True,,64,40374,40438,14.392474784072753,64,0,36,36,3762
task132,overrides,outputs\current_6349_78_stack\overrides\task132.onnx,True,,64,29394,29458,14.709279200950512,64,0,38,38,2585
task133,base_submission,outputs\current_6349_78_stack\base_submission\task133.onnx,True,,228894,9115748,9344642,8.949686311118306,228894,0,368,368,783434
task133,overrides,outputs\current_6349_78_stack\overrides\task133.onnx,True,,202,191209,191411,12.837821772386052,202,0,420,420,24395
task134,base_submission,outputs\current_6349_78_stack\base_submission\task134.onnx,True,,80,16917,16997,15.259207863122649,80,0,68,68,7220
task134,overrides,outputs\current_6349_78_stack\overrides\task134.onnx,True,,80,12300,12380,15.576162453761413,80,0,75,75,4599
task135,base_submission,outputs\current_6349_78_stack\base_submission\task135.onnx,True,,6,360,366,19.097366666598635,6,0,2,2,381
task135,overrides,outputs\current_6349_78_stack\overrides\task135.onnx,True,,0,360,360,19.113895968549844,0,0,2,2,251
task136,base_submission,outputs\current_6349_78_stack\base_submission\task136.onnx,True,,433,18000,18433,15.178102184503826,433,0,31,31,4980
task136,overrides,outputs\current_6349_78_stack\overrides\task136.onnx,True,,136,4700,4836,16.516156788265317,136,0,25,25,2827
task137,base_submission,outputs\current_6349_78_stack\base_submission\task137.onnx,True,,966,71516,72482,13.808906465844856,966,0,36,36,3864
task137,overrides,outputs\current_6349_78_stack\overrides\task137.onnx,True,,966,57048,58014,14.031560360288397,966,0,35,35,2684
task138,base_submission,outputs\current_6349_78_stack\base_submission\task138.onnx,True,,135,197829,197964,12.804159525036075,135,0,143,143,11562
task138,overrides,outputs\current_6349_78_stack\overrides\task138.onnx,True,,125,47770,47895,14.223233606183008,125,0,94,94,5523
task139,base_submission,outputs\current_6349_78_stack\base_submission\task139.onnx,True,,174,3456,3630,16.803012072741105,174,0,33,33,3865
task139,overrides,outputs\current_6349_78_stack\overrides\task139.onnx,True,,174,3456,3630,16.803012072741105,174,0,33,33,3865
task140,base_submission,outputs\current_6349_78_stack\base_submission\task140.onnx,True,,16,360,376,19.070410856610106,16,0,2,2,474
task140,overrides,outputs\current_6349_78_stack\overrides\task140.onnx,True,,8,360,368,19.09191706183107,8,0,2,2,394
task141,base_submission,outputs\current_6349_78_stack\base_submission\task141.onnx,True,,69,15750,15819,15.33103297180142,69,0,21,21,2345
task141,overrides,outputs\current_6349_78_stack\overrides\task141.onnx,True,,89,7668,7757,16.04364905950913,89,0,23,23,1874
task142,base_submission,outputs\current_6349_78_stack\base_submission\task142.onnx,True,,1800,0,1800,17.504458056115745,1800,0,1,1,7454
task142,overrides,outputs\current_6349_78_stack\overrides\task142.onnx,True,,81,1440,1521,17.672876707740706,81,0,2,2,703
task143,base_submission,outputs\current_6349_78_stack\base_submission\task143.onnx,True,,57,22868,22925,14.960016702875334,57,0,21,21,2690
task143,overrides,outputs\current_6349_78_stack\overrides\task143.onnx,True,,57,19384,19441,15.12486048297936,57,0,24,24,2144
task144,base_submission,outputs\current_6349_78_stack\base_submission\task144.onnx,True,,50,1216,1266,17.856382397295878,50,0,11,11,1639
task144,overrides,outputs\current_6349_78_stack\overrides\task144.onnx,True,,46,384,430,18.93621479131239,46,0,8,8,1321
task145,base_submission,outputs\current_6349_78_stack\base_submission\task145.onnx,True,,933,72424,73357,13.796906788126128,933,0,325,325,31434
task145,overrides,outputs\current_6349_78_stack\overrides\task145.onnx,True,,933,65224,66157,13.900214015949631,933,0,439,439,19428
task146,base_submission,outputs\current_6349_78_stack\base_submission\task146.onnx,True,,24,2232,2256,17.27865138738205,24,0,29,29,1894
task146,overrides,outputs\current_6349_78_stack\overrides\task146.onnx,True,,24,2232,2256,17.27865138738205,24,0,29,29,1894
task147,base_submission,outputs\current_6349_78_stack\base_submission\task147.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3825
task147,overrides,outputs\current_6349_78_stack\overrides\task147.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3825
task148,base_submission,outputs\current_6349_78_stack\base_submission\task148.onnx,True,,353,35396,35749,14.515722424297042,353,0,107,107,10573
task148,overrides,outputs\current_6349_78_stack\overrides\task148.onnx,True,,353,21676,22029,14.99988495388028,353,0,110,110,6750
task149,base_submission,outputs\current_6349_78_stack\base_submission\task149.onnx,True,,44,5095,5139,16.45538621300777,44,0,13,13,1404
task149,overrides,outputs\current_6349_78_stack\overrides\task149.onnx,True,,91,144,235,19.54041448585584,91,0,4,4,859
task150,base_submission,outputs\current_6349_78_stack\base_submission\task150.onnx,True,,34,4640,4674,16.550229484901195,34,0,12,12,1320
task150,overrides,outputs\current_6349_78_stack\overrides\task150.onnx,True,,36,668,704,18.44322164384196,36,0,10,10,618
task151,base_submission,outputs\current_6349_78_stack\base_submission\task151.onnx,True,,85,23040,23125,14.951330437619374,85,0,20,20,2352
task151,overrides,outputs\current_6349_78_stack\overrides\task151.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3880
task152,base_submission,outputs\current_6349_78_stack\base_submission\task152.onnx,True,,1800,0,1800,17.504458056115745,1800,0,1,1,7454
task152,overrides,outputs\current_6349_78_stack\overrides\task152.onnx,True,,81,1440,1521,17.672876707740706,81,0,2,2,703
task153,base_submission,outputs\current_6349_78_stack\base_submission\task153.onnx,True,,656,1443609,1444265,10.81688890039692,656,0,14744,14744,799256
task153,overrides,outputs\current_6349_78_stack\overrides\task153.onnx,True,,92,20491,20583,15.067779228641,92,0,72,72,8924
task154,base_submission,outputs\current_6349_78_stack\base_submission\task154.onnx,True,,966,73384,74350,13.783461048111699,966,0,43,43,7554
task154,overrides,outputs\current_6349_78_stack\overrides\task154.onnx,True,,990,29552,30542,14.673141935486873,990,0,46,46,4963
task155,base_submission,outputs\current_6349_78_stack\base_submission\task155.onnx,True,,35,4640,4675,16.550015558277213,35,0,12,12,1347
task155,overrides,outputs\current_6349_78_stack\overrides\task155.onnx,True,,36,668,704,18.44322164384196,36,0,10,10,618
task156,base_submission,outputs\current_6349_78_stack\base_submission\task156.onnx,True,,967,58135,59102,14.012979956230856,967,0,65,65,7856
task156,overrides,outputs\current_6349_78_stack\overrides\task156.onnx,True,,1895,21408,23303,14.943662613369662,1895,0,278,278,26646
task157,base_submission,outputs\current_6349_78_stack\base_submission\task157.onnx,True,,200572,7501762,7702334,9.142966042223613,200572,0,420,420,836161
task157,overrides,outputs\current_6349_78_stack\overrides\task157.onnx,True,,801,73727,74528,13.781069827315932,801,0,2412,2412,182274
task158,base_submission,outputs\current_6349_78_stack\base_submission\task158.onnx,True,,765,6563608,6564373,9.302832445315724,765,0,822,822,95337
task158,overrides,outputs\current_6349_78_stack\overrides\task158.onnx,True,,366,189350,189716,12.846716503933045,366,0,249,249,21848
task159,base_submission,outputs\current_6349_78_stack\base_submission\task159.onnx,True,,4105,85396,89501,13.597994922615115,4105,0,57,57,12966
task159,overrides,outputs\current_6349_78_stack\overrides\task159.onnx,True,,4105,85216,89321,13.600008098407727,4105,0,55,55,12822
task160,base_submission,outputs\current_6349_78_stack\base_submission\task160.onnx,True,,95,13900,13995,15.453544598050446,95,0,18,18,2362
task160,overrides,outputs\current_6349_78_stack\overrides\task160.onnx,True,,65,4520,4585,16.569454615309432,65,0,19,19,2171
task161,base_submission,outputs\current_6349_78_stack\base_submission\task161.onnx,True,,81,136627,136708,13.174397456688691,81,0,51,51,6008
task161,overrides,outputs\current_6349_78_stack\overrides\task161.onnx,True,,78,30554,30632,14.67019950684287,78,0,46,46,2998
task162,base_submission,outputs\current_6349_78_stack\base_submission\task162.onnx,True,,43,63248,63291,13.944501582071068,43,0,19,19,2268
task162,overrides,outputs\current_6349_78_stack\overrides\task162.onnx,True,,43,63248,63291,13.944501582071068,43,0,19,19,2268
task163,base_submission,outputs\current_6349_78_stack\base_submission\task163.onnx,True,,1655,33324,34979,14.537496839600482,1655,0,66,66,13875
task163,overrides,outputs\current_6349_78_stack\overrides\task163.onnx,True,,1655,22294,23949,14.916318151686092,1655,0,68,68,8017
task164,base_submission,outputs\current_6349_78_stack\base_submission\task164.onnx,True,,30,0,30,21.598802618337846,30,0,1,1,479
task164,overrides,outputs\current_6349_78_stack\overrides\task164.onnx,True,,30,0,30,21.598802618337846,30,0,1,1,479
task165,base_submission,outputs\current_6349_78_stack\base_submission\task165.onnx,True,,994,66530,67524,13.87976163077872,994,0,25,25,4910
task165,overrides,outputs\current_6349_78_stack\overrides\task165.onnx,True,,994,65660,66654,13.892729661190222,994,0,27,27,5614
task166,base_submission,outputs\current_6349_78_stack\base_submission\task166.onnx,True,,37,33824,33861,14.569980811376263,37,0,10,10,1628
task166,overrides,outputs\current_6349_78_stack\overrides\task166.onnx,True,,37,21616,21653,15.01710070803971,37,0,12,12,1337
task167,base_submission,outputs\current_6349_78_stack\base_submission\task167.onnx,True,,294,523,817,18.294360905139996,294,0,8,8,2375
task167,overrides,outputs\current_6349_78_stack\overrides\task167.onnx,True,,88,595,683,18.47350514042921,88,0,9,9,1420
task168,base_submission,outputs\current_6349_78_stack\base_submission\task168.onnx,True,,285,31636,31921,14.628980620606175,285,0,44,44,7297
task168,overrides,outputs\current_6349_78_stack\overrides\task168.onnx,True,,185,20218,20403,15.076562772156251,185,0,45,45,4620
task169,base_submission,outputs\current_6349_78_stack\base_submission\task169.onnx,True,,727,57816,58543,14.022483194056615,727,0,179,179,23816
task169,overrides,outputs\current_6349_78_stack\overrides\task169.onnx,True,,756,18036,18792,15.158813473661251,756,0,94,94,7208
task170,base_submission,outputs\current_6349_78_stack\base_submission\task170.onnx,True,,3815,78315,82130,13.683941363265761,3815,0,681,681,64849
task170,overrides,outputs\current_6349_78_stack\overrides\task170.onnx,True,,252,60803,61055,13.980469623732878,252,0,675,675,50301
task171,base_submission,outputs\current_6349_78_stack\base_submission\task171.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3825
task171,overrides,outputs\current_6349_78_stack\overrides\task171.onnx,True,,910,0,910,18.186555400489105,910,0,1,1,3825
task172,base_submission,outputs\current_6349_78_stack\base_submission\task172.onnx,True,,30,0,30,21.598802618337846,30,0,1,1,479
task172,overrides,outputs\current_6349_78_stack\overrides\task172.onnx,True,,30,0,30,21.598802618337846,30,0,1,1,479
task173,base_submission,outputs\current_6349_78_stack\base_submission\task173.onnx,True,,216,181276,181492,12.89103314541937,216,0,69,69,10108
task173,overrides,outputs\current_6349_78_stack\overrides\task173.onnx,True,,2200,92028,94228,13.546527343687503,2200,0,510,510,27588
task174,base_submission,outputs\current_6349_78_stack\base_submission\task174.onnx,True,,74,53025,53099,14.120086625339015,74,0,790,790,61839
task174,overrides,outputs\current_6349_78_stack\overrides\task174.onnx,True,,81,32787,32868,14.599745180948922,81,0,108,108,4896
task175,base_submission,outputs\current_6349_78_stack\base_submission\task175.onnx,True,,2751,112074,114825,13.348835490806005,2751,0,22,22,12412
task175,overrides,outputs\current_6349_78_stack\overrides\task175.onnx,True,,2749,70400,73149,13.799746264185158,2749,0,21,21,8709
task176,base_submission,outputs\current_6349_78_stack\base_submission\task176.onnx,True,,120,9600,9720,15.818059102545515,120,0,6,6,1420
task176,overrides,outputs\current_6349_78_stack\overrides\task176.onnx,True,,120,7800,7920,16.022853515191528,120,0,7,7,1126
task177,base_submission,outputs\current_6349_78_stack\base_submission\task177.onnx,True,,105,74600,74705,13.778697696714815,105,0,37,37,4180
task177,overrides,outputs\current_6349_78_stack\overrides\task177.onnx,True,,102,49824,49926,14.181702811871515,102,0,36,36,3077
task178,base_submission,outputs\current_6349_78_stack\base_submission\task178.onnx,True,,569,39266,39835,14.407498798185534,569,0,123,123,11303
task178,overrides,outputs\current_6349_78_stack\overrides\task178.onnx,True,,87,13569,13656,15.478065735525723,87,0,47,47,6317
task179,base_submission,outputs\current_6349_78_stack\base_submission\task179.onnx,True,,0,0,0,25.0,0,0,1,1,170
task179,overrides,outputs\current_6349_78_stack\overrides\task179.onnx,True,,0,0,0,25.0,0,0,1,1,170
task180,base_submission,outputs\current_6349_78_stack\base_submission\task180.onnx,True,,922,7936,8858,15.910923715516857,922,0,5,5,4414
task180,overrides,outputs\current_6349_78_stack\overrides\task180.onnx,True,,922,6528,7450,16.084030688626395,922,0,6,6,2525
task181,base_submission,outputs\current_6349_78_stack\base_submission\task181.onnx,True,,86,1108,1194,17.91493570604745,86,0,21,21,3083
task181,overrides,outputs\current_6349_78_stack\overrides\task181.onnx,True,,86,1108,1194,17.91493570604745,86,0,21,21,3083
task182,base_submission,outputs\current_6349_78_stack\base_submission\task182.onnx,True,,946,764200,765146,11.452178055727607,946,0,522,522,70465
task182,overrides,outputs\current_6349_78_stack\overrides\task182.onnx,True,,1039,46548,47587,14.229685106325308,1039,0,136,136,11274
task183,base_submission,outputs\current_6349_78_stack\base_submission\task183.onnx,True,,38,24840,24878,14.87826084223009,38,0,55,55,4645
task183,overrides,outputs\current_6349_78_stack\overrides\task183.onnx,True,,38,24816,24854,14.87922601563406,38,0,55,55,3009
task184,base_submission,outputs\current_6349_78_stack\base_submission\task184.onnx,True,,43,51621,51664,14.147483507001944,43,0,51,51,6934
task184,overrides,outputs\current_6349_78_stack\overrides\task184.onnx,True,,9975,28880,38855,14.432407952356657,9975,0,71,71,43202
task185,base_submission,outputs\current_6349_78_stack\base_submission\task185.onnx,True,,67,75771,75838,13.763645234726843,67,0,242,242,18881
task185,overrides,outputs\current_6349_78_stack\overrides\task185.onnx,True,,69,35463,35532,14.521811022110409,69,0,59,59,3227
task186,base_submission,outputs\current_6349_78_stack\base_submission\task186.onnx,True,,382,416,798,18.31789140255019,382,0,6,6,2418
task186,overrides,outputs\current_6349_78_stack\overrides\task186.onnx,True,,46,314,360,19.113895968549844,46,0,11,11,888
task187,base_submission,outputs\current_6349_78_stack\base_submission\task187.onnx,True,,913,107100,108013,13.409993130767205,913,0,87,87,8852
task187,overrides,outputs\current_6349_78_stack\overrides\task187.onnx,True,,912,83700,84612,13.654168620492959,912,0,85,85,9705
task188,base_submission,outputs\current_6349_78_stack\base_submission\task188.onnx,True,,48,10972,11020,15.692532917293095,48,0,41,41,4356
task188,overrides,outputs\current_6349_78_stack\overrides\task188.onnx,True,,48,10616,10664,15.725371138141455,48,0,46,46,3259
task189,base_submission,outputs\current_6349_78_stack\base_submission\task189.onnx,True,,304,46036,46340,14.256239202013633,304,0,86,86,8560
task189,overrides,outputs\current_6349_78_stack\overrides\task189.onnx,True,,259,24380,24639,14.887914167591697,259,0,110,110,10578
task190,base_submission,outputs\current_6349_78_stack\base_submission\task190.onnx,True,,178,11026,11204,15.675973863620001,178,0,63,63,8781
task190,overrides,outputs\current_6349_78_stack\overrides\task190.onnx,True,,178,11026,11204,15.675973863620001,178,0,63,63,8781
task191,base_submission,outputs\current_6349_78_stack\base_submission\task191.onnx,True,,165,709177,709342,11.527906941253965,165,0,1037,1037,132233
task191,overrides,outputs\current_6349_78_stack\overrides\task191.onnx,True,,471,67515,67986,13.87294291939138,471,0,73,73,6296
task192,base_submission,outputs\current_6349_78_stack\base_submission\task192.onnx,True,,61,54474,54535,14.093402023637157,61,0,21,21,2511
task192,overrides,outputs\current_6349_78_stack\overrides\task192.onnx,True,,70,51898,51968,14.14161657647865,70,0,17,17,2089
task193,base_submission,outputs\current_6349_78_stack\base_submission\task193.onnx,True,,61,53600,53661,14.109558240338645,61,0,14,14,1925
task193,overrides,outputs\current_6349_78_stack\overrides\task193.onnx,True,,61,53600,53661,14.109558240338645,61,0,14,14,1925
task194,base_submission,outputs\current_6349_78_stack\base_submission\task194.onnx,True,,1800,0,1800,17.504458056115745,1800,0,1,1,7454
task194,overrides,outputs\current_6349_78_stack\overrides\task194.onnx,True,,81,1440,1521,17.672876707740706,81,0,2,2,703
task195,base_submission,outputs\current_6349_78_stack\base_submission\task195.onnx,True,,1919,12310,14229,15.436962585454308,1919,0,33,33,5381
task195,overrides,outputs\current_6349_78_stack\overrides\task195.onnx,True,,1919,12310,14229,15.436962585454308,1919,0,33,33,5381
task196,base_submission,outputs\current_6349_78_stack\base_submission\task196.onnx,True,,67,44325,44392,14.299185447994263,67,0,30,30,3457
task196,overrides,outputs\current_6349_78_stack\overrides\task196.onnx,True,,66,32175,32241,14.619005786490737,66,0,31,31,3491
task197,base_submission,outputs\current_6349_78_stack\base_submission\task197.onnx,True,,16,65314,65330,13.912793372165204,16,0,17,17,1758
task197,overrides,outputs\current_6349_78_stack\overrides\task197.onnx,True,,16,50672,50688,14.166555524825903,16,0,18,18,1223
task198,base_submission,outputs\current_6349_78_stack\base_submission\task198.onnx,True,,913,102908,103821,13.449576458609688,913,0,51,51,6979
task198,overrides,outputs\current_6349_78_stack\overrides\task198.onnx,True,,1309,45708,47017,14.24173548257859,1309,0,88,88,7227
task199,base_submission,outputs\current_6349_78_stack\base_submission\task199.onnx,True,,54,16103,16157,15.30989132872317,54,0,22,22,2948
task199,overrides,outputs\current_6349_78_stack\overrides\task199.onnx,True,,54,16103,16157,15.30989132872317,54,0,22,22,2948
task200,base_submission,outputs\current_6349_78_stack\base_submission\task200.onnx,True,,198010,2160840,2358850,10.326315229897247,198010,0,91,91,797905
task200,overrides,outputs\current_6349_78_stack\overrides\task200.onnx,True,,54,3212,3266,16.90867872646959,54,0,38,38,3848
task201,base_submission,outputs\current_6349_78_stack\base_submission\task201.onnx,True,,932,92548,93480,13.554497211347206,932,0,135,135,10924
task201,overrides,outputs\current_6349_78_stack\overrides\task201.onnx,True,,308,79002,79310,13.718880496922635,308,0,136,136,9475
task202,base_submission,outputs\current_6349_78_stack\base_submission\task202.onnx,True,,14,125706,125720,13.258187509088495,14,0,31,31,3582
task202,overrides,outputs\current_6349_78_stack\overrides\task202.onnx,True,,22,35226,35248,14.529835930957876,22,0,37,37,2010
task203,base_submission,outputs\current_6349_78_stack\base_submission\task203.onnx,True,,690,88436,89126,13.602193622149995,690,0,36,36,6437
task203,overrides,outputs\current_6349_78_stack\overrides\task203.onnx,True,,1844,51344,53188,14.118411914023403,1844,0,28,28,4915
task204,base_submission,outputs\current_6349_78_stack\base_submission\task204.onnx,True,,1046,307800,308846,12.359401950230668,1046,0,70,70,5766
task204,overrides,outputs\current_6349_78_stack\overrides\task204.onnx,True,,2041,45200,47241,14.23698256141148,2041,0,57,57,6678
task205,base_submission,outputs\current_6349_78_stack\base_submission\task205.onnx,True,,222,332695,332917,12.284351511354425,222,0,671,671,48510
task205,overrides,outputs\current_6349_78_stack\overrides\task205.onnx,True,,981,67911,68892,13.859704660044363,981,0,109,109,6928
task206,base_submission,outputs\current_6349_78_stack\base_submission\task206.onnx,True,,230,66250,66480,13.89534357047067,230,0,224,224,20303
task206,overrides,outputs\current_6349_78_stack\overrides\task206.onnx,True,,90,61296,61386,13.975062924893004,90,0,39,39,4022
task207,base_submission,outputs\current_6349_78_stack\base_submission\task207.onnx,True,,35,2352,2387,17.22220737366117,35,0,21,21,2330
task207,overrides,outputs\current_6349_78_stack\overrides\task207.onnx,True,,35,1840,1875,17.463636061595487,35,0,25,25,1979
task208,base_submission,outputs\current_6349_78_stack\base_submission\task208.onnx,True,,522,91886,92408,13.566031166031484,522,0,196,196,15885
task208,overrides,outputs\current_6349_78_stack\overrides\task208.onnx,True,,522,87522,88044,13.614408031498005,522,0,199,199,16291
task209,base_submission,outputs\current_6349_78_stack\base_submission\task209.onnx,True,,23906,2788300,2812206,10.15052021330251,23906,0,4286,4286,349736
task209,overrides,outputs\current_6349_78_stack\overrides\task209.onnx,True,,143,113691,113834,13.357503474176903,143,0,198,198,12277
task210,base_submission,outputs\current_6349_78_stack\base_submission\task210.onnx,True,,30,0,30,21.598802618337846,30,0,1,1,479
task210,overrides,outputs\current_6349_78_stack\overrides\task210.onnx,True,,30,0,30,21.598802618337846,30,0,1,1,479
task211,base_submission,outputs\current_6349_78_stack\base_submission\task211.onnx,True,,1800,0,1800,17.504458056115745,1800,0,1,1,7454
task211,overrides,outputs\current_6349_78_stack\overrides\task211.onnx,True,,81,1440,1521,17.672876707740706,81,0,2,2,703
task212,base_submission,outputs\current_6349_78_stack\base_submission\task212.onnx,True,,237,15934,16171,15.309025206422056,237,0,50,50,6853
task212,overrides,outputs\current_6349_78_stack\overrides\task212.onnx,True,,138,8192,8330,15.972381264839111,138,0,47,47,5951
task213,base_submission,outputs\current_6349_78_stack\base_submission\task213.onnx,True,,160,52309,52469,14.132022202010482,160,0,385,385,25029
task213,overrides,outputs\current_6349_78_stack\overrides\task213.onnx,True,,103,36599,36702,14.48941347152938,103,0,40,40,2314
task214,base_submission,outputs\current_6349_78_stack\base_submission\task214.onnx,True,,1800,0,1800,17.504458056115745,1800,0,1,1,7454
task214,overrides,outputs\current_6349_78_stack\overrides\task214.onnx,True,,75,1320,1395,17.759350305744533,75,0,2,2,679
task215,base_submission,outputs\current_6349_78_stack\base_submission\task215.onnx,True,,95,49848,49943,14.181362365883988,95,0,38,38,4015
task215,overrides,outputs\current_6349_78_stack\overrides\task215.onnx,True,,112,37982,38094,14.452187931601495,112,0,21,21,1729
task216,base_submission,outputs\current_6349_78_stack\base_submission\task216.onnx,True,,100,104312,104412,13.443900109645975,100,0,286,286,20396
task216,overrides,outputs\current_6349_78_stack\overrides\task216.onnx,True,,101,92612,92713,13.562736020953684,101,0,257,257,10165
task217,base_submission,outputs\current_6349_78_stack\base_submission\task217.onnx,True,,1935,75126,77061,13.747647405002935,1935,0,34,34,7268
