task_id,selected_source,selected_model_path,selected_estimated_cost,selected_file_size_bytes,archive_valid,archive_estimated_cost,archive_file_size_bytes,archive_failure_reason,current_valid,current_estimated_cost,current_file_size_bytes,current_failure_reason
task040,archive,outputs\archive_all_repaired_verified_onnx\task040.onnx,370,4104,True,370,4104,,False,,,missing_model
task041,archive,outputs\archive_all_repaired_verified_onnx\task041.onnx,243,2228,True,243,2228,,False,,,missing_model
task042,archive,outputs\archive_all_repaired_verified_onnx\task042.onnx,1356,11833,True,1356,11833,,False,,,missing_model
task043,archive,outputs\archive_all_repaired_verified_onnx\task043.onnx,777,1966,True,777,1966,,False,,,missing_model
task044,archive,outputs\archive_all_repaired_verified_onnx\task044.onnx,6291,148684,True,6291,148684,,False,,,missing_model
task045,archive,outputs\archive_all_repaired_verified_onnx\task045.onnx,244,1438,True,244,1438,,False,,,missing_model
task046,archive,outputs\archive_all_repaired_verified_onnx\task046.onnx,4446,8963,True,4446,8963,,False,,,missing_model
task047,archive,outputs\archive_all_repaired_verified_onnx\task047.onnx,747,3246,True,747,3246,,False,,,missing_model
task048,archive,outputs\archive_all_repaired_verified_onnx\task048.onnx,462,5695,True,462,5695,,True,6863,5569,
task049,archive,outputs\archive_all_repaired_verified_onnx\task049.onnx,942,3516,True,942,3516,,False,,,missing_model
