task_id,source_model_path,output_model_path,source_cost,output_cost,cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,removed_nodes,removed_inits,failure_reason
task147,outputs\reference_6275_flat\task147.onnx,outputs\candidates\ref6275_zero_add_removed\task147_ZeroAddRemoved.onnx,4550,4550,0,3825,3825,0,0,0,no zero-add patterns found
task148,outputs\reference_6275_flat\task148.onnx,outputs\candidates\ref6275_zero_add_removed\task148_ZeroAddRemoved.onnx,1221,1221,0,6750,6750,0,0,0,no zero-add patterns found
task149,outputs\reference_6275_flat\task149.onnx,outputs\candidates\ref6275_zero_add_removed\task149_ZeroAddRemoved.onnx,455,455,0,859,859,0,0,0,no zero-add patterns found
task150,outputs\reference_6275_flat\task150.onnx,outputs\candidates\ref6275_zero_add_removed\task150_ZeroAddRemoved.onnx,196,196,0,618,618,0,0,0,no zero-add patterns found
task151,outputs\reference_6275_flat\task151.onnx,outputs\candidates\ref6275_zero_add_removed\task151_ZeroAddRemoved.onnx,4550,4550,0,3880,3880,0,0,0,no zero-add patterns found
task152,outputs\reference_6275_flat\task152.onnx,outputs\candidates\ref6275_zero_add_removed\task152_ZeroAddRemoved.onnx,9000,9000,0,7454,7454,0,0,0,no zero-add patterns found
task153,outputs\reference_6275_flat\task153.onnx,outputs\candidates\ref6275_zero_add_removed\task153_ZeroAddRemoved.onnx,1149,1149,0,11725,11725,0,0,0,no zero-add patterns found
task154,outputs\reference_6275_flat\task154.onnx,outputs\candidates\ref6275_zero_add_removed\task154_ZeroAddRemoved.onnx,3318,3318,0,6366,6366,0,0,0,no zero-add patterns found
task155,outputs\reference_6275_flat\task155.onnx,outputs\candidates\ref6275_zero_add_removed\task155_ZeroAddRemoved.onnx,196,196,0,618,618,0,0,0,no zero-add patterns found
task156,outputs\reference_6275_flat\task156.onnx,outputs\candidates\ref6275_zero_add_removed\task156_ZeroAddRemoved.onnx,5888,5888,0,48746,48746,0,0,0,no zero-add patterns found
task157,outputs\reference_6275_flat\task157.onnx,outputs\candidates\ref6275_zero_add_removed\task157_ZeroAddRemoved.onnx,1887,1878,-9,151146,144947,-6199,174,1,
task158,outputs\reference_6275_flat\task158.onnx,outputs\candidates\ref6275_zero_add_removed\task158_ZeroAddRemoved.onnx,2147,2108,-39,33661,23455,-10206,8,2,
task159,outputs\reference_6275_flat\task159.onnx,outputs\candidates\ref6275_zero_add_removed\task159_ZeroAddRemoved.onnx,12549,12549,0,12822,12822,0,0,0,no zero-add patterns found
task160,outputs\reference_6275_flat\task160.onnx,outputs\candidates\ref6275_zero_add_removed\task160_ZeroAddRemoved.onnx,363,363,0,2171,2171,0,0,0,no zero-add patterns found
task161,outputs\reference_6275_flat\task161.onnx,outputs\candidates\ref6275_zero_add_removed\task161_ZeroAddRemoved.onnx,240,240,0,4323,4323,0,0,0,no zero-add patterns found
task162,outputs\reference_6275_flat\task162.onnx,outputs\candidates\ref6275_zero_add_removed\task162_ZeroAddRemoved.onnx,183,183,0,2268,2268,0,0,0,no zero-add patterns found
task163,outputs\reference_6275_flat\task163.onnx,outputs\candidates\ref6275_zero_add_removed\task163_ZeroAddRemoved.onnx,6681,6681,0,11364,11364,0,0,0,no zero-add patterns found
task164,outputs\reference_6275_flat\task164.onnx,outputs\candidates\ref6275_zero_add_removed\task164_ZeroAddRemoved.onnx,270,270,0,479,479,0,0,0,no zero-add patterns found
task165,outputs\reference_6275_flat\task165.onnx,outputs\candidates\ref6275_zero_add_removed\task165_ZeroAddRemoved.onnx,3162,3162,0,5614,5614,0,0,0,no zero-add patterns found
task166,outputs\reference_6275_flat\task166.onnx,outputs\candidates\ref6275_zero_add_removed\task166_ZeroAddRemoved.onnx,267,267,0,1318,1318,0,0,0,no zero-add patterns found
task167,outputs\reference_6275_flat\task167.onnx,outputs\candidates\ref6275_zero_add_removed\task167_ZeroAddRemoved.onnx,1020,1020,0,1673,1673,0,0,0,no zero-add patterns found
task168,outputs\reference_6275_flat\task168.onnx,outputs\candidates\ref6275_zero_add_removed\task168_ZeroAddRemoved.onnx,675,675,0,4620,4620,0,0,0,no zero-add patterns found
task169,outputs\reference_6275_flat\task169.onnx,outputs\candidates\ref6275_zero_add_removed\task169_ZeroAddRemoved.onnx,2133,2133,0,20785,20785,0,0,0,no zero-add patterns found
task170,outputs\reference_6275_flat\task170.onnx,outputs\candidates\ref6275_zero_add_removed\task170_ZeroAddRemoved.onnx,1425,1425,0,50577,50577,0,0,0,no zero-add patterns found
task171,outputs\reference_6275_flat\task171.onnx,outputs\candidates\ref6275_zero_add_removed\task171_ZeroAddRemoved.onnx,4550,4550,0,3825,3825,0,0,0,no zero-add patterns found
task172,outputs\reference_6275_flat\task172.onnx,outputs\candidates\ref6275_zero_add_removed\task172_ZeroAddRemoved.onnx,270,270,0,479,479,0,0,0,no zero-add patterns found
task173,outputs\reference_6275_flat\task173.onnx,outputs\candidates\ref6275_zero_add_removed\task173_ZeroAddRemoved.onnx,753,753,0,10061,10061,0,0,0,no zero-add patterns found
task174,outputs\reference_6275_flat\task174.onnx,outputs\candidates\ref6275_zero_add_removed\task174_ZeroAddRemoved.onnx,614,614,0,61839,61839,0,0,0,no zero-add patterns found
task175,outputs\reference_6275_flat\task175.onnx,outputs\candidates\ref6275_zero_add_removed\task175_ZeroAddRemoved.onnx,13677,13677,0,12317,12317,0,0,0,no zero-add patterns found
task176,outputs\reference_6275_flat\task176.onnx,outputs\candidates\ref6275_zero_add_removed\task176_ZeroAddRemoved.onnx,504,504,0,1126,1126,0,0,0,no zero-add patterns found
task177,outputs\reference_6275_flat\task177.onnx,outputs\candidates\ref6275_zero_add_removed\task177_ZeroAddRemoved.onnx,912,912,0,3189,3189,0,0,0,no zero-add patterns found
task178,outputs\reference_6275_flat\task178.onnx,outputs\candidates\ref6275_zero_add_removed\task178_ZeroAddRemoved.onnx,755,755,0,6317,6317,0,0,0,no zero-add patterns found
task179,outputs\reference_6275_flat\task179.onnx,outputs\candidates\ref6275_zero_add_removed\task179_ZeroAddRemoved.onnx,0,0,0,170,170,0,0,0,no zero-add patterns found
task180,outputs\reference_6275_flat\task180.onnx,outputs\candidates\ref6275_zero_add_removed\task180_ZeroAddRemoved.onnx,2838,2838,0,2525,2525,0,0,0,no zero-add patterns found
task181,outputs\reference_6275_flat\task181.onnx,outputs\candidates\ref6275_zero_add_removed\task181_ZeroAddRemoved.onnx,672,672,0,3083,3083,0,0,0,no zero-add patterns found
task182,outputs\reference_6275_flat\task182.onnx,outputs\candidates\ref6275_zero_add_removed\task182_ZeroAddRemoved.onnx,3574,3574,0,19158,19158,0,0,0,no zero-add patterns found
task183,outputs\reference_6275_flat\task183.onnx,outputs\candidates\ref6275_zero_add_removed\task183_ZeroAddRemoved.onnx,200,200,0,4662,4662,0,0,0,no zero-add patterns found
task184,outputs\reference_6275_flat\task184.onnx,outputs\candidates\ref6275_zero_add_removed\task184_ZeroAddRemoved.onnx,48350,48350,0,43202,43202,0,0,0,no zero-add patterns found
task185,outputs\reference_6275_flat\task185.onnx,outputs\candidates\ref6275_zero_add_removed\task185_ZeroAddRemoved.onnx,595,595,0,18881,18881,0,0,0,no zero-add patterns found
task186,outputs\reference_6275_flat\task186.onnx,outputs\candidates\ref6275_zero_add_removed\task186_ZeroAddRemoved.onnx,192,192,0,924,924,0,0,0,no zero-add patterns found
task187,outputs\reference_6275_flat\task187.onnx,outputs\candidates\ref6275_zero_add_removed\task187_ZeroAddRemoved.onnx,1894,1894,0,9705,9705,0,0,0,no zero-add patterns found
task188,outputs\reference_6275_flat\task188.onnx,outputs\candidates\ref6275_zero_add_removed\task188_ZeroAddRemoved.onnx,312,312,0,3259,3259,0,0,0,no zero-add patterns found
task189,outputs\reference_6275_flat\task189.onnx,outputs\candidates\ref6275_zero_add_removed\task189_ZeroAddRemoved.onnx,1449,1449,0,10578,10578,0,0,0,no zero-add patterns found
task190,outputs\reference_6275_flat\task190.onnx,outputs\candidates\ref6275_zero_add_removed\task190_ZeroAddRemoved.onnx,1538,1538,0,8781,8781,0,0,0,no zero-add patterns found
task191,outputs\reference_6275_flat\task191.onnx,outputs\candidates\ref6275_zero_add_removed\task191_ZeroAddRemoved.onnx,3831,3831,0,10881,10881,0,0,0,no zero-add patterns found
task192,outputs\reference_6275_flat\task192.onnx,outputs\candidates\ref6275_zero_add_removed\task192_ZeroAddRemoved.onnx,436,436,0,2089,2089,0,0,0,no zero-add patterns found
task193,outputs\reference_6275_flat\task193.onnx,outputs\candidates\ref6275_zero_add_removed\task193_ZeroAddRemoved.onnx,327,327,0,1925,1925,0,0,0,no zero-add patterns found
task194,outputs\reference_6275_flat\task194.onnx,outputs\candidates\ref6275_zero_add_removed\task194_ZeroAddRemoved.onnx,9000,9000,0,7454,7454,0,0,0,no zero-add patterns found
task195,outputs\reference_6275_flat\task195.onnx,outputs\candidates\ref6275_zero_add_removed\task195_ZeroAddRemoved.onnx,4073,4073,0,5381,5381,0,0,0,no zero-add patterns found
task196,outputs\reference_6275_flat\task196.onnx,outputs\candidates\ref6275_zero_add_removed\task196_ZeroAddRemoved.onnx,342,342,0,3491,3491,0,0,0,no zero-add patterns found
task197,outputs\reference_6275_flat\task197.onnx,outputs\candidates\ref6275_zero_add_removed\task197_ZeroAddRemoved.onnx,66,66,0,1223,1223,0,0,0,no zero-add patterns found
task198,outputs\reference_6275_flat\task198.onnx,outputs\candidates\ref6275_zero_add_removed\task198_ZeroAddRemoved.onnx,2799,2799,0,6979,6979,0,0,0,no zero-add patterns found
task199,outputs\reference_6275_flat\task199.onnx,outputs\candidates\ref6275_zero_add_removed\task199_ZeroAddRemoved.onnx,378,378,0,2948,2948,0,0,0,no zero-add patterns found
task200,outputs\reference_6275_flat\task200.onnx,outputs\candidates\ref6275_zero_add_removed\task200_ZeroAddRemoved.onnx,326,326,0,3848,3848,0,0,0,no zero-add patterns found
task201,outputs\reference_6275_flat\task201.onnx,outputs\candidates\ref6275_zero_add_removed\task201_ZeroAddRemoved.onnx,1374,1374,0,9668,9668,0,0,0,no zero-add patterns found
task202,outputs\reference_6275_flat\task202.onnx,outputs\candidates\ref6275_zero_add_removed\task202_ZeroAddRemoved.onnx,50,50,0,3582,3582,0,0,0,no zero-add patterns found
task203,outputs\reference_6275_flat\task203.onnx,outputs\candidates\ref6275_zero_add_removed\task203_ZeroAddRemoved.onnx,484,484,0,2814,2814,0,0,0,no zero-add patterns found
task204,outputs\reference_6275_flat\task204.onnx,outputs\candidates\ref6275_zero_add_removed\task204_ZeroAddRemoved.onnx,3563,3563,0,7250,7250,0,0,0,no zero-add patterns found
task205,outputs\reference_6275_flat\task205.onnx,outputs\candidates\ref6275_zero_add_removed\task205_ZeroAddRemoved.onnx,5466,5466,0,33601,33601,0,0,0,no zero-add patterns found
task206,outputs\reference_6275_flat\task206.onnx,outputs\candidates\ref6275_zero_add_removed\task206_ZeroAddRemoved.onnx,362,362,0,4022,4022,0,0,0,no zero-add patterns found
task207,outputs\reference_6275_flat\task207.onnx,outputs\candidates\ref6275_zero_add_removed\task207_ZeroAddRemoved.onnx,303,303,0,1979,1979,0,0,0,no zero-add patterns found
task208,outputs\reference_6275_flat\task208.onnx,outputs\candidates\ref6275_zero_add_removed\task208_ZeroAddRemoved.onnx,1806,1806,0,15747,15747,0,0,0,no zero-add patterns found
task209,outputs\reference_6275_flat\task209.onnx,outputs\candidates\ref6275_zero_add_removed\task209_ZeroAddRemoved.onnx,875,875,0,12354,12354,0,0,0,no zero-add patterns found
task210,outputs\reference_6275_flat\task210.onnx,outputs\candidates\ref6275_zero_add_removed\task210_ZeroAddRemoved.onnx,270,270,0,479,479,0,0,0,no zero-add patterns found
task211,outputs\reference_6275_flat\task211.onnx,outputs\candidates\ref6275_zero_add_removed\task211_ZeroAddRemoved.onnx,9000,9000,0,7454,7454,0,0,0,no zero-add patterns found
task212,outputs\reference_6275_flat\task212.onnx,outputs\candidates\ref6275_zero_add_removed\task212_ZeroAddRemoved.onnx,618,618,0,5951,5951,0,0,0,no zero-add patterns found
task213,outputs\reference_6275_flat\task213.onnx,outputs\candidates\ref6275_zero_add_removed\task213_ZeroAddRemoved.onnx,960,960,0,26793,26793,0,0,0,no zero-add patterns found
task214,outputs\reference_6275_flat\task214.onnx,outputs\candidates\ref6275_zero_add_removed\task214_ZeroAddRemoved.onnx,9000,9000,0,7454,7454,0,0,0,no zero-add patterns found
task215,outputs\reference_6275_flat\task215.onnx,outputs\candidates\ref6275_zero_add_removed\task215_ZeroAddRemoved.onnx,356,356,0,1729,1729,0,0,0,no zero-add patterns found
task216,outputs\reference_6275_flat\task216.onnx,outputs\candidates\ref6275_zero_add_removed\task216_ZeroAddRemoved.onnx,888,888,0,11027,11027,0,0,0,no zero-add patterns found
task217,outputs\reference_6275_flat\task217.onnx,outputs\candidates\ref6275_zero_add_removed\task217_ZeroAddRemoved.onnx,203,203,0,1350,1350,0,0,0,no zero-add patterns found
task218,outputs\reference_6275_flat\task218.onnx,outputs\candidates\ref6275_zero_add_removed\task218_ZeroAddRemoved.onnx,328,328,0,9594,9594,0,0,0,no zero-add patterns found
task219,outputs\reference_6275_flat\task219.onnx,outputs\candidates\ref6275_zero_add_removed\task219_ZeroAddRemoved.onnx,745,745,0,28326,28326,0,0,0,no zero-add patterns found
task220,outputs\reference_6275_flat\task220.onnx,outputs\candidates\ref6275_zero_add_removed\task220_ZeroAddRemoved.onnx,4500,4500,0,3798,3798,0,0,0,no zero-add patterns found
task221,outputs\reference_6275_flat\task221.onnx,outputs\candidates\ref6275_zero_add_removed\task221_ZeroAddRemoved.onnx,15246,15246,0,13333,13333,0,0,0,no zero-add patterns found
task222,outputs\reference_6275_flat\task222.onnx,outputs\candidates\ref6275_zero_add_removed\task222_ZeroAddRemoved.onnx,405,405,0,2578,2578,0,0,0,no zero-add patterns found
task223,outputs\reference_6275_flat\task223.onnx,outputs\candidates\ref6275_zero_add_removed\task223_ZeroAddRemoved.onnx,9000,9000,0,7454,7454,0,0,0,no zero-add patterns found
task224,outputs\reference_6275_flat\task224.onnx,outputs\candidates\ref6275_zero_add_removed\task224_ZeroAddRemoved.onnx,690,690,0,4703,4703,0,0,0,no zero-add patterns found
task225,outputs\reference_6275_flat\task225.onnx,outputs\candidates\ref6275_zero_add_removed\task225_ZeroAddRemoved.onnx,2387,2387,0,5688,5688,0,0,0,no zero-add patterns found
task226,outputs\reference_6275_flat\task226.onnx,outputs\candidates\ref6275_zero_add_removed\task226_ZeroAddRemoved.onnx,621,621,0,4625,4625,0,0,0,no zero-add patterns found
task227,outputs\reference_6275_flat\task227.onnx,outputs\candidates\ref6275_zero_add_removed\task227_ZeroAddRemoved.onnx,297,297,0,1135,1135,0,0,0,no zero-add patterns found
task228,outputs\reference_6275_flat\task228.onnx,outputs\candidates\ref6275_zero_add_removed\task228_ZeroAddRemoved.onnx,492,492,0,2649,2649,0,0,0,no zero-add patterns found
task229,outputs\reference_6275_flat\task229.onnx,outputs\candidates\ref6275_zero_add_removed\task229_ZeroAddRemoved.onnx,333,333,0,1379,1379,0,0,0,no zero-add patterns found
task230,outputs\reference_6275_flat\task230.onnx,outputs\candidates\ref6275_zero_add_removed\task230_ZeroAddRemoved.onnx,4500,4500,0,3798,3798,0,0,0,no zero-add patterns found
task231,outputs\reference_6275_flat\task231.onnx,outputs\candidates\ref6275_zero_add_removed\task231_ZeroAddRemoved.onnx,837,837,0,2684,2684,0,0,0,no zero-add patterns found
task232,outputs\reference_6275_flat\task232.onnx,outputs\candidates\ref6275_zero_add_removed\task232_ZeroAddRemoved.onnx,273,273,0,1616,1616,0,0,0,no zero-add patterns found
task233,outputs\reference_6275_flat\task233.onnx,outputs\candidates\ref6275_zero_add_removed\task233_ZeroAddRemoved.onnx,6131,6131,0,193251,193251,0,0,0,no zero-add patterns found
task234,outputs\reference_6275_flat\task234.onnx,outputs\candidates\ref6275_zero_add_removed\task234_ZeroAddRemoved.onnx,348,348,0,4106,4106,0,0,0,no zero-add patterns found
task235,outputs\reference_6275_flat\task235.onnx,outputs\candidates\ref6275_zero_add_removed\task235_ZeroAddRemoved.onnx,612,612,0,3090,3090,0,0,0,no zero-add patterns found
task236,outputs\reference_6275_flat\task236.onnx,outputs\candidates\ref6275_zero_add_removed\task236_ZeroAddRemoved.onnx,0,0,0,643,643,0,0,0,no zero-add patterns found
task237,outputs\reference_6275_flat\task237.onnx,outputs\candidates\ref6275_zero_add_removed\task237_ZeroAddRemoved.onnx,291,291,0,1637,1637,0,0,0,no zero-add patterns found
task238,outputs\reference_6275_flat\task238.onnx,outputs\candidates\ref6275_zero_add_removed\task238_ZeroAddRemoved.onnx,4467,4467,0,12003,12003,0,0,0,no zero-add patterns found
task239,outputs\reference_6275_flat\task239.onnx,outputs\candidates\ref6275_zero_add_removed\task239_ZeroAddRemoved.onnx,1284,1284,0,3146,3146,0,0,0,no zero-add patterns found
task240,outputs\reference_6275_flat\task240.onnx,outputs\candidates\ref6275_zero_add_removed\task240_ZeroAddRemoved.onnx,78767,78767,0,66169,66169,0,0,0,no zero-add patterns found
task241,outputs\reference_6275_flat\task241.onnx,outputs\candidates\ref6275_zero_add_removed\task241_ZeroAddRemoved.onnx,0,0,0,170,170,0,0,0,no zero-add patterns found
task242,outputs\reference_6275_flat\task242.onnx,outputs\candidates\ref6275_zero_add_removed\task242_ZeroAddRemoved.onnx,398,398,0,1736,1736,0,0,0,no zero-add patterns found
task243,outputs\reference_6275_flat\task243.onnx,outputs\candidates\ref6275_zero_add_removed\task243_ZeroAddRemoved.onnx,906,906,0,16567,16567,0,0,0,no zero-add patterns found
task244,outputs\reference_6275_flat\task244.onnx,outputs\candidates\ref6275_zero_add_removed\task244_ZeroAddRemoved.onnx,761,761,0,6538,6538,0,0,0,no zero-add patterns found
task245,outputs\reference_6275_flat\task245.onnx,outputs\candidates\ref6275_zero_add_removed\task245_ZeroAddRemoved.onnx,342,342,0,2751,2751,0,0,0,no zero-add patterns found
task246,outputs\reference_6275_flat\task246.onnx,outputs\candidates\ref6275_zero_add_removed\task246_ZeroAddRemoved.onnx,1079,1079,0,3824,3824,0,0,0,no zero-add patterns found
task247,outputs\reference_6275_flat\task247.onnx,outputs\candidates\ref6275_zero_add_removed\task247_ZeroAddRemoved.onnx,178,178,0,2060,2060,0,0,0,no zero-add patterns found
task248,outputs\reference_6275_flat\task248.onnx,outputs\candidates\ref6275_zero_add_removed\task248_ZeroAddRemoved.onnx,9100,9100,0,8306,8306,0,0,0,no zero-add patterns found
task249,outputs\reference_6275_flat\task249.onnx,outputs\candidates\ref6275_zero_add_removed\task249_ZeroAddRemoved.onnx,1092,1092,0,2482,2482,0,0,0,no zero-add patterns found
task250,outputs\reference_6275_flat\task250.onnx,outputs\candidates\ref6275_zero_add_removed\task250_ZeroAddRemoved.onnx,371,371,0,12918,12918,0,0,0,no zero-add patterns found
task251,outputs\reference_6275_flat\task251.onnx,outputs\candidates\ref6275_zero_add_removed\task251_ZeroAddRemoved.onnx,174,174,0,5106,5106,0,0,0,no zero-add patterns found
task252,outputs\reference_6275_flat\task252.onnx,outputs\candidates\ref6275_zero_add_removed\task252_ZeroAddRemoved.onnx,996,996,0,3201,3201,0,0,0,no zero-add patterns found
task253,outputs\reference_6275_flat\task253.onnx,outputs\candidates\ref6275_zero_add_removed\task253_ZeroAddRemoved.onnx,2407,2407,0,3510,3510,0,0,0,no zero-add patterns found
task254,outputs\reference_6275_flat\task254.onnx,outputs\candidates\ref6275_zero_add_removed\task254_ZeroAddRemoved.onnx,918,918,0,4960,4960,0,0,0,no zero-add patterns found
task255,outputs\reference_6275_flat\task255.onnx,outputs\candidates\ref6275_zero_add_removed\task255_ZeroAddRemoved.onnx,372359,372359,0,251348,251348,0,0,0,no zero-add patterns found
task256,outputs\reference_6275_flat\task256.onnx,outputs\candidates\ref6275_zero_add_removed\task256_ZeroAddRemoved.onnx,339,339,0,4194,4194,0,0,0,no zero-add patterns found
task257,outputs\reference_6275_flat\task257.onnx,outputs\candidates\ref6275_zero_add_removed\task257_ZeroAddRemoved.onnx,375,375,0,1369,1369,0,0,0,no zero-add patterns found
task258,outputs\reference_6275_flat\task258.onnx,outputs\candidates\ref6275_zero_add_removed\task258_ZeroAddRemoved.onnx,800,800,0,880,880,0,0,0,no zero-add patterns found
task259,outputs\reference_6275_flat\task259.onnx,outputs\candidates\ref6275_zero_add_removed\task259_ZeroAddRemoved.onnx,382,382,0,3882,3882,0,0,0,no zero-add patterns found
task260,outputs\reference_6275_flat\task260.onnx,outputs\candidates\ref6275_zero_add_removed\task260_ZeroAddRemoved.onnx,525,525,0,3230,3230,0,0,0,no zero-add patterns found
task261,outputs\reference_6275_flat\task261.onnx,outputs\candidates\ref6275_zero_add_removed\task261_ZeroAddRemoved.onnx,1000,1000,0,995,995,0,0,0,no zero-add patterns found
task262,outputs\reference_6275_flat\task262.onnx,outputs\candidates\ref6275_zero_add_removed\task262_ZeroAddRemoved.onnx,206,206,0,903,903,0,0,0,no zero-add patterns found
task263,outputs\reference_6275_flat\task263.onnx,outputs\candidates\ref6275_zero_add_removed\task263_ZeroAddRemoved.onnx,450,450,0,7373,7373,0,0,0,no zero-add patterns found
task264,outputs\reference_6275_flat\task264.onnx,outputs\candidates\ref6275_zero_add_removed\task264_ZeroAddRemoved.onnx,6570,6570,0,9312,9312,0,0,0,no zero-add patterns found
task265,outputs\reference_6275_flat\task265.onnx,outputs\candidates\ref6275_zero_add_removed\task265_ZeroAddRemoved.onnx,507,507,0,2076,2076,0,0,0,no zero-add patterns found
task266,outputs\reference_6275_flat\task266.onnx,outputs\candidates\ref6275_zero_add_removed\task266_ZeroAddRemoved.onnx,4550,4550,0,3825,3825,0,0,0,no zero-add patterns found
task267,outputs\reference_6275_flat\task267.onnx,outputs\candidates\ref6275_zero_add_removed\task267_ZeroAddRemoved.onnx,315,315,0,1202,1202,0,0,0,no zero-add patterns found
task268,outputs\reference_6275_flat\task268.onnx,outputs\candidates\ref6275_zero_add_removed\task268_ZeroAddRemoved.onnx,738,738,0,20817,20817,0,0,0,no zero-add patterns found
task269,outputs\reference_6275_flat\task269.onnx,outputs\candidates\ref6275_zero_add_removed\task269_ZeroAddRemoved.onnx,420,420,0,2336,2336,0,0,0,no zero-add patterns found
task270,outputs\reference_6275_flat\task270.onnx,outputs\candidates\ref6275_zero_add_removed\task270_ZeroAddRemoved.onnx,4357,4357,0,13846,13846,0,0,0,no zero-add patterns found
task271,outputs\reference_6275_flat\task271.onnx,outputs\candidates\ref6275_zero_add_removed\task271_ZeroAddRemoved.onnx,439,439,0,1993,1993,0,0,0,no zero-add patterns found
task272,outputs\reference_6275_flat\task272.onnx,outputs\candidates\ref6275_zero_add_removed\task272_ZeroAddRemoved.onnx,2300,2300,0,2039,2039,0,0,0,no zero-add patterns found
task273,outputs\reference_6275_flat\task273.onnx,outputs\candidates\ref6275_zero_add_removed\task273_ZeroAddRemoved.onnx,270,270,0,1670,1670,0,0,0,no zero-add patterns found
task274,outputs\reference_6275_flat\task274.onnx,outputs\candidates\ref6275_zero_add_removed\task274_ZeroAddRemoved.onnx,2057,2057,0,3619,3619,0,0,0,no zero-add patterns found
task275,outputs\reference_6275_flat\task275.onnx,outputs\candidates\ref6275_zero_add_removed\task275_ZeroAddRemoved.onnx,8733,8733,0,16304,16304,0,0,0,no zero-add patterns found
task276,outputs\reference_6275_flat\task276.onnx,outputs\candidates\ref6275_zero_add_removed\task276_ZeroAddRemoved.onnx,90,90,0,217,217,0,0,0,no zero-add patterns found
task277,outputs\reference_6275_flat\task277.onnx,outputs\candidates\ref6275_zero_add_removed\task277_ZeroAddRemoved.onnx,913,913,0,6687,6687,0,0,0,no zero-add patterns found
task278,outputs\reference_6275_flat\task278.onnx,outputs\candidates\ref6275_zero_add_removed\task278_ZeroAddRemoved.onnx,1248,1248,0,2799,2799,0,0,0,no zero-add patterns found
task279,outputs\reference_6275_flat\task279.onnx,outputs\candidates\ref6275_zero_add_removed\task279_ZeroAddRemoved.onnx,5271,5271,0,10314,10314,0,0,0,no zero-add patterns found
task280,outputs\reference_6275_flat\task280.onnx,outputs\candidates\ref6275_zero_add_removed\task280_ZeroAddRemoved.onnx,2862,2862,0,15536,15536,0,0,0,no zero-add patterns found
task281,outputs\reference_6275_flat\task281.onnx,outputs\candidates\ref6275_zero_add_removed\task281_ZeroAddRemoved.onnx,2499,2499,0,5479,5479,0,0,0,no zero-add patterns found
task282,outputs\reference_6275_flat\task282.onnx,outputs\candidates\ref6275_zero_add_removed\task282_ZeroAddRemoved.onnx,4500,4500,0,3798,3798,0,0,0,no zero-add patterns found
task283,outputs\reference_6275_flat\task283.onnx,outputs\candidates\ref6275_zero_add_removed\task283_ZeroAddRemoved.onnx,4550,4550,0,3825,3825,0,0,0,no zero-add patterns found
task284,outputs\reference_6275_flat\task284.onnx,outputs\candidates\ref6275_zero_add_removed\task284_ZeroAddRemoved.onnx,1559,1559,0,9092,9092,0,0,0,no zero-add patterns found
task285,outputs\reference_6275_flat\task285.onnx,outputs\candidates\ref6275_zero_add_removed\task285_ZeroAddRemoved.onnx,5662,5662,0,21633,21633,0,0,0,no zero-add patterns found
task286,outputs\reference_6275_flat\task286.onnx,outputs\candidates\ref6275_zero_add_removed\task286_ZeroAddRemoved.onnx,4145,4145,0,13742,13742,0,0,0,no zero-add patterns found
task287,outputs\reference_6275_flat\task287.onnx,outputs\candidates\ref6275_zero_add_removed\task287_ZeroAddRemoved.onnx,247,247,0,1686,1686,0,0,0,no zero-add patterns found
task288,outputs\reference_6275_flat\task288.onnx,outputs\candidates\ref6275_zero_add_removed\task288_ZeroAddRemoved.onnx,345,345,0,5948,5948,0,0,0,no zero-add patterns found
task289,outputs\reference_6275_flat\task289.onnx,outputs\candidates\ref6275_zero_add_removed\task289_ZeroAddRemoved.onnx,420,420,0,2021,2021,0,0,0,no zero-add patterns found
task290,outputs\reference_6275_flat\task290.onnx,outputs\candidates\ref6275_zero_add_removed\task290_ZeroAddRemoved.onnx,391,391,0,3323,3323,0,0,0,no zero-add patterns found
task291,outputs\reference_6275_flat\task291.onnx,outputs\candidates\ref6275_zero_add_removed\task291_ZeroAddRemoved.onnx,4731,4731,0,6009,6009,0,0,0,no zero-add patterns found
task292,outputs\reference_6275_flat\task292.onnx,outputs\candidates\ref6275_zero_add_removed\task292_ZeroAddRemoved.onnx,339,339,0,1065,1065,0,0,0,no zero-add patterns found
task293,outputs\reference_6275_flat\task293.onnx,outputs\candidates\ref6275_zero_add_removed\task293_ZeroAddRemoved.onnx,597,597,0,4426,4426,0,0,0,no zero-add patterns found
task294,outputs\reference_6275_flat\task294.onnx,outputs\candidates\ref6275_zero_add_removed\task294_ZeroAddRemoved.onnx,4550,4550,0,3825,3825,0,0,0,no zero-add patterns found
task295,outputs\reference_6275_flat\task295.onnx,outputs\candidates\ref6275_zero_add_removed\task295_ZeroAddRemoved.onnx,291,291,0,1889,1889,0,0,0,no zero-add patterns found
task296,outputs\reference_6275_flat\task296.onnx,outputs\candidates\ref6275_zero_add_removed\task296_ZeroAddRemoved.onnx,1837,1837,0,2803,2803,0,0,0,no zero-add patterns found
task297,outputs\reference_6275_flat\task297.onnx,outputs\candidates\ref6275_zero_add_removed\task297_ZeroAddRemoved.onnx,369,369,0,3233,3233,0,0,0,no zero-add patterns found
task298,outputs\reference_6275_flat\task298.onnx,outputs\candidates\ref6275_zero_add_removed\task298_ZeroAddRemoved.onnx,1776,1776,0,3322,3322,0,0,0,no zero-add patterns found
task299,outputs\reference_6275_flat\task299.onnx,outputs\candidates\ref6275_zero_add_removed\task299_ZeroAddRemoved.onnx,342,342,0,2080,2080,0,0,0,no zero-add patterns found
