task_id,source_model_path,output_model_path,source_cost,output_cost,cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,source_initializer_count,output_initializer_count,removed_unused_initializers,deduplicated_initializers
task182,outputs\onnx\task182.onnx,outputs\candidates\deduplicated_all\task182_DeduplicateInitializers.onnx,2930,2930,0,70465,70465,0,57,57,0,0
task183,outputs\onnx\task183.onnx,outputs\candidates\deduplicated_all\task183_DeduplicateInitializers.onnx,250,250,0,4645,4645,0,9,9,0,0
task184,outputs\onnx\task184.onnx,outputs\candidates\deduplicated_all\task184_DeduplicateInitializers.onnx,250,250,0,6934,6934,0,15,15,0,0
task185,outputs\onnx\task185.onnx,outputs\candidates\deduplicated_all\task185_DeduplicateInitializers.onnx,595,595,0,18881,18881,0,19,19,0,0
task186,outputs\onnx\task186.onnx,outputs\candidates\deduplicated_all\task186_DeduplicateInitializers.onnx,1994,1994,0,2418,2418,0,8,8,0,0
task187,outputs\onnx\task187.onnx,outputs\candidates\deduplicated_all\task187_DeduplicateInitializers.onnx,1899,1899,0,8852,8852,0,14,14,0,0
task188,outputs\onnx\task188.onnx,outputs\candidates\deduplicated_all\task188_DeduplicateInitializers.onnx,352,352,0,4356,4356,0,15,15,0,0
task189,outputs\onnx\task189.onnx,outputs\candidates\deduplicated_all\task189_DeduplicateInitializers.onnx,1968,1968,0,8560,8560,0,55,55,0,0
task190,outputs\onnx\task190.onnx,outputs\candidates\deduplicated_all\task190_DeduplicateInitializers.onnx,1538,1538,0,8781,8781,0,40,40,0,0
task191,outputs\onnx\task191.onnx,outputs\candidates\deduplicated_all\task191_DeduplicateInitializers.onnx,773,773,0,132233,132233,0,39,39,0,0
task192,outputs\onnx\task192.onnx,outputs\candidates\deduplicated_all\task192_DeduplicateInitializers.onnx,327,327,0,2511,2511,0,12,12,0,0
task193,outputs\onnx\task193.onnx,outputs\candidates\deduplicated_all\task193_DeduplicateInitializers.onnx,327,327,0,1925,1925,0,12,12,0,0
task194,outputs\onnx\task194.onnx,outputs\candidates\deduplicated_all\task194_DeduplicateInitializers.onnx,9000,9000,0,7454,7454,0,1,1,0,0
task195,outputs\onnx\task195.onnx,outputs\candidates\deduplicated_all\task195_DeduplicateInitializers.onnx,4073,4073,0,5381,5381,0,10,10,0,0
task196,outputs\onnx\task196.onnx,outputs\candidates\deduplicated_all\task196_DeduplicateInitializers.onnx,431,431,0,3457,3457,0,14,14,0,0
task197,outputs\onnx\task197.onnx,outputs\candidates\deduplicated_all\task197_DeduplicateInitializers.onnx,92,92,0,1758,1758,0,7,7,0,0
task198,outputs\onnx\task198.onnx,outputs\candidates\deduplicated_all\task198_DeduplicateInitializers.onnx,2799,2799,0,6979,6979,0,14,14,0,0
task199,outputs\onnx\task199.onnx,outputs\candidates\deduplicated_all\task199_DeduplicateInitializers.onnx,378,378,0,2948,2948,0,14,14,0,0
task200,outputs\onnx\task200.onnx,outputs\candidates\deduplicated_all\task200_DeduplicateInitializers.onnx,992,965,-27,14264,14101,-163,39,36,0,3
task201,outputs\onnx\task201.onnx,outputs\candidates\deduplicated_all\task201_DeduplicateInitializers.onnx,3246,3246,0,10924,10924,0,20,20,0,0
task202,outputs\onnx\task202.onnx,outputs\candidates\deduplicated_all\task202_DeduplicateInitializers.onnx,50,50,0,3582,3582,0,5,5,0,0
task203,outputs\onnx\task203.onnx,outputs\candidates\deduplicated_all\task203_DeduplicateInitializers.onnx,3544,3544,0,6437,6437,0,15,15,0,0
task204,outputs\onnx\task204.onnx,outputs\candidates\deduplicated_all\task204_DeduplicateInitializers.onnx,3202,3202,0,5801,5801,0,13,13,0,0
task205,outputs\onnx\task205.onnx,outputs\candidates\deduplicated_all\task205_DeduplicateInitializers.onnx,1114,1114,0,48510,48510,0,58,58,0,0
task206,outputs\onnx\task206.onnx,outputs\candidates\deduplicated_all\task206_DeduplicateInitializers.onnx,1020,1020,0,20303,20303,0,33,33,0,0
task207,outputs\onnx\task207.onnx,outputs\candidates\deduplicated_all\task207_DeduplicateInitializers.onnx,307,307,0,2330,2330,0,15,15,0,0
task208,outputs\onnx\task208.onnx,outputs\candidates\deduplicated_all\task208_DeduplicateInitializers.onnx,1806,1806,0,15885,15885,0,39,39,0,0
task209,outputs\onnx\task209.onnx,outputs\candidates\deduplicated_all\task209_DeduplicateInitializers.onnx,144226,144226,0,349736,349736,0,71,71,0,0
task210,outputs\onnx\task210.onnx,outputs\candidates\deduplicated_all\task210_DeduplicateInitializers.onnx,270,270,0,479,479,0,1,1,0,0
task211,outputs\onnx\task211.onnx,outputs\candidates\deduplicated_all\task211_DeduplicateInitializers.onnx,9000,9000,0,7454,7454,0,1,1,0,0
task212,outputs\onnx\task212.onnx,outputs\candidates\deduplicated_all\task212_DeduplicateInitializers.onnx,1321,1321,0,6853,6853,0,16,16,0,0
task213,outputs\onnx\task213.onnx,outputs\candidates\deduplicated_all\task213_DeduplicateInitializers.onnx,660,660,0,25091,25091,0,18,18,0,0
task214,outputs\onnx\task214.onnx,outputs\candidates\deduplicated_all\task214_DeduplicateInitializers.onnx,9000,9000,0,7454,7454,0,1,1,0,0
task215,outputs\onnx\task215.onnx,outputs\candidates\deduplicated_all\task215_DeduplicateInitializers.onnx,559,559,0,4015,4015,0,19,19,0,0
task216,outputs\onnx\task216.onnx,outputs\candidates\deduplicated_all\task216_DeduplicateInitializers.onnx,888,888,0,20396,20396,0,10,10,0,0
task217,outputs\onnx\task217.onnx,outputs\candidates\deduplicated_all\task217_DeduplicateInitializers.onnx,5649,5649,0,7268,7268,0,12,12,0,0
task218,outputs\onnx\task218.onnx,outputs\candidates\deduplicated_all\task218_DeduplicateInitializers.onnx,328,328,0,9594,9594,0,21,21,0,0
task219,outputs\onnx\task219.onnx,outputs\candidates\deduplicated_all\task219_DeduplicateInitializers.onnx,16894,16894,0,87016,87016,0,99,99,0,0
task220,outputs\onnx\task220.onnx,outputs\candidates\deduplicated_all\task220_DeduplicateInitializers.onnx,4500,4500,0,3798,3798,0,1,1,0,0
task221,outputs\onnx\task221.onnx,outputs\candidates\deduplicated_all\task221_DeduplicateInitializers.onnx,15246,15246,0,13333,13333,0,26,26,0,0
task222,outputs\onnx\task222.onnx,outputs\candidates\deduplicated_all\task222_DeduplicateInitializers.onnx,405,405,0,2578,2578,0,11,11,0,0
task223,outputs\onnx\task223.onnx,outputs\candidates\deduplicated_all\task223_DeduplicateInitializers.onnx,9000,9000,0,7454,7454,0,1,1,0,0
task224,outputs\onnx\task224.onnx,outputs\candidates\deduplicated_all\task224_DeduplicateInitializers.onnx,1006,1006,0,6314,6314,0,17,17,0,0
task225,outputs\onnx\task225.onnx,outputs\candidates\deduplicated_all\task225_DeduplicateInitializers.onnx,3168,3168,0,5386,5386,0,17,17,0,0
task226,outputs\onnx\task226.onnx,outputs\candidates\deduplicated_all\task226_DeduplicateInitializers.onnx,867,867,0,4694,4694,0,15,15,0,0
task227,outputs\onnx\task227.onnx,outputs\candidates\deduplicated_all\task227_DeduplicateInitializers.onnx,339,339,0,1435,1435,0,10,10,0,0
task228,outputs\onnx\task228.onnx,outputs\candidates\deduplicated_all\task228_DeduplicateInitializers.onnx,562,562,0,4406,4406,0,15,15,0,0
task229,outputs\onnx\task229.onnx,outputs\candidates\deduplicated_all\task229_DeduplicateInitializers.onnx,357,357,0,1735,1735,0,12,12,0,0
task230,outputs\onnx\task230.onnx,outputs\candidates\deduplicated_all\task230_DeduplicateInitializers.onnx,4500,4500,0,3798,3798,0,1,1,0,0
task231,outputs\onnx\task231.onnx,outputs\candidates\deduplicated_all\task231_DeduplicateInitializers.onnx,866,866,0,3468,3468,0,13,13,0,0
task232,outputs\onnx\task232.onnx,outputs\candidates\deduplicated_all\task232_DeduplicateInitializers.onnx,389,389,0,2435,2435,0,14,14,0,0
task233,outputs\onnx\task233.onnx,outputs\candidates\deduplicated_all\task233_DeduplicateInitializers.onnx,661410,661410,0,924434,924434,0,65,65,0,0
task234,outputs\onnx\task234.onnx,outputs\candidates\deduplicated_all\task234_DeduplicateInitializers.onnx,4350,4347,-3,8333,8285,-48,9,8,0,1
task235,outputs\onnx\task235.onnx,outputs\candidates\deduplicated_all\task235_DeduplicateInitializers.onnx,750,750,0,3931,3931,0,19,19,0,0
task236,outputs\onnx\task236.onnx,outputs\candidates\deduplicated_all\task236_DeduplicateInitializers.onnx,322,322,0,1511,1511,0,8,8,0,0
task237,outputs\onnx\task237.onnx,outputs\candidates\deduplicated_all\task237_DeduplicateInitializers.onnx,317,317,0,2237,2237,0,11,11,0,0
task238,outputs\onnx\task238.onnx,outputs\candidates\deduplicated_all\task238_DeduplicateInitializers.onnx,4527,4527,0,11927,11927,0,40,40,0,0
task239,outputs\onnx\task239.onnx,outputs\candidates\deduplicated_all\task239_DeduplicateInitializers.onnx,1284,1284,0,4143,4143,0,19,19,0,0
task240,outputs\onnx\task240.onnx,outputs\candidates\deduplicated_all\task240_DeduplicateInitializers.onnx,582,582,0,3953,3953,0,20,20,0,0
task241,outputs\onnx\task241.onnx,outputs\candidates\deduplicated_all\task241_DeduplicateInitializers.onnx,0,0,0,170,170,0,0,0,0,0
task242,outputs\onnx\task242.onnx,outputs\candidates\deduplicated_all\task242_DeduplicateInitializers.onnx,324,324,0,2031,2031,0,5,5,0,0
task243,outputs\onnx\task243.onnx,outputs\candidates\deduplicated_all\task243_DeduplicateInitializers.onnx,244,154,-90,23604,23390,-214,24,14,0,10
task244,outputs\onnx\task244.onnx,outputs\candidates\deduplicated_all\task244_DeduplicateInitializers.onnx,761,761,0,6538,6538,0,31,31,0,0
task245,outputs\onnx\task245.onnx,outputs\candidates\deduplicated_all\task245_DeduplicateInitializers.onnx,2537,2537,0,6141,6141,0,16,16,0,0
task246,outputs\onnx\task246.onnx,outputs\candidates\deduplicated_all\task246_DeduplicateInitializers.onnx,1079,1079,0,3824,3824,0,11,11,0,0
task247,outputs\onnx\task247.onnx,outputs\candidates\deduplicated_all\task247_DeduplicateInitializers.onnx,241,241,0,2056,2056,0,6,6,0,0
task248,outputs\onnx\task248.onnx,outputs\candidates\deduplicated_all\task248_DeduplicateInitializers.onnx,270,270,0,2328,2328,0,11,11,0,0
task249,outputs\onnx\task249.onnx,outputs\candidates\deduplicated_all\task249_DeduplicateInitializers.onnx,1699,1699,0,2901,2901,0,14,14,0,0
task250,outputs\onnx\task250.onnx,outputs\candidates\deduplicated_all\task250_DeduplicateInitializers.onnx,1354,1354,0,13543,13543,0,19,19,0,0
task251,outputs\onnx\task251.onnx,outputs\candidates\deduplicated_all\task251_DeduplicateInitializers.onnx,2871,2871,0,6906,6906,0,13,13,0,0
task252,outputs\onnx\task252.onnx,outputs\candidates\deduplicated_all\task252_DeduplicateInitializers.onnx,2570,2570,0,4879,4879,0,19,19,0,0
task253,outputs\onnx\task253.onnx,outputs\candidates\deduplicated_all\task253_DeduplicateInitializers.onnx,2407,2407,0,3510,3510,0,13,13,0,0
task254,outputs\onnx\task254.onnx,outputs\candidates\deduplicated_all\task254_DeduplicateInitializers.onnx,1086,1086,0,6052,6052,0,27,27,0,0
task255,outputs\onnx\task255.onnx,outputs\candidates\deduplicated_all\task255_DeduplicateInitializers.onnx,58680,58680,0,106804,106804,0,10,10,0,0
task256,outputs\onnx\task256.onnx,outputs\candidates\deduplicated_all\task256_DeduplicateInitializers.onnx,6313,6313,0,8793,8793,0,17,17,0,0
task257,outputs\onnx\task257.onnx,outputs\candidates\deduplicated_all\task257_DeduplicateInitializers.onnx,409,409,0,1669,1669,0,11,11,0,0
task258,outputs\onnx\task258.onnx,outputs\candidates\deduplicated_all\task258_DeduplicateInitializers.onnx,4550,4550,0,3836,3836,0,2,2,0,0
task259,outputs\onnx\task259.onnx,outputs\candidates\deduplicated_all\task259_DeduplicateInitializers.onnx,382,382,0,3882,3882,0,15,15,0,0
task260,outputs\onnx\task260.onnx,outputs\candidates\deduplicated_all\task260_DeduplicateInitializers.onnx,778,778,0,3320,3320,0,15,15,0,0
task261,outputs\onnx\task261.onnx,outputs\candidates\deduplicated_all\task261_DeduplicateInitializers.onnx,1000,1000,0,995,995,0,1,1,0,0
task262,outputs\onnx\task262.onnx,outputs\candidates\deduplicated_all\task262_DeduplicateInitializers.onnx,253,253,0,1329,1329,0,11,11,0,0
task263,outputs\onnx\task263.onnx,outputs\candidates\deduplicated_all\task263_DeduplicateInitializers.onnx,456,456,0,10867,10867,0,27,27,0,0
task264,outputs\onnx\task264.onnx,outputs\candidates\deduplicated_all\task264_DeduplicateInitializers.onnx,3234,3234,0,10074,10074,0,38,38,0,0
task265,outputs\onnx\task265.onnx,outputs\candidates\deduplicated_all\task265_DeduplicateInitializers.onnx,513,513,0,3110,3110,0,13,13,0,0
task266,outputs\onnx\task266.onnx,outputs\candidates\deduplicated_all\task266_DeduplicateInitializers.onnx,4550,4550,0,3825,3825,0,2,2,0,0
task267,outputs\onnx\task267.onnx,outputs\candidates\deduplicated_all\task267_DeduplicateInitializers.onnx,591,591,0,1624,1624,0,13,13,0,0
task268,outputs\onnx\task268.onnx,outputs\candidates\deduplicated_all\task268_DeduplicateInitializers.onnx,791,791,0,19789,19789,0,30,30,0,0
task269,outputs\onnx\task269.onnx,outputs\candidates\deduplicated_all\task269_DeduplicateInitializers.onnx,568,568,0,3349,3349,0,18,18,0,0
task270,outputs\onnx\task270.onnx,outputs\candidates\deduplicated_all\task270_DeduplicateInitializers.onnx,2660,2660,0,10862,10862,0,21,21,0,0
task271,outputs\onnx\task271.onnx,outputs\candidates\deduplicated_all\task271_DeduplicateInitializers.onnx,439,439,0,1993,1993,0,10,10,0,0
task272,outputs\onnx\task272.onnx,outputs\candidates\deduplicated_all\task272_DeduplicateInitializers.onnx,4550,4550,0,3825,3825,0,2,2,0,0
task273,outputs\onnx\task273.onnx,outputs\candidates\deduplicated_all\task273_DeduplicateInitializers.onnx,270,270,0,2414,2414,0,13,13,0,0
task274,outputs\onnx\task274.onnx,outputs\candidates\deduplicated_all\task274_DeduplicateInitializers.onnx,2057,2057,0,3619,3619,0,11,11,0,0
task275,outputs\onnx\task275.onnx,outputs\candidates\deduplicated_all\task275_DeduplicateInitializers.onnx,8736,8736,0,24193,24193,0,27,27,0,0
task276,outputs\onnx\task276.onnx,outputs\candidates\deduplicated_all\task276_DeduplicateInitializers.onnx,90,90,0,217,217,0,1,1,0,0
task277,outputs\onnx\task277.onnx,outputs\candidates\deduplicated_all\task277_DeduplicateInitializers.onnx,29850,29850,0,57052,57052,0,39,39,0,0
task278,outputs\onnx\task278.onnx,outputs\candidates\deduplicated_all\task278_DeduplicateInitializers.onnx,1923,1923,0,3294,3294,0,13,13,0,0
task279,outputs\onnx\task279.onnx,outputs\candidates\deduplicated_all\task279_DeduplicateInitializers.onnx,1510,1510,0,4658,4658,0,8,8,0,0
task280,outputs\onnx\task280.onnx,outputs\candidates\deduplicated_all\task280_DeduplicateInitializers.onnx,396,396,0,16655,16655,0,11,11,0,0
task281,outputs\onnx\task281.onnx,outputs\candidates\deduplicated_all\task281_DeduplicateInitializers.onnx,2499,2499,0,7659,7659,0,15,15,0,0
task282,outputs\onnx\task282.onnx,outputs\candidates\deduplicated_all\task282_DeduplicateInitializers.onnx,4500,4500,0,3798,3798,0,1,1,0,0
task283,outputs\onnx\task283.onnx,outputs\candidates\deduplicated_all\task283_DeduplicateInitializers.onnx,4550,4550,0,3825,3825,0,2,2,0,0
task284,outputs\onnx\task284.onnx,outputs\candidates\deduplicated_all\task284_DeduplicateInitializers.onnx,19017,19017,0,30975,30975,0,19,19,0,0
task285,outputs\onnx\task285.onnx,outputs\candidates\deduplicated_all\task285_DeduplicateInitializers.onnx,15191,10215,-4976,42591,32591,-10000,318,37,2,279
task286,outputs\onnx\task286.onnx,outputs\candidates\deduplicated_all\task286_DeduplicateInitializers.onnx,4145,4145,0,13714,13714,0,20,20,0,0
task287,outputs\onnx\task287.onnx,outputs\candidates\deduplicated_all\task287_DeduplicateInitializers.onnx,256,247,-9,1706,1686,-20,14,13,0,1
task288,outputs\onnx\task288.onnx,outputs\candidates\deduplicated_all\task288_DeduplicateInitializers.onnx,353,353,0,7847,7847,0,15,15,0,0
task289,outputs\onnx\task289.onnx,outputs\candidates\deduplicated_all\task289_DeduplicateInitializers.onnx,520,520,0,2883,2883,0,17,17,0,0
task290,outputs\onnx\task290.onnx,outputs\candidates\deduplicated_all\task290_DeduplicateInitializers.onnx,36386,36386,0,42089,42089,0,42,42,0,0
task291,outputs\onnx\task291.onnx,outputs\candidates\deduplicated_all\task291_DeduplicateInitializers.onnx,4731,4731,0,6009,6009,0,9,9,0,0
task292,outputs\onnx\task292.onnx,outputs\candidates\deduplicated_all\task292_DeduplicateInitializers.onnx,621,621,0,1411,1411,0,9,9,0,0
task293,outputs\onnx\task293.onnx,outputs\candidates\deduplicated_all\task293_DeduplicateInitializers.onnx,4377,4377,0,9897,9897,0,20,20,0,0
task294,outputs\onnx\task294.onnx,outputs\candidates\deduplicated_all\task294_DeduplicateInitializers.onnx,4550,4550,0,3825,3825,0,2,2,0,0
task295,outputs\onnx\task295.onnx,outputs\candidates\deduplicated_all\task295_DeduplicateInitializers.onnx,389,389,0,2771,2771,0,11,11,0,0
task296,outputs\onnx\task296.onnx,outputs\candidates\deduplicated_all\task296_DeduplicateInitializers.onnx,1877,1877,0,2843,2843,0,11,11,0,0
task297,outputs\onnx\task297.onnx,outputs\candidates\deduplicated_all\task297_DeduplicateInitializers.onnx,428,364,-64,2778,2651,-127,20,17,0,3
task298,outputs\onnx\task298.onnx,outputs\candidates\deduplicated_all\task298_DeduplicateInitializers.onnx,2786,2786,0,5059,5059,0,19,19,0,0
task299,outputs\onnx\task299.onnx,outputs\candidates\deduplicated_all\task299_DeduplicateInitializers.onnx,414,414,0,1980,1980,0,8,8,0,0
task300,outputs\onnx\task300.onnx,outputs\candidates\deduplicated_all\task300_DeduplicateInitializers.onnx,1113,1113,0,4688,4688,0,14,14,0,0
task301,outputs\onnx\task301.onnx,outputs\candidates\deduplicated_all\task301_DeduplicateInitializers.onnx,16567,16567,0,19240,19240,0,10,10,0,0
task302,outputs\onnx\task302.onnx,outputs\candidates\deduplicated_all\task302_DeduplicateInitializers.onnx,257,257,0,3609,3609,0,10,10,0,0
task303,outputs\onnx\task303.onnx,outputs\candidates\deduplicated_all\task303_DeduplicateInitializers.onnx,1550,1550,0,2084,2084,0,4,4,0,0
task304,outputs\onnx\task304.onnx,outputs\candidates\deduplicated_all\task304_DeduplicateInitializers.onnx,538,538,0,2136,2136,0,9,9,0,0
task305,outputs\onnx\task305.onnx,outputs\candidates\deduplicated_all\task305_DeduplicateInitializers.onnx,1452,1452,0,1865,1865,0,4,4,0,0
task306,outputs\onnx\task306.onnx,outputs\candidates\deduplicated_all\task306_DeduplicateInitializers.onnx,610,610,0,4101,4101,0,32,32,0,0
task307,outputs\onnx\task307.onnx,outputs\candidates\deduplicated_all\task307_DeduplicateInitializers.onnx,9000,9000,0,7454,7454,0,1,1,0,0
task308,outputs\onnx\task308.onnx,outputs\candidates\deduplicated_all\task308_DeduplicateInitializers.onnx,978,978,0,6118,6118,0,17,17,0,0
task309,outputs\onnx\task309.onnx,outputs\candidates\deduplicated_all\task309_DeduplicateInitializers.onnx,90,90,0,217,217,0,1,1,0,0
task310,outputs\onnx\task310.onnx,outputs\candidates\deduplicated_all\task310_DeduplicateInitializers.onnx,2553,2553,0,5449,5449,0,18,18,0,0
task311,outputs\onnx\task311.onnx,outputs\candidates\deduplicated_all\task311_DeduplicateInitializers.onnx,270,270,0,479,479,0,1,1,0,0
task312,outputs\onnx\task312.onnx,outputs\candidates\deduplicated_all\task312_DeduplicateInitializers.onnx,171,171,0,1202,1202,0,9,9,0,0
task313,outputs\onnx\task313.onnx,outputs\candidates\deduplicated_all\task313_DeduplicateInitializers.onnx,40857,40857,0,39887,39887,0,12,12,0,0
task314,outputs\onnx\task314.onnx,outputs\candidates\deduplicated_all\task314_DeduplicateInitializers.onnx,1558,1558,0,28414,28414,0,83,83,0,0
task315,outputs\onnx\task315.onnx,outputs\candidates\deduplicated_all\task315_DeduplicateInitializers.onnx,551,551,0,1520,1520,0,10,10,0,0
task316,outputs\onnx\task316.onnx,outputs\candidates\deduplicated_all\task316_DeduplicateInitializers.onnx,276,276,0,5537,5537,0,15,15,0,0
task317,outputs\onnx\task317.onnx,outputs\candidates\deduplicated_all\task317_DeduplicateInitializers.onnx,4500,4500,0,3798,3798,0,1,1,0,0
task318,outputs\onnx\task318.onnx,outputs\candidates\deduplicated_all\task318_DeduplicateInitializers.onnx,322,322,0,1569,1569,0,8,8,0,0
task319,outputs\onnx\task319.onnx,outputs\candidates\deduplicated_all\task319_DeduplicateInitializers.onnx,78739,26814,-51925,247340,169127,-78213,2381,714,1,1666
task320,outputs\onnx\task320.onnx,outputs\candidates\deduplicated_all\task320_DeduplicateInitializers.onnx,565,565,0,2183,2183,0,11,11,0,0
task321,outputs\onnx\task321.onnx,outputs\candidates\deduplicated_all\task321_DeduplicateInitializers.onnx,731,731,0,2449,2449,0,11,11,0,0
task322,outputs\onnx\task322.onnx,outputs\candidates\deduplicated_all\task322_DeduplicateInitializers.onnx,185,185,0,1194,1194,0,6,6,0,0
task323,outputs\onnx\task323.onnx,outputs\candidates\deduplicated_all\task323_DeduplicateInitializers.onnx,2999,1199,-1800,11252,8184,-3068,57,17,0,40
task324,outputs\onnx\task324.onnx,outputs\candidates\deduplicated_all\task324_DeduplicateInitializers.onnx,20090,18223,-1867,30635,26906,-3729,144,36,0,108
task325,outputs\onnx\task325.onnx,outputs\candidates\deduplicated_all\task325_DeduplicateInitializers.onnx,3996,3996,0,5072,5072,0,22,22,0,0
task326,outputs\onnx\task326.onnx,outputs\candidates\deduplicated_all\task326_DeduplicateInitializers.onnx,54,54,0,388,388,0,3,3,0,0
task327,outputs\onnx\task327.onnx,outputs\candidates\deduplicated_all\task327_DeduplicateInitializers.onnx,200,200,0,2235,2235,0,9,9,0,0
task328,outputs\onnx\task328.onnx,outputs\candidates\deduplicated_all\task328_DeduplicateInitializers.onnx,9300,9300,0,16269,16269,0,27,27,0,0
task329,outputs\onnx\task329.onnx,outputs\candidates\deduplicated_all\task329_DeduplicateInitializers.onnx,326,326,0,2361,2361,0,10,10,0,0
task330,outputs\onnx\task330.onnx,outputs\candidates\deduplicated_all\task330_DeduplicateInitializers.onnx,6049,6049,0,43441,43441,0,136,136,0,0
task331,outputs\onnx\task331.onnx,outputs\candidates\deduplicated_all\task331_DeduplicateInitializers.onnx,4550,4550,0,3836,3836,0,2,2,0,0
task332,outputs\onnx\task332.onnx,outputs\candidates\deduplicated_all\task332_DeduplicateInitializers.onnx,1398,1398,0,4135,4135,0,15,15,0,0
task333,outputs\onnx\task333.onnx,outputs\candidates\deduplicated_all\task333_DeduplicateInitializers.onnx,393,393,0,4379,4379,0,19,19,0,0
task334,outputs\onnx\task334.onnx,outputs\candidates\deduplicated_all\task334_DeduplicateInitializers.onnx,1553,1553,0,2063,2063,0,8,8,0,0
task335,outputs\onnx\task335.onnx,outputs\candidates\deduplicated_all\task335_DeduplicateInitializers.onnx,694,694,0,3914,3914,0,17,17,0,0
task336,outputs\onnx\task336.onnx,outputs\candidates\deduplicated_all\task336_DeduplicateInitializers.onnx,505,505,0,5276,5276,0,12,12,0,0
task337,outputs\onnx\task337.onnx,outputs\candidates\deduplicated_all\task337_DeduplicateInitializers.onnx,90,90,0,159,159,0,1,1,0,0
task338,outputs\onnx\task338.onnx,outputs\candidates\deduplicated_all\task338_DeduplicateInitializers.onnx,3335,3335,0,5846,5846,0,9,9,0,0
task339,outputs\onnx\task339.onnx,outputs\candidates\deduplicated_all\task339_DeduplicateInitializers.onnx,636,636,0,2038,2038,0,11,11,0,0
task340,outputs\onnx\task340.onnx,outputs\candidates\deduplicated_all\task340_DeduplicateInitializers.onnx,949,949,0,6593,6593,0,26,26,0,0
task341,outputs\onnx\task341.onnx,outputs\candidates\deduplicated_all\task341_DeduplicateInitializers.onnx,2549,2549,0,11979,11979,0,52,52,0,0
task342,outputs\onnx\task342.onnx,outputs\candidates\deduplicated_all\task342_DeduplicateInitializers.onnx,1258,1258,0,4815,4815,0,16,16,0,0
task343,outputs\onnx\task343.onnx,outputs\candidates\deduplicated_all\task343_DeduplicateInitializers.onnx,2597,2597,0,7569,7569,0,16,16,0,0
task344,outputs\onnx\task344.onnx,outputs\candidates\deduplicated_all\task344_DeduplicateInitializers.onnx,12550,12550,0,10236,10236,0,2,2,0,0
task345,outputs\onnx\task345.onnx,outputs\candidates\deduplicated_all\task345_DeduplicateInitializers.onnx,4741,4741,0,6721,6721,0,13,13,0,0
task346,outputs\onnx\task346.onnx,outputs\candidates\deduplicated_all\task346_DeduplicateInitializers.onnx,641,641,0,2236,2236,0,12,12,0,0
task347,outputs\onnx\task347.onnx,outputs\candidates\deduplicated_all\task347_DeduplicateInitializers.onnx,339,339,0,1369,1369,0,10,10,0,0
task348,outputs\onnx\task348.onnx,outputs\candidates\deduplicated_all\task348_DeduplicateInitializers.onnx,463,463,0,3000,3000,0,12,12,0,0
task349,outputs\onnx\task349.onnx,outputs\candidates\deduplicated_all\task349_DeduplicateInitializers.onnx,258,258,0,8755,8755,0,22,22,0,0
task350,outputs\onnx\task350.onnx,outputs\candidates\deduplicated_all\task350_DeduplicateInitializers.onnx,1473,1473,0,2670,2670,0,9,9,0,0
task351,outputs\onnx\task351.onnx,outputs\candidates\deduplicated_all\task351_DeduplicateInitializers.onnx,354,354,0,3049,3049,0,7,7,0,0
task352,outputs\onnx\task352.onnx,outputs\candidates\deduplicated_all\task352_DeduplicateInitializers.onnx,234,234,0,1398,1398,0,7,7,0,0
task353,outputs\onnx\task353.onnx,outputs\candidates\deduplicated_all\task353_DeduplicateInitializers.onnx,745,745,0,3244,3244,0,13,13,0,0
task354,outputs\onnx\task354.onnx,outputs\candidates\deduplicated_all\task354_DeduplicateInitializers.onnx,1335,1335,0,4335,4335,0,24,24,0,0
task355,outputs\onnx\task355.onnx,outputs\candidates\deduplicated_all\task355_DeduplicateInitializers.onnx,1057,1057,0,4506,4506,0,12,12,0,0
task356,outputs\onnx\task356.onnx,outputs\candidates\deduplicated_all\task356_DeduplicateInitializers.onnx,394,394,0,2344,2344,0,10,10,0,0
task357,outputs\onnx\task357.onnx,outputs\candidates\deduplicated_all\task357_DeduplicateInitializers.onnx,270,270,0,2328,2328,0,11,11,0,0
task358,outputs\onnx\task358.onnx,outputs\candidates\deduplicated_all\task358_DeduplicateInitializers.onnx,1446,1446,0,10944,10944,0,37,37,0,0
task359,outputs\onnx\task359.onnx,outputs\candidates\deduplicated_all\task359_DeduplicateInitializers.onnx,840,840,0,3909,3909,0,9,9,0,0
task360,outputs\onnx\task360.onnx,outputs\candidates\deduplicated_all\task360_DeduplicateInitializers.onnx,320,320,0,1399,1399,0,15,15,0,0
task361,outputs\onnx\task361.onnx,outputs\candidates\deduplicated_all\task361_DeduplicateInitializers.onnx,2337,2337,0,6930,6930,0,20,20,0,0
task362,outputs\onnx\task362.onnx,outputs\candidates\deduplicated_all\task362_DeduplicateInitializers.onnx,804,804,0,2814,2814,0,11,11,0,0
task363,outputs\onnx\task363.onnx,outputs\candidates\deduplicated_all\task363_DeduplicateInitializers.onnx,193941,193391,-550,170389,169035,-1354,108,50,1,57
task364,outputs\onnx\task364.onnx,outputs\candidates\deduplicated_all\task364_DeduplicateInitializers.onnx,1572,1095,-477,8082,7050,-1032,57,36,0,21
task365,outputs\onnx\task365.onnx,outputs\candidates\deduplicated_all\task365_DeduplicateInitializers.onnx,627,627,0,17605,17605,0,12,12,0,0
task366,outputs\onnx\task366.onnx,outputs\candidates\deduplicated_all\task366_DeduplicateInitializers.onnx,266691,260211,-6480,1269927,1256725,-13202,367,79,0,288
