task_id,source_model_path,output_model_path,source_cost,output_cost,cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,source_initializer_count,output_initializer_count,removed_unused_initializers,deduplicated_initializers
task033,outputs\onnx\task033.onnx,outputs\candidates\deduplicated_all\task033_DeduplicateInitializers.onnx,369,369,0,1510,1510,0,6,6,0,0
task034,outputs\onnx\task034.onnx,outputs\candidates\deduplicated_all\task034_DeduplicateInitializers.onnx,7701,7701,0,11293,11293,0,16,16,0,0
task035,outputs\onnx\task035.onnx,outputs\candidates\deduplicated_all\task035_DeduplicateInitializers.onnx,1389,1389,0,12869,12869,0,32,32,0,0
task036,outputs\onnx\task036.onnx,outputs\candidates\deduplicated_all\task036_DeduplicateInitializers.onnx,1299,1299,0,5866,5866,0,17,17,0,0
task037,outputs\onnx\task037.onnx,outputs\candidates\deduplicated_all\task037_DeduplicateInitializers.onnx,25086,25086,0,20424,20424,0,13,13,0,0
task038,outputs\onnx\task038.onnx,outputs\candidates\deduplicated_all\task038_DeduplicateInitializers.onnx,493,493,0,2357,2357,0,13,13,0,0
task039,outputs\onnx\task039.onnx,outputs\candidates\deduplicated_all\task039_DeduplicateInitializers.onnx,248,248,0,1913,1913,0,9,9,0,0
task040,outputs\onnx\task040.onnx,outputs\candidates\deduplicated_all\task040_DeduplicateInitializers.onnx,370,370,0,4104,4104,0,20,20,0,0
task041,outputs\onnx\task041.onnx,outputs\candidates\deduplicated_all\task041_DeduplicateInitializers.onnx,243,243,0,2228,2228,0,6,6,0,0
task042,outputs\onnx\task042.onnx,outputs\candidates\deduplicated_all\task042_DeduplicateInitializers.onnx,888,888,0,8398,8398,0,18,18,0,0
task043,outputs\onnx\task043.onnx,outputs\candidates\deduplicated_all\task043_DeduplicateInitializers.onnx,777,777,0,1966,1966,0,14,14,0,0
task044,outputs\onnx\task044.onnx,outputs\candidates\deduplicated_all\task044_DeduplicateInitializers.onnx,6291,6291,0,148684,148684,0,59,59,0,0
task045,outputs\onnx\task045.onnx,outputs\candidates\deduplicated_all\task045_DeduplicateInitializers.onnx,244,244,0,1438,1438,0,12,12,0,0
task046,outputs\onnx\task046.onnx,outputs\candidates\deduplicated_all\task046_DeduplicateInitializers.onnx,4446,4446,0,8963,8963,0,26,26,0,0
task047,outputs\onnx\task047.onnx,outputs\candidates\deduplicated_all\task047_DeduplicateInitializers.onnx,747,747,0,3246,3246,0,11,11,0,0
task048,outputs\onnx\task048.onnx,outputs\candidates\deduplicated_all\task048_DeduplicateInitializers.onnx,462,462,0,5695,5695,0,15,15,0,0
