task_id,lane,source_model_path,output_model_path,source_estimated_cost,output_estimated_cost,estimated_cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,source_initializer_bytes,output_initializer_bytes,initializer_bytes_delta,source_initializer_count,output_initializer_count,changed,removed_dead_nodes,removed_unused_initializers,removed_unused_value_info,deduplicated_initializers,constant_gather_tables_pruned,constant_gather_rows_removed,constant_gather_bytes_removed,checker_passed,forbidden_ops_passed,static_shapes_passed,equivalence_passed,equivalence_inputs_checked,equivalence_max_abs_diff,candidate_valid,failure_reason
task094,base_submission,outputs\current_6352_53_stack\base_submission\task094.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task095,base_submission,outputs\current_6352_53_stack\base_submission\task095.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task096,base_submission,outputs\current_6352_53_stack\base_submission\task096.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task097,base_submission,outputs\current_6352_53_stack\base_submission\task097.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task098,base_submission,outputs\current_6352_53_stack\base_submission\task098.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task099,base_submission,outputs\current_6352_53_stack\base_submission\task099.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task100,base_submission,outputs\current_6352_53_stack\base_submission\task100.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task101,base_submission,outputs\current_6352_53_stack\base_submission\task101.onnx,outputs\candidates\terminal_output_cast_prune_6352_53_base\task101_base_submission_TerminalOutputCastPruned.onnx,1261888,1243888,-18000,39301,39186,-115,,,0,,,True,1,0,,0,0,0,0,True,True,True,not_run,,,True,
task102,base_submission,outputs\current_6352_53_stack\base_submission\task102.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task103,base_submission,outputs\current_6352_53_stack\base_submission\task103.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task104,base_submission,outputs\current_6352_53_stack\base_submission\task104.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task105,base_submission,outputs\current_6352_53_stack\base_submission\task105.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task106,base_submission,outputs\current_6352_53_stack\base_submission\task106.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task107,base_submission,outputs\current_6352_53_stack\base_submission\task107.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task108,base_submission,outputs\current_6352_53_stack\base_submission\task108.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task109,base_submission,outputs\current_6352_53_stack\base_submission\task109.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task110,base_submission,outputs\current_6352_53_stack\base_submission\task110.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task111,base_submission,outputs\current_6352_53_stack\base_submission\task111.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task112,base_submission,outputs\current_6352_53_stack\base_submission\task112.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task113,base_submission,outputs\current_6352_53_stack\base_submission\task113.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task114,base_submission,outputs\current_6352_53_stack\base_submission\task114.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task115,base_submission,outputs\current_6352_53_stack\base_submission\task115.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task116,base_submission,outputs\current_6352_53_stack\base_submission\task116.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task117,base_submission,outputs\current_6352_53_stack\base_submission\task117.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task118,base_submission,outputs\current_6352_53_stack\base_submission\task118.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task119,base_submission,outputs\current_6352_53_stack\base_submission\task119.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task120,base_submission,outputs\current_6352_53_stack\base_submission\task120.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task121,base_submission,outputs\current_6352_53_stack\base_submission\task121.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task122,base_submission,outputs\current_6352_53_stack\base_submission\task122.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task123,base_submission,outputs\current_6352_53_stack\base_submission\task123.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task124,base_submission,outputs\current_6352_53_stack\base_submission\task124.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task125,base_submission,outputs\current_6352_53_stack\base_submission\task125.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task126,base_submission,outputs\current_6352_53_stack\base_submission\task126.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task127,base_submission,outputs\current_6352_53_stack\base_submission\task127.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
task128,base_submission,outputs\current_6352_53_stack\base_submission\task128.onnx,,,,,,,,,,,,,,,,,,,,,,,,,,,False,final node is not a single-output Cast to graph output
