task_id,lane,source_model_path,output_model_path,source_estimated_cost,output_estimated_cost,estimated_cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,source_initializer_bytes,output_initializer_bytes,initializer_bytes_delta,source_initializer_count,output_initializer_count,changed,removed_dead_nodes,removed_unused_initializers,removed_unused_value_info,deduplicated_initializers,constant_gather_tables_pruned,constant_gather_rows_removed,constant_gather_bytes_removed,checker_passed,forbidden_ops_passed,static_shapes_passed,equivalence_passed,equivalence_inputs_checked,equivalence_max_abs_diff,candidate_valid,failure_reason
task109,base_submission,outputs\reference_6348_56_stack\base_submission\task109.onnx,,2541,2541,0,5491,5491,0,1558,1558,0,14,14,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task110,base_submission,outputs\reference_6348_56_stack\base_submission\task110.onnx,,4623,4623,0,21494,21494,0,3438,3438,0,51,51,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task111,base_submission,outputs\reference_6348_56_stack\base_submission\task111.onnx,,248,248,0,1457,1457,0,220,220,0,9,9,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task112,base_submission,outputs\reference_6348_56_stack\base_submission\task112.onnx,,564,564,0,3987,3987,0,458,458,0,18,18,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task113,base_submission,outputs\reference_6348_56_stack\base_submission\task113.onnx,,270,270,0,499,499,0,240,240,0,1,1,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task114,base_submission,outputs\reference_6348_56_stack\base_submission\task114.onnx,,934,934,0,4719,4719,0,771,771,0,21,21,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task115,base_submission,outputs\reference_6348_56_stack\base_submission\task115.onnx,outputs\candidates\ref6348_equiv_optimized_stack_graphonly\base_submission\task115.onnx,429,429,0,5069,5040,-29,349,349,0,20,20,True,0,0,1,0,0,0,0,True,True,True,True,28,0.0,True,
task116,base_submission,outputs\reference_6348_56_stack\base_submission\task116.onnx,,270,270,0,479,479,0,240,240,0,1,1,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task117,base_submission,outputs\reference_6348_56_stack\base_submission\task117.onnx,outputs\candidates\ref6348_equiv_optimized_stack_graphonly\base_submission\task117.onnx,2194,2113,-81,8262,8103,-159,1566,1494,-72,43,40,True,0,0,0,3,0,0,0,True,True,True,True,28,0.0,True,
task118,base_submission,outputs\reference_6348_56_stack\base_submission\task118.onnx,,9433,9433,0,160396,160396,0,7546,7546,0,39,39,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task119,base_submission,outputs\reference_6348_56_stack\base_submission\task119.onnx,,5856,5856,0,25915,25915,0,3944,3944,0,27,27,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task120,base_submission,outputs\reference_6348_56_stack\base_submission\task120.onnx,,4550,4550,0,3836,3836,0,3640,3640,0,2,2,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task121,base_submission,outputs\reference_6348_56_stack\base_submission\task121.onnx,,366,366,0,3339,3339,0,320,320,0,17,17,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task122,base_submission,outputs\reference_6348_56_stack\base_submission\task122.onnx,,12550,12550,0,10236,10236,0,10040,10040,0,2,2,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task123,base_submission,outputs\reference_6348_56_stack\base_submission\task123.onnx,,8497,8497,0,8997,8997,0,7548,7548,0,13,13,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task124,base_submission,outputs\reference_6348_56_stack\base_submission\task124.onnx,,3113,3113,0,4339,4339,0,2760,2760,0,16,16,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task125,base_submission,outputs\reference_6348_56_stack\base_submission\task125.onnx,,644,644,0,3032,3032,0,397,397,0,10,10,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task126,base_submission,outputs\reference_6348_56_stack\base_submission\task126.onnx,,347,347,0,2765,2765,0,300,300,0,11,11,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task127,base_submission,outputs\reference_6348_56_stack\base_submission\task127.onnx,,4500,4500,0,3772,3772,0,3600,3600,0,1,1,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task128,base_submission,outputs\reference_6348_56_stack\base_submission\task128.onnx,,906,906,0,3365,3365,0,804,804,0,13,13,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task129,base_submission,outputs\reference_6348_56_stack\base_submission\task129.onnx,,258,258,0,1196,1196,0,228,228,0,10,10,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task130,base_submission,outputs\reference_6348_56_stack\base_submission\task130.onnx,,608,608,0,1293,1293,0,500,500,0,5,5,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task131,base_submission,outputs\reference_6348_56_stack\base_submission\task131.onnx,,4943,4943,0,12030,12030,0,3992,3992,0,17,17,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
