task_id,source_model_path,output_model_path,source_cost,output_cost,cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,source_initializer_count,output_initializer_count,removed_unused_initializers,deduplicated_initializers
task163,outputs\reference_6275_flat\task163.onnx,outputs\candidates\ref6275_deduplicated\task163_DeduplicateInitializers.onnx,6681,6681,0,11364,11364,0,21,21,0,0
task164,outputs\reference_6275_flat\task164.onnx,outputs\candidates\ref6275_deduplicated\task164_DeduplicateInitializers.onnx,270,270,0,479,479,0,1,1,0,0
task165,outputs\reference_6275_flat\task165.onnx,outputs\candidates\ref6275_deduplicated\task165_DeduplicateInitializers.onnx,3162,3162,0,5614,5614,0,15,15,0,0
task166,outputs\reference_6275_flat\task166.onnx,outputs\candidates\ref6275_deduplicated\task166_DeduplicateInitializers.onnx,267,267,0,1318,1318,0,8,8,0,0
task167,outputs\reference_6275_flat\task167.onnx,outputs\candidates\ref6275_deduplicated\task167_DeduplicateInitializers.onnx,1020,1020,0,1673,1673,0,9,9,0,0
task168,outputs\reference_6275_flat\task168.onnx,outputs\candidates\ref6275_deduplicated\task168_DeduplicateInitializers.onnx,675,675,0,4620,4620,0,10,10,0,0
task169,outputs\reference_6275_flat\task169.onnx,outputs\candidates\ref6275_deduplicated\task169_DeduplicateInitializers.onnx,2133,2133,0,20785,20785,0,62,62,0,0
task170,outputs\reference_6275_flat\task170.onnx,outputs\candidates\ref6275_deduplicated\task170_DeduplicateInitializers.onnx,1425,1425,0,50577,50577,0,33,33,0,0
task171,outputs\reference_6275_flat\task171.onnx,outputs\candidates\ref6275_deduplicated\task171_DeduplicateInitializers.onnx,4550,4550,0,3825,3825,0,2,2,0,0
task172,outputs\reference_6275_flat\task172.onnx,outputs\candidates\ref6275_deduplicated\task172_DeduplicateInitializers.onnx,270,270,0,479,479,0,1,1,0,0
task173,outputs\reference_6275_flat\task173.onnx,outputs\candidates\ref6275_deduplicated\task173_DeduplicateInitializers.onnx,753,753,0,10061,10061,0,24,24,0,0
task174,outputs\reference_6275_flat\task174.onnx,outputs\candidates\ref6275_deduplicated\task174_DeduplicateInitializers.onnx,614,614,0,61839,61839,0,24,24,0,0
task175,outputs\reference_6275_flat\task175.onnx,outputs\candidates\ref6275_deduplicated\task175_DeduplicateInitializers.onnx,13677,13677,0,12317,12317,0,13,13,0,0
task176,outputs\reference_6275_flat\task176.onnx,outputs\candidates\ref6275_deduplicated\task176_DeduplicateInitializers.onnx,504,504,0,1126,1126,0,9,9,0,0
task177,outputs\reference_6275_flat\task177.onnx,outputs\candidates\ref6275_deduplicated\task177_DeduplicateInitializers.onnx,912,912,0,3189,3189,0,16,16,0,0
task178,outputs\reference_6275_flat\task178.onnx,outputs\candidates\ref6275_deduplicated\task178_DeduplicateInitializers.onnx,755,755,0,6317,6317,0,20,20,0,0
task179,outputs\reference_6275_flat\task179.onnx,outputs\candidates\ref6275_deduplicated\task179_DeduplicateInitializers.onnx,0,0,0,170,170,0,0,0,0,0
task180,outputs\reference_6275_flat\task180.onnx,outputs\candidates\ref6275_deduplicated\task180_DeduplicateInitializers.onnx,2838,2838,0,2525,2525,0,5,5,0,0
task181,outputs\reference_6275_flat\task181.onnx,outputs\candidates\ref6275_deduplicated\task181_DeduplicateInitializers.onnx,672,672,0,3083,3083,0,21,21,0,0
task182,outputs\reference_6275_flat\task182.onnx,outputs\candidates\ref6275_deduplicated\task182_DeduplicateInitializers.onnx,3574,3574,0,19158,19158,0,40,40,0,0
task183,outputs\reference_6275_flat\task183.onnx,outputs\candidates\ref6275_deduplicated\task183_DeduplicateInitializers.onnx,200,200,0,4662,4662,0,8,8,0,0
task184,outputs\reference_6275_flat\task184.onnx,outputs\candidates\ref6275_deduplicated\task184_DeduplicateInitializers.onnx,48350,48350,0,43202,43202,0,20,20,0,0
task185,outputs\reference_6275_flat\task185.onnx,outputs\candidates\ref6275_deduplicated\task185_DeduplicateInitializers.onnx,595,595,0,18881,18881,0,19,19,0,0
task186,outputs\reference_6275_flat\task186.onnx,outputs\candidates\ref6275_deduplicated\task186_DeduplicateInitializers.onnx,192,192,0,924,924,0,5,5,0,0
task187,outputs\reference_6275_flat\task187.onnx,outputs\candidates\ref6275_deduplicated\task187_DeduplicateInitializers.onnx,1894,1894,0,9705,9705,0,13,13,0,0
task188,outputs\reference_6275_flat\task188.onnx,outputs\candidates\ref6275_deduplicated\task188_DeduplicateInitializers.onnx,312,312,0,3259,3259,0,15,15,0,0
task189,outputs\reference_6275_flat\task189.onnx,outputs\candidates\ref6275_deduplicated\task189_DeduplicateInitializers.onnx,1449,1449,0,10578,10578,0,54,54,0,0
task190,outputs\reference_6275_flat\task190.onnx,outputs\candidates\ref6275_deduplicated\task190_DeduplicateInitializers.onnx,1538,1538,0,8781,8781,0,40,40,0,0
task191,outputs\reference_6275_flat\task191.onnx,outputs\candidates\ref6275_deduplicated\task191_DeduplicateInitializers.onnx,3831,3831,0,10881,10881,0,28,28,0,0
task192,outputs\reference_6275_flat\task192.onnx,outputs\candidates\ref6275_deduplicated\task192_DeduplicateInitializers.onnx,436,436,0,2089,2089,0,10,10,0,0
task193,outputs\reference_6275_flat\task193.onnx,outputs\candidates\ref6275_deduplicated\task193_DeduplicateInitializers.onnx,327,327,0,1925,1925,0,12,12,0,0
task194,outputs\reference_6275_flat\task194.onnx,outputs\candidates\ref6275_deduplicated\task194_DeduplicateInitializers.onnx,9000,9000,0,7454,7454,0,1,1,0,0
task195,outputs\reference_6275_flat\task195.onnx,outputs\candidates\ref6275_deduplicated\task195_DeduplicateInitializers.onnx,4073,4073,0,5381,5381,0,10,10,0,0
task196,outputs\reference_6275_flat\task196.onnx,outputs\candidates\ref6275_deduplicated\task196_DeduplicateInitializers.onnx,342,342,0,3491,3491,0,13,13,0,0
task197,outputs\reference_6275_flat\task197.onnx,outputs\candidates\ref6275_deduplicated\task197_DeduplicateInitializers.onnx,66,66,0,1223,1223,0,7,7,0,0
task198,outputs\reference_6275_flat\task198.onnx,outputs\candidates\ref6275_deduplicated\task198_DeduplicateInitializers.onnx,2799,2799,0,6979,6979,0,14,14,0,0
task199,outputs\reference_6275_flat\task199.onnx,outputs\candidates\ref6275_deduplicated\task199_DeduplicateInitializers.onnx,378,378,0,2948,2948,0,14,14,0,0
task200,outputs\reference_6275_flat\task200.onnx,outputs\candidates\ref6275_deduplicated\task200_DeduplicateInitializers.onnx,326,326,0,3848,3848,0,17,17,0,0
task201,outputs\reference_6275_flat\task201.onnx,outputs\candidates\ref6275_deduplicated\task201_DeduplicateInitializers.onnx,1374,1374,0,9668,9668,0,20,20,0,0
task202,outputs\reference_6275_flat\task202.onnx,outputs\candidates\ref6275_deduplicated\task202_DeduplicateInitializers.onnx,50,50,0,3582,3582,0,5,5,0,0
task203,outputs\reference_6275_flat\task203.onnx,outputs\candidates\ref6275_deduplicated\task203_DeduplicateInitializers.onnx,484,484,0,2814,2814,0,15,15,0,0
task204,outputs\reference_6275_flat\task204.onnx,outputs\candidates\ref6275_deduplicated\task204_DeduplicateInitializers.onnx,3563,3563,0,7250,7250,0,21,21,0,0
task205,outputs\reference_6275_flat\task205.onnx,outputs\candidates\ref6275_deduplicated\task205_DeduplicateInitializers.onnx,5466,5466,0,33601,33601,0,76,76,0,0
task206,outputs\reference_6275_flat\task206.onnx,outputs\candidates\ref6275_deduplicated\task206_DeduplicateInitializers.onnx,362,362,0,4022,4022,0,15,15,0,0
task207,outputs\reference_6275_flat\task207.onnx,outputs\candidates\ref6275_deduplicated\task207_DeduplicateInitializers.onnx,303,303,0,1979,1979,0,15,15,0,0
task208,outputs\reference_6275_flat\task208.onnx,outputs\candidates\ref6275_deduplicated\task208_DeduplicateInitializers.onnx,1806,1806,0,15747,15747,0,39,39,0,0
task209,outputs\reference_6275_flat\task209.onnx,outputs\candidates\ref6275_deduplicated\task209_DeduplicateInitializers.onnx,875,875,0,12354,12354,0,26,26,0,0
task210,outputs\reference_6275_flat\task210.onnx,outputs\candidates\ref6275_deduplicated\task210_DeduplicateInitializers.onnx,270,270,0,479,479,0,1,1,0,0
task211,outputs\reference_6275_flat\task211.onnx,outputs\candidates\ref6275_deduplicated\task211_DeduplicateInitializers.onnx,9000,9000,0,7454,7454,0,1,1,0,0
task212,outputs\reference_6275_flat\task212.onnx,outputs\candidates\ref6275_deduplicated\task212_DeduplicateInitializers.onnx,618,618,0,5951,5951,0,16,16,0,0
task213,outputs\reference_6275_flat\task213.onnx,outputs\candidates\ref6275_deduplicated\task213_DeduplicateInitializers.onnx,960,960,0,26793,26793,0,25,25,0,0
task214,outputs\reference_6275_flat\task214.onnx,outputs\candidates\ref6275_deduplicated\task214_DeduplicateInitializers.onnx,9000,9000,0,7454,7454,0,1,1,0,0
task215,outputs\reference_6275_flat\task215.onnx,outputs\candidates\ref6275_deduplicated\task215_DeduplicateInitializers.onnx,356,356,0,1729,1729,0,7,7,0,0
task216,outputs\reference_6275_flat\task216.onnx,outputs\candidates\ref6275_deduplicated\task216_DeduplicateInitializers.onnx,888,888,0,11027,11027,0,10,10,0,0
task217,outputs\reference_6275_flat\task217.onnx,outputs\candidates\ref6275_deduplicated\task217_DeduplicateInitializers.onnx,203,203,0,1350,1350,0,5,5,0,0
task218,outputs\reference_6275_flat\task218.onnx,outputs\candidates\ref6275_deduplicated\task218_DeduplicateInitializers.onnx,328,328,0,9594,9594,0,21,21,0,0
task219,outputs\reference_6275_flat\task219.onnx,outputs\candidates\ref6275_deduplicated\task219_DeduplicateInitializers.onnx,745,745,0,28326,28326,0,34,34,0,0
task220,outputs\reference_6275_flat\task220.onnx,outputs\candidates\ref6275_deduplicated\task220_DeduplicateInitializers.onnx,4500,4500,0,3798,3798,0,1,1,0,0
task221,outputs\reference_6275_flat\task221.onnx,outputs\candidates\ref6275_deduplicated\task221_DeduplicateInitializers.onnx,15246,15246,0,13333,13333,0,26,26,0,0
task222,outputs\reference_6275_flat\task222.onnx,outputs\candidates\ref6275_deduplicated\task222_DeduplicateInitializers.onnx,405,405,0,2578,2578,0,11,11,0,0
task223,outputs\reference_6275_flat\task223.onnx,outputs\candidates\ref6275_deduplicated\task223_DeduplicateInitializers.onnx,9000,9000,0,7454,7454,0,1,1,0,0
task224,outputs\reference_6275_flat\task224.onnx,outputs\candidates\ref6275_deduplicated\task224_DeduplicateInitializers.onnx,690,690,0,4703,4703,0,17,17,0,0
task225,outputs\reference_6275_flat\task225.onnx,outputs\candidates\ref6275_deduplicated\task225_DeduplicateInitializers.onnx,2387,2387,0,5688,5688,0,24,24,0,0
task226,outputs\reference_6275_flat\task226.onnx,outputs\candidates\ref6275_deduplicated\task226_DeduplicateInitializers.onnx,621,621,0,4625,4625,0,15,15,0,0
task227,outputs\reference_6275_flat\task227.onnx,outputs\candidates\ref6275_deduplicated\task227_DeduplicateInitializers.onnx,297,297,0,1135,1135,0,10,10,0,0
task228,outputs\reference_6275_flat\task228.onnx,outputs\candidates\ref6275_deduplicated\task228_DeduplicateInitializers.onnx,492,492,0,2649,2649,0,15,15,0,0
task229,outputs\reference_6275_flat\task229.onnx,outputs\candidates\ref6275_deduplicated\task229_DeduplicateInitializers.onnx,333,333,0,1379,1379,0,12,12,0,0
task230,outputs\reference_6275_flat\task230.onnx,outputs\candidates\ref6275_deduplicated\task230_DeduplicateInitializers.onnx,4500,4500,0,3798,3798,0,1,1,0,0
task231,outputs\reference_6275_flat\task231.onnx,outputs\candidates\ref6275_deduplicated\task231_DeduplicateInitializers.onnx,837,837,0,2684,2684,0,12,12,0,0
task232,outputs\reference_6275_flat\task232.onnx,outputs\candidates\ref6275_deduplicated\task232_DeduplicateInitializers.onnx,273,273,0,1616,1616,0,14,14,0,0
task233,outputs\reference_6275_flat\task233.onnx,outputs\candidates\ref6275_deduplicated\task233_DeduplicateInitializers.onnx,6131,6131,0,193251,193251,0,88,88,0,0
task234,outputs\reference_6275_flat\task234.onnx,outputs\candidates\ref6275_deduplicated\task234_DeduplicateInitializers.onnx,348,348,0,4106,4106,0,14,14,0,0
task235,outputs\reference_6275_flat\task235.onnx,outputs\candidates\ref6275_deduplicated\task235_DeduplicateInitializers.onnx,612,612,0,3090,3090,0,19,19,0,0
task236,outputs\reference_6275_flat\task236.onnx,outputs\candidates\ref6275_deduplicated\task236_DeduplicateInitializers.onnx,0,0,0,643,643,0,0,0,0,0
task237,outputs\reference_6275_flat\task237.onnx,outputs\candidates\ref6275_deduplicated\task237_DeduplicateInitializers.onnx,291,291,0,1637,1637,0,11,11,0,0
task238,outputs\reference_6275_flat\task238.onnx,outputs\candidates\ref6275_deduplicated\task238_DeduplicateInitializers.onnx,4467,4467,0,12003,12003,0,38,38,0,0
task239,outputs\reference_6275_flat\task239.onnx,outputs\candidates\ref6275_deduplicated\task239_DeduplicateInitializers.onnx,1284,1284,0,3146,3146,0,19,19,0,0
task240,outputs\reference_6275_flat\task240.onnx,outputs\candidates\ref6275_deduplicated\task240_DeduplicateInitializers.onnx,78767,78767,0,66169,66169,0,11,11,0,0
task241,outputs\reference_6275_flat\task241.onnx,outputs\candidates\ref6275_deduplicated\task241_DeduplicateInitializers.onnx,0,0,0,170,170,0,0,0,0,0
task242,outputs\reference_6275_flat\task242.onnx,outputs\candidates\ref6275_deduplicated\task242_DeduplicateInitializers.onnx,398,398,0,1736,1736,0,7,7,0,0
task243,outputs\reference_6275_flat\task243.onnx,outputs\candidates\ref6275_deduplicated\task243_DeduplicateInitializers.onnx,906,906,0,16567,16567,0,26,26,0,0
task244,outputs\reference_6275_flat\task244.onnx,outputs\candidates\ref6275_deduplicated\task244_DeduplicateInitializers.onnx,761,761,0,6538,6538,0,31,31,0,0
task245,outputs\reference_6275_flat\task245.onnx,outputs\candidates\ref6275_deduplicated\task245_DeduplicateInitializers.onnx,342,342,0,2751,2751,0,15,15,0,0
task246,outputs\reference_6275_flat\task246.onnx,outputs\candidates\ref6275_deduplicated\task246_DeduplicateInitializers.onnx,1079,1079,0,3824,3824,0,11,11,0,0
task247,outputs\reference_6275_flat\task247.onnx,outputs\candidates\ref6275_deduplicated\task247_DeduplicateInitializers.onnx,178,178,0,2060,2060,0,7,7,0,0
task248,outputs\reference_6275_flat\task248.onnx,outputs\candidates\ref6275_deduplicated\task248_DeduplicateInitializers.onnx,9100,9100,0,8306,8306,0,6,6,0,0
task249,outputs\reference_6275_flat\task249.onnx,outputs\candidates\ref6275_deduplicated\task249_DeduplicateInitializers.onnx,1092,1092,0,2482,2482,0,13,13,0,0
task250,outputs\reference_6275_flat\task250.onnx,outputs\candidates\ref6275_deduplicated\task250_DeduplicateInitializers.onnx,371,371,0,12918,12918,0,18,18,0,0
task251,outputs\reference_6275_flat\task251.onnx,outputs\candidates\ref6275_deduplicated\task251_DeduplicateInitializers.onnx,174,174,0,5106,5106,0,13,13,0,0
task252,outputs\reference_6275_flat\task252.onnx,outputs\candidates\ref6275_deduplicated\task252_DeduplicateInitializers.onnx,996,996,0,3201,3201,0,19,19,0,0
task253,outputs\reference_6275_flat\task253.onnx,outputs\candidates\ref6275_deduplicated\task253_DeduplicateInitializers.onnx,2407,2407,0,3510,3510,0,13,13,0,0
task254,outputs\reference_6275_flat\task254.onnx,outputs\candidates\ref6275_deduplicated\task254_DeduplicateInitializers.onnx,918,918,0,4960,4960,0,27,27,0,0
task255,outputs\reference_6275_flat\task255.onnx,outputs\candidates\ref6275_deduplicated\task255_DeduplicateInitializers.onnx,372359,372359,0,251348,251348,0,29,29,0,0
task256,outputs\reference_6275_flat\task256.onnx,outputs\candidates\ref6275_deduplicated\task256_DeduplicateInitializers.onnx,339,339,0,4194,4194,0,16,16,0,0
task257,outputs\reference_6275_flat\task257.onnx,outputs\candidates\ref6275_deduplicated\task257_DeduplicateInitializers.onnx,375,375,0,1369,1369,0,11,11,0,0
task258,outputs\reference_6275_flat\task258.onnx,outputs\candidates\ref6275_deduplicated\task258_DeduplicateInitializers.onnx,800,800,0,880,880,0,2,2,0,0
task259,outputs\reference_6275_flat\task259.onnx,outputs\candidates\ref6275_deduplicated\task259_DeduplicateInitializers.onnx,382,382,0,3882,3882,0,15,15,0,0
task260,outputs\reference_6275_flat\task260.onnx,outputs\candidates\ref6275_deduplicated\task260_DeduplicateInitializers.onnx,525,525,0,3230,3230,0,14,14,0,0
task261,outputs\reference_6275_flat\task261.onnx,outputs\candidates\ref6275_deduplicated\task261_DeduplicateInitializers.onnx,1000,1000,0,995,995,0,1,1,0,0
task262,outputs\reference_6275_flat\task262.onnx,outputs\candidates\ref6275_deduplicated\task262_DeduplicateInitializers.onnx,206,206,0,903,903,0,10,10,0,0
task263,outputs\reference_6275_flat\task263.onnx,outputs\candidates\ref6275_deduplicated\task263_DeduplicateInitializers.onnx,450,450,0,7373,7373,0,27,27,0,0
task264,outputs\reference_6275_flat\task264.onnx,outputs\candidates\ref6275_deduplicated\task264_DeduplicateInitializers.onnx,6570,6570,0,9312,9312,0,17,17,0,0
task265,outputs\reference_6275_flat\task265.onnx,outputs\candidates\ref6275_deduplicated\task265_DeduplicateInitializers.onnx,507,507,0,2076,2076,0,11,11,0,0
task266,outputs\reference_6275_flat\task266.onnx,outputs\candidates\ref6275_deduplicated\task266_DeduplicateInitializers.onnx,4550,4550,0,3825,3825,0,2,2,0,0
task267,outputs\reference_6275_flat\task267.onnx,outputs\candidates\ref6275_deduplicated\task267_DeduplicateInitializers.onnx,315,315,0,1202,1202,0,13,13,0,0
task268,outputs\reference_6275_flat\task268.onnx,outputs\candidates\ref6275_deduplicated\task268_DeduplicateInitializers.onnx,738,738,0,20817,20817,0,29,29,0,0
task269,outputs\reference_6275_flat\task269.onnx,outputs\candidates\ref6275_deduplicated\task269_DeduplicateInitializers.onnx,420,420,0,2336,2336,0,18,18,0,0
task270,outputs\reference_6275_flat\task270.onnx,outputs\candidates\ref6275_deduplicated\task270_DeduplicateInitializers.onnx,4357,4357,0,13846,13846,0,23,23,0,0
task271,outputs\reference_6275_flat\task271.onnx,outputs\candidates\ref6275_deduplicated\task271_DeduplicateInitializers.onnx,439,439,0,1993,1993,0,10,10,0,0
task272,outputs\reference_6275_flat\task272.onnx,outputs\candidates\ref6275_deduplicated\task272_DeduplicateInitializers.onnx,2300,2300,0,2039,2039,0,2,2,0,0
task273,outputs\reference_6275_flat\task273.onnx,outputs\candidates\ref6275_deduplicated\task273_DeduplicateInitializers.onnx,270,270,0,1670,1670,0,13,13,0,0
task274,outputs\reference_6275_flat\task274.onnx,outputs\candidates\ref6275_deduplicated\task274_DeduplicateInitializers.onnx,2057,2057,0,3619,3619,0,11,11,0,0
task275,outputs\reference_6275_flat\task275.onnx,outputs\candidates\ref6275_deduplicated\task275_DeduplicateInitializers.onnx,8733,8733,0,16304,16304,0,26,26,0,0
task276,outputs\reference_6275_flat\task276.onnx,outputs\candidates\ref6275_deduplicated\task276_DeduplicateInitializers.onnx,90,90,0,217,217,0,1,1,0,0
task277,outputs\reference_6275_flat\task277.onnx,outputs\candidates\ref6275_deduplicated\task277_DeduplicateInitializers.onnx,913,913,0,6687,6687,0,17,17,0,0
task278,outputs\reference_6275_flat\task278.onnx,outputs\candidates\ref6275_deduplicated\task278_DeduplicateInitializers.onnx,1248,1248,0,2799,2799,0,12,12,0,0
task279,outputs\reference_6275_flat\task279.onnx,outputs\candidates\ref6275_deduplicated\task279_DeduplicateInitializers.onnx,5271,5271,0,10314,10314,0,10,10,0,0
task280,outputs\reference_6275_flat\task280.onnx,outputs\candidates\ref6275_deduplicated\task280_DeduplicateInitializers.onnx,2862,2862,0,15536,15536,0,16,16,0,0
task281,outputs\reference_6275_flat\task281.onnx,outputs\candidates\ref6275_deduplicated\task281_DeduplicateInitializers.onnx,2499,2499,0,5479,5479,0,15,15,0,0
task282,outputs\reference_6275_flat\task282.onnx,outputs\candidates\ref6275_deduplicated\task282_DeduplicateInitializers.onnx,4500,4500,0,3798,3798,0,1,1,0,0
task283,outputs\reference_6275_flat\task283.onnx,outputs\candidates\ref6275_deduplicated\task283_DeduplicateInitializers.onnx,4550,4550,0,3825,3825,0,2,2,0,0
task284,outputs\reference_6275_flat\task284.onnx,outputs\candidates\ref6275_deduplicated\task284_DeduplicateInitializers.onnx,1559,1559,0,9092,9092,0,19,19,0,0
task285,outputs\reference_6275_flat\task285.onnx,outputs\candidates\ref6275_deduplicated\task285_DeduplicateInitializers.onnx,5662,5662,0,21633,21633,0,50,50,0,0
task286,outputs\reference_6275_flat\task286.onnx,outputs\candidates\ref6275_deduplicated\task286_DeduplicateInitializers.onnx,4145,4145,0,13742,13742,0,20,20,0,0
task287,outputs\reference_6275_flat\task287.onnx,outputs\candidates\ref6275_deduplicated\task287_DeduplicateInitializers.onnx,247,247,0,1686,1686,0,13,13,0,0
task288,outputs\reference_6275_flat\task288.onnx,outputs\candidates\ref6275_deduplicated\task288_DeduplicateInitializers.onnx,345,345,0,5948,5948,0,15,15,0,0
task289,outputs\reference_6275_flat\task289.onnx,outputs\candidates\ref6275_deduplicated\task289_DeduplicateInitializers.onnx,420,420,0,2021,2021,0,17,17,0,0
task290,outputs\reference_6275_flat\task290.onnx,outputs\candidates\ref6275_deduplicated\task290_DeduplicateInitializers.onnx,391,391,0,3323,3323,0,14,14,0,0
task291,outputs\reference_6275_flat\task291.onnx,outputs\candidates\ref6275_deduplicated\task291_DeduplicateInitializers.onnx,4731,4731,0,6009,6009,0,9,9,0,0
task292,outputs\reference_6275_flat\task292.onnx,outputs\candidates\ref6275_deduplicated\task292_DeduplicateInitializers.onnx,339,339,0,1065,1065,0,9,9,0,0
task293,outputs\reference_6275_flat\task293.onnx,outputs\candidates\ref6275_deduplicated\task293_DeduplicateInitializers.onnx,597,597,0,4426,4426,0,20,20,0,0
task294,outputs\reference_6275_flat\task294.onnx,outputs\candidates\ref6275_deduplicated\task294_DeduplicateInitializers.onnx,4550,4550,0,3825,3825,0,2,2,0,0
task295,outputs\reference_6275_flat\task295.onnx,outputs\candidates\ref6275_deduplicated\task295_DeduplicateInitializers.onnx,291,291,0,1889,1889,0,11,11,0,0
task296,outputs\reference_6275_flat\task296.onnx,outputs\candidates\ref6275_deduplicated\task296_DeduplicateInitializers.onnx,1837,1837,0,2803,2803,0,11,11,0,0
task297,outputs\reference_6275_flat\task297.onnx,outputs\candidates\ref6275_deduplicated\task297_DeduplicateInitializers.onnx,369,369,0,3233,3233,0,17,17,0,0
task298,outputs\reference_6275_flat\task298.onnx,outputs\candidates\ref6275_deduplicated\task298_DeduplicateInitializers.onnx,1776,1776,0,3322,3322,0,19,19,0,0
task299,outputs\reference_6275_flat\task299.onnx,outputs\candidates\ref6275_deduplicated\task299_DeduplicateInitializers.onnx,342,342,0,2080,2080,0,8,8,0,0
task300,outputs\reference_6275_flat\task300.onnx,outputs\candidates\ref6275_deduplicated\task300_DeduplicateInitializers.onnx,852,852,0,4454,4454,0,14,14,0,0
task301,outputs\reference_6275_flat\task301.onnx,outputs\candidates\ref6275_deduplicated\task301_DeduplicateInitializers.onnx,906,906,0,3697,3697,0,11,11,0,0
task302,outputs\reference_6275_flat\task302.onnx,outputs\candidates\ref6275_deduplicated\task302_DeduplicateInitializers.onnx,180,180,0,4372,4372,0,4,4,0,0
task303,outputs\reference_6275_flat\task303.onnx,outputs\candidates\ref6275_deduplicated\task303_DeduplicateInitializers.onnx,1550,1550,0,2084,2084,0,4,4,0,0
task304,outputs\reference_6275_flat\task304.onnx,outputs\candidates\ref6275_deduplicated\task304_DeduplicateInitializers.onnx,271,271,0,1879,1879,0,8,8,0,0
task305,outputs\reference_6275_flat\task305.onnx,outputs\candidates\ref6275_deduplicated\task305_DeduplicateInitializers.onnx,1452,1452,0,1865,1865,0,4,4,0,0
task306,outputs\reference_6275_flat\task306.onnx,outputs\candidates\ref6275_deduplicated\task306_DeduplicateInitializers.onnx,605,605,0,4101,4101,0,31,31,0,0
task307,outputs\reference_6275_flat\task307.onnx,outputs\candidates\ref6275_deduplicated\task307_DeduplicateInitializers.onnx,9000,9000,0,7454,7454,0,1,1,0,0
task308,outputs\reference_6275_flat\task308.onnx,outputs\candidates\ref6275_deduplicated\task308_DeduplicateInitializers.onnx,593,593,0,3875,3875,0,14,14,0,0
task309,outputs\reference_6275_flat\task309.onnx,outputs\candidates\ref6275_deduplicated\task309_DeduplicateInitializers.onnx,90,90,0,217,217,0,1,1,0,0
task310,outputs\reference_6275_flat\task310.onnx,outputs\candidates\ref6275_deduplicated\task310_DeduplicateInitializers.onnx,955,955,0,3379,3379,0,17,17,0,0
task311,outputs\reference_6275_flat\task311.onnx,outputs\candidates\ref6275_deduplicated\task311_DeduplicateInitializers.onnx,270,270,0,479,479,0,1,1,0,0
task312,outputs\reference_6275_flat\task312.onnx,outputs\candidates\ref6275_deduplicated\task312_DeduplicateInitializers.onnx,171,171,0,1202,1202,0,9,9,0,0
task313,outputs\reference_6275_flat\task313.onnx,outputs\candidates\ref6275_deduplicated\task313_DeduplicateInitializers.onnx,1437,1437,0,3668,3668,0,11,11,0,0
task314,outputs\reference_6275_flat\task314.onnx,outputs\candidates\ref6275_deduplicated\task314_DeduplicateInitializers.onnx,1536,1536,0,24532,24532,0,83,83,0,0
task315,outputs\reference_6275_flat\task315.onnx,outputs\candidates\ref6275_deduplicated\task315_DeduplicateInitializers.onnx,307,307,0,1461,1461,0,9,9,0,0
task316,outputs\reference_6275_flat\task316.onnx,outputs\candidates\ref6275_deduplicated\task316_DeduplicateInitializers.onnx,866,866,0,5631,5631,0,18,18,0,0
task317,outputs\reference_6275_flat\task317.onnx,outputs\candidates\ref6275_deduplicated\task317_DeduplicateInitializers.onnx,4500,4500,0,3798,3798,0,1,1,0,0
task318,outputs\reference_6275_flat\task318.onnx,outputs\candidates\ref6275_deduplicated\task318_DeduplicateInitializers.onnx,0,0,0,728,728,0,0,0,0,0
task319,outputs\reference_6275_flat\task319.onnx,outputs\candidates\ref6275_deduplicated\task319_DeduplicateInitializers.onnx,741,741,0,8028,8028,0,24,24,0,0
task320,outputs\reference_6275_flat\task320.onnx,outputs\candidates\ref6275_deduplicated\task320_DeduplicateInitializers.onnx,565,565,0,2183,2183,0,11,11,0,0
task321,outputs\reference_6275_flat\task321.onnx,outputs\candidates\ref6275_deduplicated\task321_DeduplicateInitializers.onnx,189,189,0,2349,2349,0,10,10,0,0
task322,outputs\reference_6275_flat\task322.onnx,outputs\candidates\ref6275_deduplicated\task322_DeduplicateInitializers.onnx,0,0,0,539,539,0,0,0,0,0
task323,outputs\reference_6275_flat\task323.onnx,outputs\candidates\ref6275_deduplicated\task323_DeduplicateInitializers.onnx,2055,2055,0,2479,2479,0,5,5,0,0
task324,outputs\reference_6275_flat\task324.onnx,outputs\candidates\ref6275_deduplicated\task324_DeduplicateInitializers.onnx,5310,5310,0,6861,6861,0,18,18,0,0
task325,outputs\reference_6275_flat\task325.onnx,outputs\candidates\ref6275_deduplicated\task325_DeduplicateInitializers.onnx,3996,3996,0,5072,5072,0,22,22,0,0
task326,outputs\reference_6275_flat\task326.onnx,outputs\candidates\ref6275_deduplicated\task326_DeduplicateInitializers.onnx,0,0,0,251,251,0,0,0,0,0
task327,outputs\reference_6275_flat\task327.onnx,outputs\candidates\ref6275_deduplicated\task327_DeduplicateInitializers.onnx,126,126,0,2321,2321,0,8,8,0,0
task328,outputs\reference_6275_flat\task328.onnx,outputs\candidates\ref6275_deduplicated\task328_DeduplicateInitializers.onnx,2532,2532,0,10607,10607,0,20,20,0,0
task329,outputs\reference_6275_flat\task329.onnx,outputs\candidates\ref6275_deduplicated\task329_DeduplicateInitializers.onnx,282,282,0,1652,1652,0,10,10,0,0
task330,outputs\reference_6275_flat\task330.onnx,outputs\candidates\ref6275_deduplicated\task330_DeduplicateInitializers.onnx,5579,5579,0,7080,7080,0,13,13,0,0
