task_id,source_model_path,output_model_path,source_cost,output_cost,cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,source_initializer_count,output_initializer_count,removed_unused_initializers,deduplicated_initializers
task158,outputs\current_6349_78_stack\overrides\task158.onnx,outputs\candidates\dedup_6349_78\task158_DeduplicateInitializers.onnx,2147,2147,0,21848,21848,0,56,56,0,0
task159,outputs\current_6349_78_stack\overrides\task159.onnx,outputs\candidates\dedup_6349_78\task159_DeduplicateInitializers.onnx,12549,12549,0,12822,12822,0,16,16,0,0
task160,outputs\current_6349_78_stack\overrides\task160.onnx,outputs\candidates\dedup_6349_78\task160_DeduplicateInitializers.onnx,363,363,0,2171,2171,0,10,10,0,0
task161,outputs\current_6349_78_stack\overrides\task161.onnx,outputs\candidates\dedup_6349_78\task161_DeduplicateInitializers.onnx,197,197,0,2998,2998,0,10,10,0,0
task162,outputs\current_6349_78_stack\overrides\task162.onnx,outputs\candidates\dedup_6349_78\task162_DeduplicateInitializers.onnx,183,183,0,2268,2268,0,11,11,0,0
task163,outputs\current_6349_78_stack\overrides\task163.onnx,outputs\candidates\dedup_6349_78\task163_DeduplicateInitializers.onnx,5643,5643,0,8017,8017,0,22,22,0,0
task164,outputs\current_6349_78_stack\overrides\task164.onnx,outputs\candidates\dedup_6349_78\task164_DeduplicateInitializers.onnx,270,270,0,479,479,0,1,1,0,0
task165,outputs\current_6349_78_stack\overrides\task165.onnx,outputs\candidates\dedup_6349_78\task165_DeduplicateInitializers.onnx,3162,3162,0,5614,5614,0,15,15,0,0
task166,outputs\current_6349_78_stack\overrides\task166.onnx,outputs\candidates\dedup_6349_78\task166_DeduplicateInitializers.onnx,267,267,0,1337,1337,0,9,9,0,0
task167,outputs\current_6349_78_stack\overrides\task167.onnx,outputs\candidates\dedup_6349_78\task167_DeduplicateInitializers.onnx,492,492,0,1420,1420,0,8,8,0,0
task168,outputs\current_6349_78_stack\overrides\task168.onnx,outputs\candidates\dedup_6349_78\task168_DeduplicateInitializers.onnx,675,675,0,4620,4620,0,10,10,0,0
task169,outputs\current_6349_78_stack\overrides\task169.onnx,outputs\candidates\dedup_6349_78\task169_DeduplicateInitializers.onnx,2436,2436,0,7208,7208,0,64,64,0,0
task170,outputs\current_6349_78_stack\overrides\task170.onnx,outputs\candidates\dedup_6349_78\task170_DeduplicateInitializers.onnx,1440,1440,0,50301,50301,0,36,36,0,0
task171,outputs\current_6349_78_stack\overrides\task171.onnx,outputs\candidates\dedup_6349_78\task171_DeduplicateInitializers.onnx,4550,4550,0,3825,3825,0,2,2,0,0
task172,outputs\current_6349_78_stack\overrides\task172.onnx,outputs\candidates\dedup_6349_78\task172_DeduplicateInitializers.onnx,270,270,0,479,479,0,1,1,0,0
task173,outputs\current_6349_78_stack\overrides\task173.onnx,outputs\candidates\dedup_6349_78\task173_DeduplicateInitializers.onnx,12944,12944,0,27588,27588,0,35,35,0,0
task174,outputs\current_6349_78_stack\overrides\task174.onnx,outputs\candidates\dedup_6349_78\task174_DeduplicateInitializers.onnx,547,547,0,4896,4896,0,19,19,0,0
task175,outputs\current_6349_78_stack\overrides\task175.onnx,outputs\candidates\dedup_6349_78\task175_DeduplicateInitializers.onnx,10069,10069,0,8709,8709,0,13,13,0,0
task176,outputs\current_6349_78_stack\overrides\task176.onnx,outputs\candidates\dedup_6349_78\task176_DeduplicateInitializers.onnx,504,504,0,1126,1126,0,9,9,0,0
task177,outputs\current_6349_78_stack\overrides\task177.onnx,outputs\candidates\dedup_6349_78\task177_DeduplicateInitializers.onnx,592,592,0,3077,3077,0,16,16,0,0
task178,outputs\current_6349_78_stack\overrides\task178.onnx,outputs\candidates\dedup_6349_78\task178_DeduplicateInitializers.onnx,755,755,0,6317,6317,0,20,20,0,0
task179,outputs\current_6349_78_stack\overrides\task179.onnx,outputs\candidates\dedup_6349_78\task179_DeduplicateInitializers.onnx,0,0,0,170,170,0,0,0,0,0
task180,outputs\current_6349_78_stack\overrides\task180.onnx,outputs\candidates\dedup_6349_78\task180_DeduplicateInitializers.onnx,2838,2838,0,2525,2525,0,5,5,0,0
task181,outputs\current_6349_78_stack\overrides\task181.onnx,outputs\candidates\dedup_6349_78\task181_DeduplicateInitializers.onnx,672,672,0,3083,3083,0,21,21,0,0
task182,outputs\current_6349_78_stack\overrides\task182.onnx,outputs\candidates\dedup_6349_78\task182_DeduplicateInitializers.onnx,3574,3574,0,11274,11274,0,40,40,0,0
task183,outputs\current_6349_78_stack\overrides\task183.onnx,outputs\candidates\dedup_6349_78\task183_DeduplicateInitializers.onnx,190,190,0,3009,3009,0,9,9,0,0
task184,outputs\current_6349_78_stack\overrides\task184.onnx,outputs\candidates\dedup_6349_78\task184_DeduplicateInitializers.onnx,48350,48350,0,43202,43202,0,20,20,0,0
task185,outputs\current_6349_78_stack\overrides\task185.onnx,outputs\candidates\dedup_6349_78\task185_DeduplicateInitializers.onnx,613,613,0,3227,3227,0,13,13,0,0
task186,outputs\current_6349_78_stack\overrides\task186.onnx,outputs\candidates\dedup_6349_78\task186_DeduplicateInitializers.onnx,156,156,0,888,888,0,5,5,0,0
task187,outputs\current_6349_78_stack\overrides\task187.onnx,outputs\candidates\dedup_6349_78\task187_DeduplicateInitializers.onnx,1894,1894,0,9705,9705,0,13,13,0,0
task188,outputs\current_6349_78_stack\overrides\task188.onnx,outputs\candidates\dedup_6349_78\task188_DeduplicateInitializers.onnx,312,312,0,3259,3259,0,15,15,0,0
task189,outputs\current_6349_78_stack\overrides\task189.onnx,outputs\candidates\dedup_6349_78\task189_DeduplicateInitializers.onnx,1449,1449,0,10578,10578,0,54,54,0,0
task190,outputs\current_6349_78_stack\overrides\task190.onnx,outputs\candidates\dedup_6349_78\task190_DeduplicateInitializers.onnx,1538,1538,0,8781,8781,0,40,40,0,0
task191,outputs\current_6349_78_stack\overrides\task191.onnx,outputs\candidates\dedup_6349_78\task191_DeduplicateInitializers.onnx,1647,1647,0,6296,6296,0,29,29,0,0
task192,outputs\current_6349_78_stack\overrides\task192.onnx,outputs\candidates\dedup_6349_78\task192_DeduplicateInitializers.onnx,436,436,0,2089,2089,0,10,10,0,0
task193,outputs\current_6349_78_stack\overrides\task193.onnx,outputs\candidates\dedup_6349_78\task193_DeduplicateInitializers.onnx,327,327,0,1925,1925,0,12,12,0,0
task194,outputs\current_6349_78_stack\overrides\task194.onnx,outputs\candidates\dedup_6349_78\task194_DeduplicateInitializers.onnx,437,437,0,703,703,0,3,3,0,0
task195,outputs\current_6349_78_stack\overrides\task195.onnx,outputs\candidates\dedup_6349_78\task195_DeduplicateInitializers.onnx,4073,4073,0,5381,5381,0,10,10,0,0
task196,outputs\current_6349_78_stack\overrides\task196.onnx,outputs\candidates\dedup_6349_78\task196_DeduplicateInitializers.onnx,342,342,0,3491,3491,0,13,13,0,0
task197,outputs\current_6349_78_stack\overrides\task197.onnx,outputs\candidates\dedup_6349_78\task197_DeduplicateInitializers.onnx,66,66,0,1223,1223,0,7,7,0,0
task198,outputs\current_6349_78_stack\overrides\task198.onnx,outputs\candidates\dedup_6349_78\task198_DeduplicateInitializers.onnx,5063,5063,0,7227,7227,0,29,29,0,0
task199,outputs\current_6349_78_stack\overrides\task199.onnx,outputs\candidates\dedup_6349_78\task199_DeduplicateInitializers.onnx,378,378,0,2948,2948,0,14,14,0,0
task200,outputs\current_6349_78_stack\overrides\task200.onnx,outputs\candidates\dedup_6349_78\task200_DeduplicateInitializers.onnx,326,326,0,3848,3848,0,17,17,0,0
task201,outputs\current_6349_78_stack\overrides\task201.onnx,outputs\candidates\dedup_6349_78\task201_DeduplicateInitializers.onnx,1374,1374,0,9475,9475,0,20,20,0,0
task202,outputs\current_6349_78_stack\overrides\task202.onnx,outputs\candidates\dedup_6349_78\task202_DeduplicateInitializers.onnx,152,152,0,2010,2010,0,8,8,0,0
task203,outputs\current_6349_78_stack\overrides\task203.onnx,outputs\candidates\dedup_6349_78\task203_DeduplicateInitializers.onnx,5632,5632,0,4915,4915,0,11,11,0,0
task204,outputs\current_6349_78_stack\overrides\task204.onnx,outputs\candidates\dedup_6349_78\task204_DeduplicateInitializers.onnx,5922,5922,0,6678,6678,0,21,21,0,0
task205,outputs\current_6349_78_stack\overrides\task205.onnx,outputs\candidates\dedup_6349_78\task205_DeduplicateInitializers.onnx,3521,3521,0,6928,6928,0,35,35,0,0
task206,outputs\current_6349_78_stack\overrides\task206.onnx,outputs\candidates\dedup_6349_78\task206_DeduplicateInitializers.onnx,362,362,0,4022,4022,0,15,15,0,0
task207,outputs\current_6349_78_stack\overrides\task207.onnx,outputs\candidates\dedup_6349_78\task207_DeduplicateInitializers.onnx,303,303,0,1979,1979,0,15,15,0,0
task208,outputs\current_6349_78_stack\overrides\task208.onnx,outputs\candidates\dedup_6349_78\task208_DeduplicateInitializers.onnx,1806,1806,0,16291,16291,0,39,39,0,0
task209,outputs\current_6349_78_stack\overrides\task209.onnx,outputs\candidates\dedup_6349_78\task209_DeduplicateInitializers.onnx,873,873,0,12277,12277,0,26,26,0,0
task210,outputs\current_6349_78_stack\overrides\task210.onnx,outputs\candidates\dedup_6349_78\task210_DeduplicateInitializers.onnx,270,270,0,479,479,0,1,1,0,0
task211,outputs\current_6349_78_stack\overrides\task211.onnx,outputs\candidates\dedup_6349_78\task211_DeduplicateInitializers.onnx,437,437,0,703,703,0,3,3,0,0
task212,outputs\current_6349_78_stack\overrides\task212.onnx,outputs\candidates\dedup_6349_78\task212_DeduplicateInitializers.onnx,618,618,0,5951,5951,0,16,16,0,0
task213,outputs\current_6349_78_stack\overrides\task213.onnx,outputs\candidates\dedup_6349_78\task213_DeduplicateInitializers.onnx,489,489,0,2314,2314,0,13,13,0,0
task214,outputs\current_6349_78_stack\overrides\task214.onnx,outputs\candidates\dedup_6349_78\task214_DeduplicateInitializers.onnx,407,407,0,679,679,0,3,3,0,0
task215,outputs\current_6349_78_stack\overrides\task215.onnx,outputs\candidates\dedup_6349_78\task215_DeduplicateInitializers.onnx,356,356,0,1729,1729,0,7,7,0,0
task216,outputs\current_6349_78_stack\overrides\task216.onnx,outputs\candidates\dedup_6349_78\task216_DeduplicateInitializers.onnx,893,893,0,10165,10165,0,11,11,0,0
task217,outputs\current_6349_78_stack\overrides\task217.onnx,outputs\candidates\dedup_6349_78\task217_DeduplicateInitializers.onnx,203,203,0,1350,1350,0,5,5,0,0
task218,outputs\current_6349_78_stack\overrides\task218.onnx,outputs\candidates\dedup_6349_78\task218_DeduplicateInitializers.onnx,330,330,0,5807,5807,0,21,21,0,0
task219,outputs\current_6349_78_stack\overrides\task219.onnx,outputs\candidates\dedup_6349_78\task219_DeduplicateInitializers.onnx,1628,1628,0,16584,16584,0,53,53,0,0
task220,outputs\current_6349_78_stack\overrides\task220.onnx,outputs\candidates\dedup_6349_78\task220_DeduplicateInitializers.onnx,4500,4500,0,3798,3798,0,1,1,0,0
task221,outputs\current_6349_78_stack\overrides\task221.onnx,outputs\candidates\dedup_6349_78\task221_DeduplicateInitializers.onnx,15226,15226,0,12415,12415,0,26,26,0,0
task222,outputs\current_6349_78_stack\overrides\task222.onnx,outputs\candidates\dedup_6349_78\task222_DeduplicateInitializers.onnx,405,405,0,2578,2578,0,11,11,0,0
task223,outputs\current_6349_78_stack\overrides\task223.onnx,outputs\candidates\dedup_6349_78\task223_DeduplicateInitializers.onnx,450,450,0,587,587,0,1,1,0,0
task224,outputs\current_6349_78_stack\overrides\task224.onnx,outputs\candidates\dedup_6349_78\task224_DeduplicateInitializers.onnx,690,690,0,4703,4703,0,17,17,0,0
task225,outputs\current_6349_78_stack\overrides\task225.onnx,outputs\candidates\dedup_6349_78\task225_DeduplicateInitializers.onnx,2387,2387,0,5688,5688,0,24,24,0,0
task226,outputs\current_6349_78_stack\overrides\task226.onnx,outputs\candidates\dedup_6349_78\task226_DeduplicateInitializers.onnx,621,621,0,4625,4625,0,15,15,0,0
task227,outputs\current_6349_78_stack\overrides\task227.onnx,outputs\candidates\dedup_6349_78\task227_DeduplicateInitializers.onnx,235,235,0,1175,1175,0,6,6,0,0
task228,outputs\current_6349_78_stack\overrides\task228.onnx,outputs\candidates\dedup_6349_78\task228_DeduplicateInitializers.onnx,492,492,0,2649,2649,0,15,15,0,0
task229,outputs\current_6349_78_stack\overrides\task229.onnx,outputs\candidates\dedup_6349_78\task229_DeduplicateInitializers.onnx,333,333,0,1379,1379,0,12,12,0,0
task230,outputs\current_6349_78_stack\overrides\task230.onnx,outputs\candidates\dedup_6349_78\task230_DeduplicateInitializers.onnx,4500,4500,0,3798,3798,0,1,1,0,0
task231,outputs\current_6349_78_stack\overrides\task231.onnx,outputs\candidates\dedup_6349_78\task231_DeduplicateInitializers.onnx,481,481,0,4556,4556,0,12,12,0,0
task232,outputs\current_6349_78_stack\overrides\task232.onnx,outputs\candidates\dedup_6349_78\task232_DeduplicateInitializers.onnx,273,273,0,1616,1616,0,14,14,0,0
task233,outputs\current_6349_78_stack\overrides\task233.onnx,outputs\candidates\dedup_6349_78\task233_DeduplicateInitializers.onnx,6293,6293,0,22950,22950,0,53,53,0,0
task234,outputs\current_6349_78_stack\overrides\task234.onnx,outputs\candidates\dedup_6349_78\task234_DeduplicateInitializers.onnx,348,348,0,4106,4106,0,14,14,0,0
task235,outputs\current_6349_78_stack\overrides\task235.onnx,outputs\candidates\dedup_6349_78\task235_DeduplicateInitializers.onnx,592,592,0,3142,3142,0,19,19,0,0
task236,outputs\current_6349_78_stack\overrides\task236.onnx,outputs\candidates\dedup_6349_78\task236_DeduplicateInitializers.onnx,3,3,0,623,623,0,1,1,0,0
task237,outputs\current_6349_78_stack\overrides\task237.onnx,outputs\candidates\dedup_6349_78\task237_DeduplicateInitializers.onnx,291,291,0,1637,1637,0,11,11,0,0
task238,outputs\current_6349_78_stack\overrides\task238.onnx,outputs\candidates\dedup_6349_78\task238_DeduplicateInitializers.onnx,4467,4467,0,12003,12003,0,38,38,0,0
task239,outputs\current_6349_78_stack\overrides\task239.onnx,outputs\candidates\dedup_6349_78\task239_DeduplicateInitializers.onnx,1284,1284,0,3315,3315,0,19,19,0,0
task240,outputs\current_6349_78_stack\overrides\task240.onnx,outputs\candidates\dedup_6349_78\task240_DeduplicateInitializers.onnx,60767,60767,0,48169,48169,0,11,11,0,0
task241,outputs\current_6349_78_stack\overrides\task241.onnx,outputs\candidates\dedup_6349_78\task241_DeduplicateInitializers.onnx,0,0,0,170,170,0,0,0,0,0
task242,outputs\current_6349_78_stack\overrides\task242.onnx,outputs\candidates\dedup_6349_78\task242_DeduplicateInitializers.onnx,398,398,0,1736,1736,0,7,7,0,0
task243,outputs\current_6349_78_stack\overrides\task243.onnx,outputs\candidates\dedup_6349_78\task243_DeduplicateInitializers.onnx,866,866,0,8266,8266,0,24,24,0,0
task244,outputs\current_6349_78_stack\overrides\task244.onnx,outputs\candidates\dedup_6349_78\task244_DeduplicateInitializers.onnx,425,425,0,4574,4574,0,31,31,0,0
task245,outputs\current_6349_78_stack\overrides\task245.onnx,outputs\candidates\dedup_6349_78\task245_DeduplicateInitializers.onnx,342,342,0,2751,2751,0,15,15,0,0
task246,outputs\current_6349_78_stack\overrides\task246.onnx,outputs\candidates\dedup_6349_78\task246_DeduplicateInitializers.onnx,1079,1079,0,3824,3824,0,11,11,0,0
task247,outputs\current_6349_78_stack\overrides\task247.onnx,outputs\candidates\dedup_6349_78\task247_DeduplicateInitializers.onnx,178,178,0,2060,2060,0,7,7,0,0
task248,outputs\current_6349_78_stack\overrides\task248.onnx,outputs\candidates\dedup_6349_78\task248_DeduplicateInitializers.onnx,9100,9100,0,8306,8306,0,6,6,0,0
task249,outputs\current_6349_78_stack\overrides\task249.onnx,outputs\candidates\dedup_6349_78\task249_DeduplicateInitializers.onnx,178,178,0,946,946,0,5,5,0,0
task250,outputs\current_6349_78_stack\overrides\task250.onnx,outputs\candidates\dedup_6349_78\task250_DeduplicateInitializers.onnx,371,371,0,14610,14610,0,18,18,0,0
task251,outputs\current_6349_78_stack\overrides\task251.onnx,outputs\candidates\dedup_6349_78\task251_DeduplicateInitializers.onnx,174,174,0,5106,5106,0,13,13,0,0
task252,outputs\current_6349_78_stack\overrides\task252.onnx,outputs\candidates\dedup_6349_78\task252_DeduplicateInitializers.onnx,996,996,0,3201,3201,0,19,19,0,0
task253,outputs\current_6349_78_stack\overrides\task253.onnx,outputs\candidates\dedup_6349_78\task253_DeduplicateInitializers.onnx,2407,2407,0,3510,3510,0,13,13,0,0
task254,outputs\current_6349_78_stack\overrides\task254.onnx,outputs\candidates\dedup_6349_78\task254_DeduplicateInitializers.onnx,918,918,0,4960,4960,0,27,27,0,0
task255,outputs\current_6349_78_stack\overrides\task255.onnx,outputs\candidates\dedup_6349_78\task255_DeduplicateInitializers.onnx,2016,2016,0,10289,10289,0,36,36,0,0
task256,outputs\current_6349_78_stack\overrides\task256.onnx,outputs\candidates\dedup_6349_78\task256_DeduplicateInitializers.onnx,339,339,0,4194,4194,0,16,16,0,0
task257,outputs\current_6349_78_stack\overrides\task257.onnx,outputs\candidates\dedup_6349_78\task257_DeduplicateInitializers.onnx,375,375,0,1369,1369,0,11,11,0,0
task258,outputs\current_6349_78_stack\overrides\task258.onnx,outputs\candidates\dedup_6349_78\task258_DeduplicateInitializers.onnx,800,800,0,880,880,0,2,2,0,0
task259,outputs\current_6349_78_stack\overrides\task259.onnx,outputs\candidates\dedup_6349_78\task259_DeduplicateInitializers.onnx,382,382,0,3882,3882,0,15,15,0,0
task260,outputs\current_6349_78_stack\overrides\task260.onnx,outputs\candidates\dedup_6349_78\task260_DeduplicateInitializers.onnx,525,525,0,3816,3816,0,14,14,0,0
task261,outputs\current_6349_78_stack\overrides\task261.onnx,outputs\candidates\dedup_6349_78\task261_DeduplicateInitializers.onnx,1000,1000,0,995,995,0,1,1,0,0
task262,outputs\current_6349_78_stack\overrides\task262.onnx,outputs\candidates\dedup_6349_78\task262_DeduplicateInitializers.onnx,206,206,0,903,903,0,10,10,0,0
task263,outputs\current_6349_78_stack\overrides\task263.onnx,outputs\candidates\dedup_6349_78\task263_DeduplicateInitializers.onnx,369,369,0,6815,6815,0,24,24,0,0
task264,outputs\current_6349_78_stack\overrides\task264.onnx,outputs\candidates\dedup_6349_78\task264_DeduplicateInitializers.onnx,6570,6570,0,9312,9312,0,17,17,0,0
task265,outputs\current_6349_78_stack\overrides\task265.onnx,outputs\candidates\dedup_6349_78\task265_DeduplicateInitializers.onnx,507,507,0,2076,2076,0,11,11,0,0
task266,outputs\current_6349_78_stack\overrides\task266.onnx,outputs\candidates\dedup_6349_78\task266_DeduplicateInitializers.onnx,4550,4550,0,3825,3825,0,2,2,0,0
task267,outputs\current_6349_78_stack\overrides\task267.onnx,outputs\candidates\dedup_6349_78\task267_DeduplicateInitializers.onnx,315,315,0,1202,1202,0,13,13,0,0
task268,outputs\current_6349_78_stack\overrides\task268.onnx,outputs\candidates\dedup_6349_78\task268_DeduplicateInitializers.onnx,309,309,0,6821,6821,0,14,14,0,0
task269,outputs\current_6349_78_stack\overrides\task269.onnx,outputs\candidates\dedup_6349_78\task269_DeduplicateInitializers.onnx,420,420,0,2336,2336,0,18,18,0,0
task270,outputs\current_6349_78_stack\overrides\task270.onnx,outputs\candidates\dedup_6349_78\task270_DeduplicateInitializers.onnx,4357,4357,0,13846,13846,0,23,23,0,0
task271,outputs\current_6349_78_stack\overrides\task271.onnx,outputs\candidates\dedup_6349_78\task271_DeduplicateInitializers.onnx,439,439,0,1993,1993,0,10,10,0,0
task272,outputs\current_6349_78_stack\overrides\task272.onnx,outputs\candidates\dedup_6349_78\task272_DeduplicateInitializers.onnx,2300,2300,0,2039,2039,0,2,2,0,0
task273,outputs\current_6349_78_stack\overrides\task273.onnx,outputs\candidates\dedup_6349_78\task273_DeduplicateInitializers.onnx,270,270,0,1670,1670,0,13,13,0,0
task274,outputs\current_6349_78_stack\overrides\task274.onnx,outputs\candidates\dedup_6349_78\task274_DeduplicateInitializers.onnx,645,645,0,2503,2503,0,11,11,0,0
task275,outputs\current_6349_78_stack\overrides\task275.onnx,outputs\candidates\dedup_6349_78\task275_DeduplicateInitializers.onnx,835,835,0,6467,6467,0,36,36,0,0
task276,outputs\current_6349_78_stack\overrides\task276.onnx,outputs\candidates\dedup_6349_78\task276_DeduplicateInitializers.onnx,90,90,0,217,217,0,1,1,0,0
task277,outputs\current_6349_78_stack\overrides\task277.onnx,outputs\candidates\dedup_6349_78\task277_DeduplicateInitializers.onnx,876,876,0,6735,6735,0,16,16,0,0
task278,outputs\current_6349_78_stack\overrides\task278.onnx,outputs\candidates\dedup_6349_78\task278_DeduplicateInitializers.onnx,1248,1248,0,2799,2799,0,12,12,0,0
task279,outputs\current_6349_78_stack\overrides\task279.onnx,outputs\candidates\dedup_6349_78\task279_DeduplicateInitializers.onnx,5271,5271,0,10314,10314,0,10,10,0,0
task280,outputs\current_6349_78_stack\overrides\task280.onnx,outputs\candidates\dedup_6349_78\task280_DeduplicateInitializers.onnx,2867,2867,0,15463,15463,0,17,17,0,0
task281,outputs\current_6349_78_stack\overrides\task281.onnx,outputs\candidates\dedup_6349_78\task281_DeduplicateInitializers.onnx,2499,2499,0,5824,5824,0,15,15,0,0
task282,outputs\current_6349_78_stack\overrides\task282.onnx,outputs\candidates\dedup_6349_78\task282_DeduplicateInitializers.onnx,4500,4500,0,3798,3798,0,1,1,0,0
task283,outputs\current_6349_78_stack\overrides\task283.onnx,outputs\candidates\dedup_6349_78\task283_DeduplicateInitializers.onnx,4550,4550,0,3825,3825,0,2,2,0,0
task284,outputs\current_6349_78_stack\overrides\task284.onnx,outputs\candidates\dedup_6349_78\task284_DeduplicateInitializers.onnx,1559,1559,0,9092,9092,0,19,19,0,0
task285,outputs\current_6349_78_stack\overrides\task285.onnx,outputs\candidates\dedup_6349_78\task285_DeduplicateInitializers.onnx,14882,14882,0,65829,65829,0,49,49,0,0
task286,outputs\current_6349_78_stack\overrides\task286.onnx,outputs\candidates\dedup_6349_78\task286_DeduplicateInitializers.onnx,3983,3983,0,11675,11675,0,11,11,0,0
task287,outputs\current_6349_78_stack\overrides\task287.onnx,outputs\candidates\dedup_6349_78\task287_DeduplicateInitializers.onnx,247,247,0,1686,1686,0,13,13,0,0
task288,outputs\current_6349_78_stack\overrides\task288.onnx,outputs\candidates\dedup_6349_78\task288_DeduplicateInitializers.onnx,345,345,0,5948,5948,0,15,15,0,0
task289,outputs\current_6349_78_stack\overrides\task289.onnx,outputs\candidates\dedup_6349_78\task289_DeduplicateInitializers.onnx,420,420,0,2021,2021,0,17,17,0,0
task290,outputs\current_6349_78_stack\overrides\task290.onnx,outputs\candidates\dedup_6349_78\task290_DeduplicateInitializers.onnx,391,391,0,3323,3323,0,14,14,0,0
task291,outputs\current_6349_78_stack\overrides\task291.onnx,outputs\candidates\dedup_6349_78\task291_DeduplicateInitializers.onnx,4731,4731,0,6009,6009,0,9,9,0,0
task292,outputs\current_6349_78_stack\overrides\task292.onnx,outputs\candidates\dedup_6349_78\task292_DeduplicateInitializers.onnx,339,339,0,1065,1065,0,9,9,0,0
task293,outputs\current_6349_78_stack\overrides\task293.onnx,outputs\candidates\dedup_6349_78\task293_DeduplicateInitializers.onnx,597,597,0,4426,4426,0,20,20,0,0
task294,outputs\current_6349_78_stack\overrides\task294.onnx,outputs\candidates\dedup_6349_78\task294_DeduplicateInitializers.onnx,4550,4550,0,3825,3825,0,2,2,0,0
task295,outputs\current_6349_78_stack\overrides\task295.onnx,outputs\candidates\dedup_6349_78\task295_DeduplicateInitializers.onnx,291,291,0,1889,1889,0,11,11,0,0
task296,outputs\current_6349_78_stack\overrides\task296.onnx,outputs\candidates\dedup_6349_78\task296_DeduplicateInitializers.onnx,1837,1837,0,2803,2803,0,11,11,0,0
task297,outputs\current_6349_78_stack\overrides\task297.onnx,outputs\candidates\dedup_6349_78\task297_DeduplicateInitializers.onnx,369,369,0,3233,3233,0,17,17,0,0
task298,outputs\current_6349_78_stack\overrides\task298.onnx,outputs\candidates\dedup_6349_78\task298_DeduplicateInitializers.onnx,1756,1756,0,3337,3337,0,19,19,0,0
task299,outputs\current_6349_78_stack\overrides\task299.onnx,outputs\candidates\dedup_6349_78\task299_DeduplicateInitializers.onnx,342,342,0,1405,1405,0,8,8,0,0
task300,outputs\current_6349_78_stack\overrides\task300.onnx,outputs\candidates\dedup_6349_78\task300_DeduplicateInitializers.onnx,852,852,0,4454,4454,0,14,14,0,0
task301,outputs\current_6349_78_stack\overrides\task301.onnx,outputs\candidates\dedup_6349_78\task301_DeduplicateInitializers.onnx,906,906,0,3697,3697,0,11,11,0,0
task302,outputs\current_6349_78_stack\overrides\task302.onnx,outputs\candidates\dedup_6349_78\task302_DeduplicateInitializers.onnx,180,180,0,4372,4372,0,4,4,0,0
task303,outputs\current_6349_78_stack\overrides\task303.onnx,outputs\candidates\dedup_6349_78\task303_DeduplicateInitializers.onnx,40,40,0,1120,1120,0,4,4,0,0
task304,outputs\current_6349_78_stack\overrides\task304.onnx,outputs\candidates\dedup_6349_78\task304_DeduplicateInitializers.onnx,271,271,0,1879,1879,0,8,8,0,0
task305,outputs\current_6349_78_stack\overrides\task305.onnx,outputs\candidates\dedup_6349_78\task305_DeduplicateInitializers.onnx,1452,1452,0,1865,1865,0,4,4,0,0
task306,outputs\current_6349_78_stack\overrides\task306.onnx,outputs\candidates\dedup_6349_78\task306_DeduplicateInitializers.onnx,605,605,0,4101,4101,0,31,31,0,0
task307,outputs\current_6349_78_stack\overrides\task307.onnx,outputs\candidates\dedup_6349_78\task307_DeduplicateInitializers.onnx,200,200,0,387,387,0,1,1,0,0
task308,outputs\current_6349_78_stack\overrides\task308.onnx,outputs\candidates\dedup_6349_78\task308_DeduplicateInitializers.onnx,593,593,0,3875,3875,0,14,14,0,0
task309,outputs\current_6349_78_stack\overrides\task309.onnx,outputs\candidates\dedup_6349_78\task309_DeduplicateInitializers.onnx,90,90,0,217,217,0,1,1,0,0
task310,outputs\current_6349_78_stack\overrides\task310.onnx,outputs\candidates\dedup_6349_78\task310_DeduplicateInitializers.onnx,955,955,0,3379,3379,0,17,17,0,0
task311,outputs\current_6349_78_stack\overrides\task311.onnx,outputs\candidates\dedup_6349_78\task311_DeduplicateInitializers.onnx,270,270,0,479,479,0,1,1,0,0
task312,outputs\current_6349_78_stack\overrides\task312.onnx,outputs\candidates\dedup_6349_78\task312_DeduplicateInitializers.onnx,171,171,0,1202,1202,0,9,9,0,0
task313,outputs\current_6349_78_stack\overrides\task313.onnx,outputs\candidates\dedup_6349_78\task313_DeduplicateInitializers.onnx,1437,1437,0,3668,3668,0,11,11,0,0
task314,outputs\current_6349_78_stack\overrides\task314.onnx,outputs\candidates\dedup_6349_78\task314_DeduplicateInitializers.onnx,2500,2500,0,2225,2225,0,2,2,0,0
task315,outputs\current_6349_78_stack\overrides\task315.onnx,outputs\candidates\dedup_6349_78\task315_DeduplicateInitializers.onnx,307,307,0,1461,1461,0,9,9,0,0
task316,outputs\current_6349_78_stack\overrides\task316.onnx,outputs\candidates\dedup_6349_78\task316_DeduplicateInitializers.onnx,866,866,0,5631,5631,0,18,18,0,0
task317,outputs\current_6349_78_stack\overrides\task317.onnx,outputs\candidates\dedup_6349_78\task317_DeduplicateInitializers.onnx,4500,4500,0,3798,3798,0,1,1,0,0
task318,outputs\current_6349_78_stack\overrides\task318.onnx,outputs\candidates\dedup_6349_78\task318_DeduplicateInitializers.onnx,3,3,0,708,708,0,1,1,0,0
task319,outputs\current_6349_78_stack\overrides\task319.onnx,outputs\candidates\dedup_6349_78\task319_DeduplicateInitializers.onnx,741,741,0,7991,7991,0,24,24,0,0
