task_id,selected_source,selected_model_path,selected_estimated_cost,selected_file_size_bytes,ref6275_valid,ref6275_estimated_cost,ref6275_file_size_bytes,ref6275_failure_reason,ref6348_base_valid,ref6348_base_estimated_cost,ref6348_base_file_size_bytes,ref6348_base_failure_reason,ref6348_overrides_valid,ref6348_overrides_estimated_cost,ref6348_overrides_file_size_bytes,ref6348_overrides_failure_reason,best_6348_source,best_6348_estimated_cost,cost_delta_6275_minus_best_6348
task151,ref6348_base,outputs\reference_6348_56_stack\base_submission\task151.onnx,525,2352,True,4550,3880,,True,525,2352,,True,4550,3880,,ref6348_base,525,4025
task152,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task152.onnx,437,703,True,9000,7454,,True,9000,7454,,True,437,703,,ref6348_overrides,437,8563
task153,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task153.onnx,806,8954,True,1149,11725,,True,26811,862351,,True,806,8954,,ref6348_overrides,806,343
task154,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task154.onnx,3182,4963,True,3318,6366,,True,4966,7650,,True,3182,4963,,ref6348_overrides,3182,136
task155,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task155.onnx,196,618,True,196,618,,True,311,1347,,True,196,618,,ref6348_overrides,196,0
task156,ref6348_base,outputs\reference_6348_56_stack\base_submission\task156.onnx,2979,7856,True,5888,48746,,True,2979,7856,,True,5852,26646,,ref6348_base,2979,2909
task157,ref6275,outputs\reference_6275_flat\task157.onnx,1887,151146,True,1887,151146,,True,1023477,857911,,True,3197,182274,,ref6348_overrides,3197,-1310
task158,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task158.onnx,2147,21848,True,2147,33661,,True,4613,95337,,True,2147,21848,,ref6348_overrides,2147,0
task159,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task159.onnx,12549,12822,True,12549,12822,,True,12549,12966,,True,12549,12822,,ref6348_overrides,12549,0
task160,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task160.onnx,363,2171,True,363,2171,,True,571,2362,,True,363,2171,,ref6348_overrides,363,0
task161,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task161.onnx,197,2998,True,240,4323,,True,389,6008,,True,197,2998,,ref6348_overrides,197,43
task162,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task162.onnx,183,2268,True,183,2268,,True,183,2268,,True,183,2268,,ref6348_overrides,183,0
task163,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task163.onnx,5643,8017,True,6681,11364,,True,9439,13875,,True,5643,8017,,ref6348_overrides,5643,1038
task164,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task164.onnx,270,479,True,270,479,,True,270,479,,True,270,479,,ref6348_overrides,270,0
task165,ref6348_base,outputs\reference_6348_56_stack\base_submission\task165.onnx,3162,4910,True,3162,5614,,True,3162,4910,,True,3162,5614,,ref6348_base,3162,0
task166,ref6275,outputs\reference_6275_flat\task166.onnx,267,1318,True,267,1318,,True,289,1628,,True,267,1337,,ref6348_overrides,267,0
task167,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task167.onnx,492,1420,True,1020,1673,,True,1562,2375,,True,492,1420,,ref6348_overrides,492,528
task168,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task168.onnx,675,4620,True,675,4620,,True,1505,7297,,True,675,4620,,ref6348_overrides,675,0
task169,ref6275,outputs\reference_6275_flat\task169.onnx,2133,20785,True,2133,20785,,True,4799,23816,,True,2436,7208,,ref6348_overrides,2436,-303
task170,ref6275,outputs\reference_6275_flat\task170.onnx,1425,50577,True,1425,50577,,True,19255,64849,,True,1440,50301,,ref6348_overrides,1440,-15
task171,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task171.onnx,4550,3825,True,4550,3825,,True,4550,3825,,True,4550,3825,,ref6348_overrides,4550,0
task172,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task172.onnx,270,479,True,270,479,,True,270,479,,True,270,479,,ref6348_overrides,270,0
task173,ref6348_base,outputs\reference_6348_56_stack\base_submission\task173.onnx,751,10108,True,753,10061,,True,751,10108,,True,12944,27588,,ref6348_base,751,2
task174,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task174.onnx,547,4896,True,614,61839,,True,614,61839,,True,547,4896,,ref6348_overrides,547,67
task175,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task175.onnx,10069,8709,True,13677,12317,,True,13787,12412,,True,10069,8709,,ref6348_overrides,10069,3608
task176,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task176.onnx,504,1126,True,504,1126,,True,696,1420,,True,504,1126,,ref6348_overrides,504,0
task177,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task177.onnx,592,3077,True,912,3189,,True,945,4180,,True,592,3077,,ref6348_overrides,592,320
task178,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task178.onnx,755,6317,True,755,6317,,True,3009,11303,,True,755,6317,,ref6348_overrides,755,0
task179,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task179.onnx,0,170,True,0,170,,True,0,170,,True,0,170,,ref6348_overrides,0,0
task180,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task180.onnx,2838,2525,True,2838,2525,,True,4658,4414,,True,2838,2525,,ref6348_overrides,2838,0
task181,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task181.onnx,672,3083,True,672,3083,,True,672,3083,,True,672,3083,,ref6348_overrides,672,0
task182,ref6348_base,outputs\reference_6348_56_stack\base_submission\task182.onnx,2930,70465,True,3574,19158,,True,2930,70465,,True,3574,11274,,ref6348_base,2930,644
task183,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task183.onnx,190,3009,True,200,4662,,True,250,4645,,True,190,3009,,ref6348_overrides,190,10
task184,ref6348_base,outputs\reference_6348_56_stack\base_submission\task184.onnx,250,6934,True,48350,43202,,True,250,6934,,True,48350,43202,,ref6348_base,250,48100
task185,ref6348_base,outputs\reference_6348_56_stack\base_submission\task185.onnx,595,18881,True,595,18881,,True,595,18881,,True,613,3227,,ref6348_base,595,0
task186,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task186.onnx,156,888,True,192,924,,True,1994,2418,,True,156,888,,ref6348_overrides,156,36
task187,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task187.onnx,1894,9705,True,1894,9705,,True,1899,8852,,True,1894,9705,,ref6348_overrides,1894,0
task188,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task188.onnx,312,3259,True,312,3259,,True,352,4356,,True,312,3259,,ref6348_overrides,312,0
task189,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task189.onnx,1449,10578,True,1449,10578,,True,1968,8560,,True,1449,10578,,ref6348_overrides,1449,0
task190,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task190.onnx,1538,8781,True,1538,8781,,True,1538,8781,,True,1538,8781,,ref6348_overrides,1538,0
task191,ref6348_base,outputs\reference_6348_56_stack\base_submission\task191.onnx,773,132233,True,3831,10881,,True,773,132233,,True,1647,6296,,ref6348_base,773,3058
task192,ref6348_base,outputs\reference_6348_56_stack\base_submission\task192.onnx,327,2511,True,436,2089,,True,327,2511,,True,436,2089,,ref6348_base,327,109
task193,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task193.onnx,327,1925,True,327,1925,,True,327,1925,,True,327,1925,,ref6348_overrides,327,0
task194,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task194.onnx,437,703,True,9000,7454,,True,9000,7454,,True,437,703,,ref6348_overrides,437,8563
task195,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task195.onnx,4073,5381,True,4073,5381,,True,4073,5381,,True,4073,5381,,ref6348_overrides,4073,0
task196,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task196.onnx,342,3491,True,342,3491,,True,431,3457,,True,342,3491,,ref6348_overrides,342,0
task197,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task197.onnx,66,1223,True,66,1223,,True,92,1758,,True,66,1223,,ref6348_overrides,66,0
task198,ref6348_base,outputs\reference_6348_56_stack\base_submission\task198.onnx,2799,6979,True,2799,6979,,True,2799,6979,,True,5063,7227,,ref6348_base,2799,0
task199,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task199.onnx,378,2948,True,378,2948,,True,378,2948,,True,378,2948,,ref6348_overrides,378,0
task200,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task200.onnx,326,3848,True,326,3848,,True,990050,797905,,True,326,3848,,ref6348_overrides,326,0
task201,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task201.onnx,1374,9475,True,1374,9668,,True,3246,10924,,True,1374,9475,,ref6348_overrides,1374,0
task202,ref6348_base,outputs\reference_6348_56_stack\base_submission\task202.onnx,50,3582,True,50,3582,,True,50,3582,,True,152,2010,,ref6348_base,50,0
task203,ref6275,outputs\reference_6275_flat\task203.onnx,484,2814,True,484,2814,,True,3544,6437,,True,5632,4915,,ref6348_base,3544,-3060
task204,ref6348_base,outputs\reference_6348_56_stack\base_submission\task204.onnx,3202,5801,True,3563,7250,,True,3202,5801,,True,5922,6678,,ref6348_base,3202,361
task205,ref6348_base,outputs\reference_6348_56_stack\base_submission\task205.onnx,1114,48510,True,5466,33601,,True,1114,48510,,True,3521,6928,,ref6348_base,1114,4352
task206,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task206.onnx,362,4022,True,362,4022,,True,1020,20303,,True,362,4022,,ref6348_overrides,362,0
task207,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task207.onnx,303,1979,True,303,1979,,True,307,2330,,True,303,1979,,ref6348_overrides,303,0
task208,ref6275,outputs\reference_6275_flat\task208.onnx,1806,15747,True,1806,15747,,True,1806,15885,,True,1806,16291,,ref6348_base,1806,0
task209,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task209.onnx,873,12277,True,875,12354,,True,1170350,1294052,,True,873,12277,,ref6348_overrides,873,2
task210,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task210.onnx,270,479,True,270,479,,True,270,479,,True,270,479,,ref6348_overrides,270,0
task211,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task211.onnx,437,703,True,9000,7454,,True,9000,7454,,True,437,703,,ref6348_overrides,437,8563
task212,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task212.onnx,618,5951,True,618,5951,,True,1321,6853,,True,618,5951,,ref6348_overrides,618,0
task213,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task213.onnx,489,2314,True,960,26793,,True,660,25091,,True,489,2314,,ref6348_overrides,489,471
task214,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task214.onnx,407,679,True,9000,7454,,True,9000,7454,,True,407,679,,ref6348_overrides,407,8593
task215,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task215.onnx,356,1729,True,356,1729,,True,559,4015,,True,356,1729,,ref6348_overrides,356,0
task216,ref6275,outputs\reference_6275_flat\task216.onnx,888,11027,True,888,11027,,True,888,20396,,True,893,10165,,ref6348_base,888,0
task217,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task217.onnx,203,1350,True,203,1350,,True,5649,7268,,True,203,1350,,ref6348_overrides,203,0
task218,ref6348_base,outputs\reference_6348_56_stack\base_submission\task218.onnx,328,9594,True,328,9594,,True,328,9594,,True,330,5807,,ref6348_base,328,0
task219,ref6275,outputs\reference_6275_flat\task219.onnx,745,28326,True,745,28326,,True,16894,87016,,True,1628,16584,,ref6348_overrides,1628,-883
task220,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task220.onnx,4500,3798,True,4500,3798,,True,4500,3798,,True,4500,3798,,ref6348_overrides,4500,0
task221,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task221.onnx,15226,12415,True,15246,13333,,True,15246,13333,,True,15226,12415,,ref6348_overrides,15226,20
task222,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task222.onnx,405,2578,True,405,2578,,True,405,2578,,True,405,2578,,ref6348_overrides,405,0
task223,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task223.onnx,450,587,True,9000,7454,,True,9000,7454,,True,450,587,,ref6348_overrides,450,8550
task224,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task224.onnx,690,4703,True,690,4703,,True,1006,6314,,True,690,4703,,ref6348_overrides,690,0
task225,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task225.onnx,2387,5688,True,2387,5688,,True,3168,5386,,True,2387,5688,,ref6348_overrides,2387,0
task226,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task226.onnx,621,4625,True,621,4625,,True,867,4694,,True,621,4625,,ref6348_overrides,621,0
task227,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task227.onnx,235,1175,True,297,1135,,True,339,1435,,True,235,1175,,ref6348_overrides,235,62
task228,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task228.onnx,492,2649,True,492,2649,,True,562,4406,,True,492,2649,,ref6348_overrides,492,0
task229,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task229.onnx,333,1379,True,333,1379,,True,357,1735,,True,333,1379,,ref6348_overrides,333,0
task230,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task230.onnx,4500,3798,True,4500,3798,,True,4500,3798,,True,4500,3798,,ref6348_overrides,4500,0
task231,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task231.onnx,481,4556,True,837,2684,,True,866,3468,,True,481,4556,,ref6348_overrides,481,356
task232,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task232.onnx,273,1616,True,273,1616,,True,389,2435,,True,273,1616,,ref6348_overrides,273,0
task233,ref6275,outputs\reference_6275_flat\task233.onnx,6131,193251,True,6131,193251,,True,668250,938710,,True,6293,22950,,ref6348_overrides,6293,-162
task234,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task234.onnx,348,4106,True,348,4106,,True,4350,8333,,True,348,4106,,ref6348_overrides,348,0
task235,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task235.onnx,592,3142,True,612,3090,,True,750,3931,,True,592,3142,,ref6348_overrides,592,20
task236,ref6275,outputs\reference_6275_flat\task236.onnx,0,643,True,0,643,,True,322,1511,,True,3,623,,ref6348_overrides,3,-3
task237,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task237.onnx,291,1637,True,291,1637,,True,317,2237,,True,291,1637,,ref6348_overrides,291,0
task238,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task238.onnx,4467,12003,True,4467,12003,,True,4527,11927,,True,4467,12003,,ref6348_overrides,4467,0
task239,ref6275,outputs\reference_6275_flat\task239.onnx,1284,3146,True,1284,3146,,True,1284,4143,,True,1284,3315,,ref6348_overrides,1284,0
task240,ref6348_base,outputs\reference_6348_56_stack\base_submission\task240.onnx,582,3953,True,78767,66169,,True,582,3953,,True,60767,48169,,ref6348_base,582,78185
task241,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task241.onnx,0,170,True,0,170,,True,0,170,,True,0,170,,ref6348_overrides,0,0
task242,ref6348_base,outputs\reference_6348_56_stack\base_submission\task242.onnx,324,2031,True,398,1736,,True,324,2031,,True,398,1736,,ref6348_base,324,74
task243,ref6348_base,outputs\reference_6348_56_stack\base_submission\task243.onnx,244,23604,True,906,16567,,True,244,23604,,True,866,8266,,ref6348_base,244,662
task244,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task244.onnx,425,4574,True,761,6538,,True,761,6538,,True,425,4574,,ref6348_overrides,425,336
task245,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task245.onnx,342,2751,True,342,2751,,True,2537,6141,,True,342,2751,,ref6348_overrides,342,0
task246,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task246.onnx,1079,3824,True,1079,3824,,True,1079,3824,,True,1079,3824,,ref6348_overrides,1079,0
task247,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task247.onnx,178,2060,True,178,2060,,True,241,2056,,True,178,2060,,ref6348_overrides,178,0
task248,ref6348_base,outputs\reference_6348_56_stack\base_submission\task248.onnx,270,2328,True,9100,8306,,True,270,2328,,True,9100,8306,,ref6348_base,270,8830
task249,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task249.onnx,178,946,True,1092,2482,,True,1699,2901,,True,178,946,,ref6348_overrides,178,914
task250,ref6275,outputs\reference_6275_flat\task250.onnx,371,12918,True,371,12918,,True,1354,13543,,True,371,14610,,ref6348_overrides,371,0
task251,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task251.onnx,174,5106,True,174,5106,,True,2871,6906,,True,174,5106,,ref6348_overrides,174,0
task252,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task252.onnx,996,3201,True,996,3201,,True,2570,4879,,True,996,3201,,ref6348_overrides,996,0
task253,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task253.onnx,2407,3510,True,2407,3510,,True,2407,3510,,True,2407,3510,,ref6348_overrides,2407,0
task254,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task254.onnx,918,4960,True,918,4960,,True,1086,6052,,True,918,4960,,ref6348_overrides,918,0
task255,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task255.onnx,40464,68816,True,372359,251348,,True,58680,106804,,True,40464,68816,,ref6348_overrides,40464,331895
task256,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task256.onnx,339,4194,True,339,4194,,True,6313,8793,,True,339,4194,,ref6348_overrides,339,0
task257,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task257.onnx,375,1369,True,375,1369,,True,409,1669,,True,375,1369,,ref6348_overrides,375,0
task258,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task258.onnx,800,880,True,800,880,,True,4550,3836,,True,800,880,,ref6348_overrides,800,0
task259,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task259.onnx,382,3882,True,382,3882,,True,382,3882,,True,382,3882,,ref6348_overrides,382,0
task260,ref6275,outputs\reference_6275_flat\task260.onnx,525,3230,True,525,3230,,True,778,3320,,True,525,3816,,ref6348_overrides,525,0
task261,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task261.onnx,1000,995,True,1000,995,,True,1000,995,,True,1000,995,,ref6348_overrides,1000,0
task262,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task262.onnx,206,903,True,206,903,,True,253,1329,,True,206,903,,ref6348_overrides,206,0
task263,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task263.onnx,369,6815,True,450,7373,,True,456,10867,,True,369,6815,,ref6348_overrides,369,81
task264,ref6348_base,outputs\reference_6348_56_stack\base_submission\task264.onnx,3234,10074,True,6570,9312,,True,3234,10074,,True,6570,9312,,ref6348_base,3234,3336
task265,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task265.onnx,507,2076,True,507,2076,,True,513,3110,,True,507,2076,,ref6348_overrides,507,0
task266,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task266.onnx,4550,3825,True,4550,3825,,True,4550,3825,,True,4550,3825,,ref6348_overrides,4550,0
task267,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task267.onnx,315,1202,True,315,1202,,True,591,1624,,True,315,1202,,ref6348_overrides,315,0
task268,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task268.onnx,309,6821,True,738,20817,,True,791,19789,,True,309,6821,,ref6348_overrides,309,429
task269,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task269.onnx,420,2336,True,420,2336,,True,568,3349,,True,420,2336,,ref6348_overrides,420,0
task270,ref6348_base,outputs\reference_6348_56_stack\base_submission\task270.onnx,2660,10862,True,4357,13846,,True,2660,10862,,True,4357,13846,,ref6348_base,2660,1697
task271,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task271.onnx,439,1993,True,439,1993,,True,439,1993,,True,439,1993,,ref6348_overrides,439,0
task272,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task272.onnx,2300,2039,True,2300,2039,,True,4550,3825,,True,2300,2039,,ref6348_overrides,2300,0
task273,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task273.onnx,270,1670,True,270,1670,,True,270,2414,,True,270,1670,,ref6348_overrides,270,0
task274,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task274.onnx,645,2503,True,2057,3619,,True,2057,3619,,True,645,2503,,ref6348_overrides,645,1412
task275,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task275.onnx,835,6467,True,8733,16304,,True,8736,24193,,True,835,6467,,ref6348_overrides,835,7898
task276,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task276.onnx,90,217,True,90,217,,True,90,217,,True,90,217,,ref6348_overrides,90,0
task277,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task277.onnx,876,6735,True,913,6687,,True,4813,7325,,True,876,6735,,ref6348_overrides,876,37
task278,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task278.onnx,1248,2799,True,1248,2799,,True,1923,3294,,True,1248,2799,,ref6348_overrides,1248,0
task279,ref6348_base,outputs\reference_6348_56_stack\base_submission\task279.onnx,1510,4658,True,5271,10314,,True,1510,4658,,True,5271,10314,,ref6348_base,1510,3761
task280,ref6348_base,outputs\reference_6348_56_stack\base_submission\task280.onnx,396,16655,True,2862,15536,,True,396,16655,,True,2867,15463,,ref6348_base,396,2466
task281,ref6275,outputs\reference_6275_flat\task281.onnx,2499,5479,True,2499,5479,,True,2499,7659,,True,2499,5824,,ref6348_overrides,2499,0
task282,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task282.onnx,4500,3798,True,4500,3798,,True,4500,3798,,True,4500,3798,,ref6348_overrides,4500,0
task283,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task283.onnx,4550,3825,True,4550,3825,,True,4550,3825,,True,4550,3825,,ref6348_overrides,4550,0
task284,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task284.onnx,1559,9092,True,1559,9092,,True,19017,30975,,True,1559,9092,,ref6348_overrides,1559,0
task285,ref6275,outputs\reference_6275_flat\task285.onnx,5662,21633,True,5662,21633,,True,15191,42591,,True,14882,65829,,ref6348_overrides,14882,-9220
task286,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task286.onnx,3983,11675,True,4145,13742,,True,4145,13714,,True,3983,11675,,ref6348_overrides,3983,162
task287,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task287.onnx,247,1686,True,247,1686,,True,256,1706,,True,247,1686,,ref6348_overrides,247,0
task288,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task288.onnx,345,5948,True,345,5948,,True,353,7847,,True,345,5948,,ref6348_overrides,345,0
task289,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task289.onnx,420,2021,True,420,2021,,True,520,2883,,True,420,2021,,ref6348_overrides,420,0
task290,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task290.onnx,391,3323,True,391,3323,,True,36386,42089,,True,391,3323,,ref6348_overrides,391,0
task291,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task291.onnx,4731,6009,True,4731,6009,,True,4731,6009,,True,4731,6009,,ref6348_overrides,4731,0
task292,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task292.onnx,339,1065,True,339,1065,,True,621,1411,,True,339,1065,,ref6348_overrides,339,0
task293,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task293.onnx,597,4426,True,597,4426,,True,4377,9897,,True,597,4426,,ref6348_overrides,597,0
task294,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task294.onnx,4550,3825,True,4550,3825,,True,4550,3825,,True,4550,3825,,ref6348_overrides,4550,0
task295,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task295.onnx,291,1889,True,291,1889,,True,389,2771,,True,291,1889,,ref6348_overrides,291,0
task296,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task296.onnx,1837,2803,True,1837,2803,,True,1877,2843,,True,1837,2803,,ref6348_overrides,1837,0
task297,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task297.onnx,369,3233,True,369,3233,,True,428,2778,,True,369,3233,,ref6348_overrides,369,0
task298,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task298.onnx,1756,3337,True,1776,3322,,True,2786,5059,,True,1756,3337,,ref6348_overrides,1756,20
task299,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task299.onnx,342,1405,True,342,2080,,True,414,1980,,True,342,1405,,ref6348_overrides,342,0
task300,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task300.onnx,852,4454,True,852,4454,,True,1113,4688,,True,852,4454,,ref6348_overrides,852,0
task301,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task301.onnx,906,3697,True,906,3697,,True,16567,19240,,True,906,3697,,ref6348_overrides,906,0
task302,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task302.onnx,180,4372,True,180,4372,,True,257,3609,,True,180,4372,,ref6348_overrides,180,0
task303,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task303.onnx,40,1120,True,1550,2084,,True,1550,2084,,True,40,1120,,ref6348_overrides,40,1510
task304,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task304.onnx,271,1879,True,271,1879,,True,538,2136,,True,271,1879,,ref6348_overrides,271,0
task305,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task305.onnx,1452,1865,True,1452,1865,,True,1452,1865,,True,1452,1865,,ref6348_overrides,1452,0
task306,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task306.onnx,605,4101,True,605,4101,,True,610,4101,,True,605,4101,,ref6348_overrides,605,0
task307,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task307.onnx,200,387,True,9000,7454,,True,9000,7454,,True,200,387,,ref6348_overrides,200,8800
task308,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task308.onnx,593,3875,True,593,3875,,True,978,6118,,True,593,3875,,ref6348_overrides,593,0
task309,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task309.onnx,90,217,True,90,217,,True,90,217,,True,90,217,,ref6348_overrides,90,0
task310,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task310.onnx,955,3379,True,955,3379,,True,2553,5449,,True,955,3379,,ref6348_overrides,955,0
task311,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task311.onnx,270,479,True,270,479,,True,270,479,,True,270,479,,ref6348_overrides,270,0
task312,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task312.onnx,171,1202,True,171,1202,,True,171,1202,,True,171,1202,,ref6348_overrides,171,0
task313,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task313.onnx,1437,3668,True,1437,3668,,True,40857,39887,,True,1437,3668,,ref6348_overrides,1437,0
task314,ref6275,outputs\reference_6275_flat\task314.onnx,1536,24532,True,1536,24532,,True,1558,28414,,True,2500,2225,,ref6348_base,1558,-22
task315,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task315.onnx,307,1461,True,307,1461,,True,551,1520,,True,307,1461,,ref6348_overrides,307,0
task316,ref6348_base,outputs\reference_6348_56_stack\base_submission\task316.onnx,276,5537,True,866,5631,,True,276,5537,,True,866,5631,,ref6348_base,276,590
task317,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task317.onnx,4500,3798,True,4500,3798,,True,4500,3798,,True,4500,3798,,ref6348_overrides,4500,0
task318,ref6275,outputs\reference_6275_flat\task318.onnx,0,728,True,0,728,,True,322,1569,,True,3,708,,ref6348_overrides,3,-3
task319,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task319.onnx,741,8028,True,741,8028,,True,78739,247340,,True,741,8028,,ref6348_overrides,741,0
task320,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task320.onnx,485,1258,True,565,2183,,True,565,2183,,True,485,1258,,ref6348_overrides,485,80
task321,ref6348_overrides,outputs\reference_6348_56_stack\overrides\task321.onnx,189,2349,True,189,2349,,True,731,2449,,True,189,2349,,ref6348_overrides,189,0
