task_id,selected_source,selected_model_path,selected_estimated_cost,selected_file_size_bytes,archive_valid,archive_estimated_cost,archive_file_size_bytes,archive_failure_reason,current_valid,current_estimated_cost,current_file_size_bytes,current_failure_reason
task243,current,outputs\hybrid_6275_current_safe_onnx\task243.onnx,154,23390,True,906,16567,,True,154,23390,
task244,current,outputs\hybrid_6275_current_safe_onnx\task244.onnx,761,6538,True,761,6538,,True,761,6538,
task245,archive,outputs\hybrid_6275_current_safe_onnx\task245.onnx,342,2751,True,342,2751,,True,2537,6141,
task246,current,outputs\hybrid_6275_current_safe_onnx\task246.onnx,1079,3824,True,1079,3824,,True,1079,3824,
task247,archive,outputs\hybrid_6275_current_safe_onnx\task247.onnx,178,2060,True,178,2060,,True,241,2056,
task248,current,outputs\hybrid_6275_current_safe_onnx\task248.onnx,270,2328,True,9100,8306,,True,270,2328,
task249,archive,outputs\hybrid_6275_current_safe_onnx\task249.onnx,1092,2482,True,1092,2482,,True,1699,2901,
task250,archive,outputs\hybrid_6275_current_safe_onnx\task250.onnx,371,12918,True,371,12918,,True,1354,13543,
task251,archive,outputs\hybrid_6275_current_safe_onnx\task251.onnx,174,5106,True,174,5106,,True,2871,6906,
task252,archive,outputs\hybrid_6275_current_safe_onnx\task252.onnx,996,3201,True,996,3201,,True,2570,4879,
task253,current,outputs\hybrid_6275_current_safe_onnx\task253.onnx,2407,3510,True,2407,3510,,True,2407,3510,
task254,archive,outputs\hybrid_6275_current_safe_onnx\task254.onnx,918,4960,True,918,4960,,True,1086,6052,
task255,current,outputs\hybrid_6275_current_safe_onnx\task255.onnx,58680,106804,True,372359,251348,,True,58680,106804,
task256,archive,outputs\hybrid_6275_current_safe_onnx\task256.onnx,339,4194,True,339,4194,,True,6313,8793,
task257,archive,outputs\hybrid_6275_current_safe_onnx\task257.onnx,375,1369,True,375,1369,,True,409,1669,
task258,archive,outputs\hybrid_6275_current_safe_onnx\task258.onnx,800,880,True,800,880,,True,4550,3836,
task259,current,outputs\hybrid_6275_current_safe_onnx\task259.onnx,382,3882,True,382,3882,,True,382,3882,
task260,archive,outputs\hybrid_6275_current_safe_onnx\task260.onnx,525,3230,True,525,3230,,True,778,3320,
task261,current,outputs\hybrid_6275_current_safe_onnx\task261.onnx,1000,995,True,1000,995,,True,1000,995,
task262,archive,outputs\hybrid_6275_current_safe_onnx\task262.onnx,206,903,True,206,903,,True,253,1329,
task263,archive,outputs\hybrid_6275_current_safe_onnx\task263.onnx,450,7373,True,450,7373,,True,456,10867,
task264,current,outputs\hybrid_6275_current_safe_onnx\task264.onnx,3234,10074,True,6570,9312,,True,3234,10074,
task265,archive,outputs\hybrid_6275_current_safe_onnx\task265.onnx,507,2076,True,507,2076,,True,513,3110,
task266,current,outputs\hybrid_6275_current_safe_onnx\task266.onnx,4550,3825,True,4550,3825,,True,4550,3825,
task267,archive,outputs\hybrid_6275_current_safe_onnx\task267.onnx,315,1202,True,315,1202,,True,591,1624,
task268,archive,outputs\hybrid_6275_current_safe_onnx\task268.onnx,738,20817,True,738,20817,,True,791,19789,
task269,archive,outputs\hybrid_6275_current_safe_onnx\task269.onnx,420,2336,True,420,2336,,True,568,3349,
task270,current,outputs\hybrid_6275_current_safe_onnx\task270.onnx,2660,10862,True,4357,13846,,True,2660,10862,
task271,current,outputs\hybrid_6275_current_safe_onnx\task271.onnx,439,1993,True,439,1993,,True,439,1993,
task272,archive,outputs\hybrid_6275_current_safe_onnx\task272.onnx,2300,2039,True,2300,2039,,True,4550,3825,
task273,archive,outputs\hybrid_6275_current_safe_onnx\task273.onnx,270,1670,True,270,1670,,True,270,2414,
task274,current,outputs\hybrid_6275_current_safe_onnx\task274.onnx,2057,3619,True,2057,3619,,True,2057,3619,
task275,archive,outputs\hybrid_6275_current_safe_onnx\task275.onnx,8733,16304,True,8733,16304,,True,8736,24193,
task276,current,outputs\hybrid_6275_current_safe_onnx\task276.onnx,90,217,True,90,217,,True,90,217,
task277,archive,outputs\hybrid_6275_current_safe_onnx\task277.onnx,913,6687,True,913,6687,,True,29850,57052,
task278,archive,outputs\hybrid_6275_current_safe_onnx\task278.onnx,1248,2799,True,1248,2799,,True,1923,3294,
task279,current,outputs\hybrid_6275_current_safe_onnx\task279.onnx,1510,4658,True,5271,10314,,True,1510,4658,
task280,current,outputs\hybrid_6275_current_safe_onnx\task280.onnx,396,16655,True,2862,15536,,True,396,16655,
task281,archive,outputs\hybrid_6275_current_safe_onnx\task281.onnx,2499,5479,True,2499,5479,,True,2499,7659,
task282,current,outputs\hybrid_6275_current_safe_onnx\task282.onnx,4500,3798,True,4500,3798,,True,4500,3798,
task283,current,outputs\hybrid_6275_current_safe_onnx\task283.onnx,4550,3825,True,4550,3825,,True,4550,3825,
task284,archive,outputs\hybrid_6275_current_safe_onnx\task284.onnx,1559,9092,True,1559,9092,,True,19017,30975,
task285,archive,outputs\hybrid_6275_current_safe_onnx\task285.onnx,5662,21633,True,5662,21633,,True,10215,32591,
task286,current,outputs\hybrid_6275_current_safe_onnx\task286.onnx,4145,13714,True,4145,13742,,True,4145,13714,
task287,current,outputs\hybrid_6275_current_safe_onnx\task287.onnx,247,1686,True,247,1686,,True,247,1686,
task288,archive,outputs\hybrid_6275_current_safe_onnx\task288.onnx,345,5948,True,345,5948,,True,353,7847,
task289,archive,outputs\hybrid_6275_current_safe_onnx\task289.onnx,420,2021,True,420,2021,,True,520,2883,
task290,archive,outputs\hybrid_6275_current_safe_onnx\task290.onnx,391,3323,True,391,3323,,True,35612,38476,
task291,current,outputs\hybrid_6275_current_safe_onnx\task291.onnx,4731,6009,True,4731,6009,,True,4731,6009,
task292,archive,outputs\hybrid_6275_current_safe_onnx\task292.onnx,339,1065,True,339,1065,,True,621,1411,
task293,archive,outputs\hybrid_6275_current_safe_onnx\task293.onnx,597,4426,True,597,4426,,True,4377,9897,
task294,current,outputs\hybrid_6275_current_safe_onnx\task294.onnx,4550,3825,True,4550,3825,,True,4550,3825,
task295,archive,outputs\hybrid_6275_current_safe_onnx\task295.onnx,291,1889,True,291,1889,,True,389,2771,
task296,archive,outputs\hybrid_6275_current_safe_onnx\task296.onnx,1837,2803,True,1837,2803,,True,1877,2843,
task297,current,outputs\hybrid_6275_current_safe_onnx\task297.onnx,364,2651,True,369,3233,,True,364,2651,
task298,archive,outputs\hybrid_6275_current_safe_onnx\task298.onnx,1776,3322,True,1776,3322,,True,2786,5059,
task299,archive,outputs\hybrid_6275_current_safe_onnx\task299.onnx,342,2080,True,342,2080,,True,414,1980,
task300,archive,outputs\hybrid_6275_current_safe_onnx\task300.onnx,852,4454,True,852,4454,,True,1113,4688,
task301,archive,outputs\hybrid_6275_current_safe_onnx\task301.onnx,906,3697,True,906,3697,,True,16567,19240,
task302,archive,outputs\hybrid_6275_current_safe_onnx\task302.onnx,180,4372,True,180,4372,,True,257,3609,
task303,current,outputs\hybrid_6275_current_safe_onnx\task303.onnx,1550,2084,True,1550,2084,,True,1550,2084,
task304,archive,outputs\hybrid_6275_current_safe_onnx\task304.onnx,271,1879,True,271,1879,,True,538,2136,
task305,current,outputs\hybrid_6275_current_safe_onnx\task305.onnx,1452,1865,True,1452,1865,,True,1452,1865,
task306,archive,outputs\hybrid_6275_current_safe_onnx\task306.onnx,605,4101,True,605,4101,,True,610,4101,
task307,current,outputs\hybrid_6275_current_safe_onnx\task307.onnx,9000,7454,True,9000,7454,,True,9000,7454,
task308,archive,outputs\hybrid_6275_current_safe_onnx\task308.onnx,593,3875,True,593,3875,,True,978,6118,
task309,current,outputs\hybrid_6275_current_safe_onnx\task309.onnx,90,217,True,90,217,,True,90,217,
task310,archive,outputs\hybrid_6275_current_safe_onnx\task310.onnx,955,3379,True,955,3379,,True,2553,5449,
task311,current,outputs\hybrid_6275_current_safe_onnx\task311.onnx,270,479,True,270,479,,True,270,479,
task312,current,outputs\hybrid_6275_current_safe_onnx\task312.onnx,171,1202,True,171,1202,,True,171,1202,
task313,archive,outputs\hybrid_6275_current_safe_onnx\task313.onnx,1437,3668,True,1437,3668,,True,40857,39887,
task314,archive,outputs\hybrid_6275_current_safe_onnx\task314.onnx,1536,24532,True,1536,24532,,True,1558,28414,
task315,archive,outputs\hybrid_6275_current_safe_onnx\task315.onnx,307,1461,True,307,1461,,True,551,1520,
task316,current,outputs\hybrid_6275_current_safe_onnx\task316.onnx,276,5537,True,866,5631,,True,276,5537,
task317,current,outputs\hybrid_6275_current_safe_onnx\task317.onnx,4500,3798,True,4500,3798,,True,4500,3798,
task318,archive,outputs\hybrid_6275_current_safe_onnx\task318.onnx,0,728,True,0,728,,True,322,1569,
task319,archive,outputs\hybrid_6275_current_safe_onnx\task319.onnx,741,8028,True,741,8028,,True,26814,169127,
task320,current,outputs\hybrid_6275_current_safe_onnx\task320.onnx,565,2183,True,565,2183,,True,565,2183,
task321,archive,outputs\hybrid_6275_current_safe_onnx\task321.onnx,189,2349,True,189,2349,,True,731,2449,
task322,archive,outputs\hybrid_6275_current_safe_onnx\task322.onnx,0,539,True,0,539,,True,185,1194,
task323,current,outputs\hybrid_6275_current_safe_onnx\task323.onnx,1199,8184,True,2055,2479,,True,1199,8184,
task324,archive,outputs\hybrid_6275_current_safe_onnx\task324.onnx,5310,6861,True,5310,6861,,True,18223,26906,
task325,current,outputs\hybrid_6275_current_safe_onnx\task325.onnx,3996,5072,True,3996,5072,,True,3996,5072,
task326,archive,outputs\hybrid_6275_current_safe_onnx\task326.onnx,0,251,True,0,251,,True,54,388,
task327,archive,outputs\hybrid_6275_current_safe_onnx\task327.onnx,126,2321,True,126,2321,,True,200,2235,
task328,archive,outputs\hybrid_6275_current_safe_onnx\task328.onnx,2532,10607,True,2532,10607,,True,9300,16269,
task329,archive,outputs\hybrid_6275_current_safe_onnx\task329.onnx,282,1652,True,282,1652,,True,326,2361,
task330,archive,outputs\hybrid_6275_current_safe_onnx\task330.onnx,5579,7080,True,5579,7080,,True,6049,43441,
task331,current,outputs\hybrid_6275_current_safe_onnx\task331.onnx,4550,3836,True,4550,3836,,True,4550,3836,
task332,archive,outputs\hybrid_6275_current_safe_onnx\task332.onnx,527,2514,True,527,2514,,True,1398,4135,
task333,current,outputs\hybrid_6275_current_safe_onnx\task333.onnx,393,4379,True,393,4379,,True,393,4379,
task334,archive,outputs\hybrid_6275_current_safe_onnx\task334.onnx,165,889,True,165,889,,True,1553,2063,
task335,archive,outputs\hybrid_6275_current_safe_onnx\task335.onnx,477,3440,True,477,3440,,True,694,3914,
task336,current,outputs\hybrid_6275_current_safe_onnx\task336.onnx,505,5276,True,505,5276,,True,505,5276,
task337,current,outputs\hybrid_6275_current_safe_onnx\task337.onnx,90,159,True,90,159,,True,90,159,
task338,current,outputs\hybrid_6275_current_safe_onnx\task338.onnx,3335,5846,True,6426,8884,,True,3335,5846,
task339,archive,outputs\hybrid_6275_current_safe_onnx\task339.onnx,468,1588,True,468,1588,,True,636,2038,
task340,archive,outputs\hybrid_6275_current_safe_onnx\task340.onnx,696,4147,True,696,4147,,True,949,6593,
task341,archive,outputs\hybrid_6275_current_safe_onnx\task341.onnx,2523,8743,True,2523,8743,,True,2549,11979,
task342,archive,outputs\hybrid_6275_current_safe_onnx\task342.onnx,284,2836,True,284,2836,,True,1258,4815,
task343,archive,outputs\hybrid_6275_current_safe_onnx\task343.onnx,2592,10429,True,2592,10429,,True,2597,7569,
task344,current,outputs\hybrid_6275_current_safe_onnx\task344.onnx,12550,10236,True,12550,10236,,True,12550,10236,
task345,current,outputs\hybrid_6275_current_safe_onnx\task345.onnx,4741,6721,True,5898,10079,,True,4741,6721,
task346,archive,outputs\hybrid_6275_current_safe_onnx\task346.onnx,191,1781,True,191,1781,,True,641,2236,
task347,archive,outputs\hybrid_6275_current_safe_onnx\task347.onnx,0,1234,True,0,1234,,True,339,1369,
task348,archive,outputs\hybrid_6275_current_safe_onnx\task348.onnx,463,1950,True,463,1950,,True,463,3000,
task349,current,outputs\hybrid_6275_current_safe_onnx\task349.onnx,258,8755,True,9921,8427,,True,258,8755,
task350,archive,outputs\hybrid_6275_current_safe_onnx\task350.onnx,230,1984,True,230,1984,,True,1473,2670,
task351,current,outputs\hybrid_6275_current_safe_onnx\task351.onnx,354,3049,True,354,3049,,True,354,3049,
task352,current,outputs\hybrid_6275_current_safe_onnx\task352.onnx,234,1398,True,234,1398,,True,234,1398,
task353,current,outputs\hybrid_6275_current_safe_onnx\task353.onnx,745,3244,True,745,3244,,True,745,3244,
task354,archive,outputs\hybrid_6275_current_safe_onnx\task354.onnx,612,2710,True,612,2710,,True,1335,4335,
task355,archive,outputs\hybrid_6275_current_safe_onnx\task355.onnx,437,3971,True,437,3971,,True,1057,4506,
task356,archive,outputs\hybrid_6275_current_safe_onnx\task356.onnx,389,2324,True,389,2324,,True,394,2344,
task357,archive,outputs\hybrid_6275_current_safe_onnx\task357.onnx,257,1767,True,257,1767,,True,270,2328,
task358,archive,outputs\hybrid_6275_current_safe_onnx\task358.onnx,1203,6541,True,1203,6541,,True,1446,10944,
task359,archive,outputs\hybrid_6275_current_safe_onnx\task359.onnx,117,1184,True,117,1184,,True,840,3909,
task360,archive,outputs\hybrid_6275_current_safe_onnx\task360.onnx,228,1168,True,228,1168,,True,320,1399,
task361,archive,outputs\hybrid_6275_current_safe_onnx\task361.onnx,2332,6846,True,2332,6846,,True,2337,6930,
task362,archive,outputs\hybrid_6275_current_safe_onnx\task362.onnx,261,1696,True,261,1696,,True,804,2814,
task363,archive,outputs\hybrid_6275_current_safe_onnx\task363.onnx,1014,5425,True,1014,5425,,True,193391,169035,
task364,current,outputs\hybrid_6275_current_safe_onnx\task364.onnx,1095,7050,True,5120,10636,,True,1095,7050,
task365,archive,outputs\hybrid_6275_current_safe_onnx\task365.onnx,627,16991,True,627,16991,,True,627,17605,
task366,archive,outputs\hybrid_6275_current_safe_onnx\task366.onnx,13979,84301,True,13979,84301,,True,260211,1256725,
task367,archive,outputs\hybrid_6275_current_safe_onnx\task367.onnx,717,6278,True,717,6278,,True,219324,227696,
task368,archive,outputs\hybrid_6275_current_safe_onnx\task368.onnx,429,8950,True,429,8950,,True,511,14770,
task369,archive,outputs\hybrid_6275_current_safe_onnx\task369.onnx,498,3315,True,498,3315,,True,2717,4692,
task370,archive,outputs\hybrid_6275_current_safe_onnx\task370.onnx,813,15444,True,813,15444,,True,5221,37248,
task371,current,outputs\hybrid_6275_current_safe_onnx\task371.onnx,557,2475,True,1333,3031,,True,557,2475,
task372,archive,outputs\hybrid_6275_current_safe_onnx\task372.onnx,108,664,True,108,664,,True,270,1328,
task373,archive,outputs\hybrid_6275_current_safe_onnx\task373.onnx,36,581,True,36,581,,True,239,988,
task374,archive,outputs\hybrid_6275_current_safe_onnx\task374.onnx,588,5300,True,588,5300,,True,2091,16450,
task375,current,outputs\hybrid_6275_current_safe_onnx\task375.onnx,367,2214,True,367,2214,,True,367,2214,
task376,current,outputs\hybrid_6275_current_safe_onnx\task376.onnx,343,2344,True,536,4045,,True,343,2344,
task377,archive,outputs\hybrid_6275_current_safe_onnx\task377.onnx,452,18685,True,452,18685,,True,7019,19220,
task378,archive,outputs\hybrid_6275_current_safe_onnx\task378.onnx,384,5481,True,384,5481,,True,2524,10496,
task379,current,outputs\hybrid_6275_current_safe_onnx\task379.onnx,5364,9996,True,5364,13402,,True,5364,9996,
task380,archive,outputs\hybrid_6275_current_safe_onnx\task380.onnx,72,396,True,72,396,,True,149,531,
task381,archive,outputs\hybrid_6275_current_safe_onnx\task381.onnx,400,2035,True,400,2035,,True,4709,5721,
task382,archive,outputs\hybrid_6275_current_safe_onnx\task382.onnx,3006,19127,True,3006,19127,,True,54738,65997,
task383,archive,outputs\hybrid_6275_current_safe_onnx\task383.onnx,105,3193,True,105,3193,,True,2829,6805,
task384,archive,outputs\hybrid_6275_current_safe_onnx\task384.onnx,954,4308,True,954,4308,,True,1215,4542,
task385,current,outputs\hybrid_6275_current_safe_onnx\task385.onnx,270,175,True,270,175,,True,270,175,
task386,archive,outputs\hybrid_6275_current_safe_onnx\task386.onnx,0,1334,True,0,1334,,True,339,1471,
task387,archive,outputs\hybrid_6275_current_safe_onnx\task387.onnx,498,12388,True,498,12388,,True,12790,82676,
task388,archive,outputs\hybrid_6275_current_safe_onnx\task388.onnx,1512,6536,True,1512,6536,,True,1515,6368,
task389,current,outputs\hybrid_6275_current_safe_onnx\task389.onnx,250,1421,True,250,1421,,True,250,1421,
task390,archive,outputs\hybrid_6275_current_safe_onnx\task390.onnx,3123,5953,True,3123,5953,,True,5249,7851,
task391,current,outputs\hybrid_6275_current_safe_onnx\task391.onnx,245,2841,True,245,2841,,True,245,2841,
task392,archive,outputs\hybrid_6275_current_safe_onnx\task392.onnx,7389,9738,True,7389,9738,,True,11286,13503,
task393,archive,outputs\hybrid_6275_current_safe_onnx\task393.onnx,63,1538,True,63,1538,,True,245,2433,
task394,archive,outputs\hybrid_6275_current_safe_onnx\task394.onnx,309,3787,True,309,3787,,True,311,5312,
task395,archive,outputs\hybrid_6275_current_safe_onnx\task395.onnx,297,1179,True,297,1179,,True,339,1479,
task396,archive,outputs\hybrid_6275_current_safe_onnx\task396.onnx,25442,26549,True,25442,26549,,True,110040,128748,
task397,archive,outputs\hybrid_6275_current_safe_onnx\task397.onnx,471,7195,True,471,7195,,True,1099,7101,
task398,current,outputs\hybrid_6275_current_safe_onnx\task398.onnx,6714,8682,True,6714,8682,,True,6714,8682,
task399,current,outputs\hybrid_6275_current_safe_onnx\task399.onnx,2144,1907,True,2144,1907,,True,2144,1907,
task400,current,outputs\hybrid_6275_current_safe_onnx\task400.onnx,345,3021,True,345,3021,,True,345,3021,
