task_id,source_model_path,output_model_path,source_cost,output_cost,cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,shrunk_initializers,bytes_saved,failure_reason
task315,outputs\onnx\task315.onnx,outputs\candidates\int64_to_int32_shrink\task315_Int64ToInt32Shrink.onnx,551,551,0,1520,1520,0,0,0,no shrinkable initializers found
task316,outputs\onnx\task316.onnx,outputs\candidates\int64_to_int32_shrink\task316_Int64ToInt32Shrink.onnx,276,276,0,5537,5537,0,0,0,no shrinkable initializers found
task317,outputs\onnx\task317.onnx,outputs\candidates\int64_to_int32_shrink\task317_Int64ToInt32Shrink.onnx,4500,4500,0,3798,3798,0,0,0,no shrinkable initializers found
task318,outputs\onnx\task318.onnx,outputs\candidates\int64_to_int32_shrink\task318_Int64ToInt32Shrink.onnx,322,322,0,1569,1569,0,0,0,no shrinkable initializers found
task319,outputs\onnx\task319.onnx,outputs\candidates\int64_to_int32_shrink\task319_Int64ToInt32Shrink.onnx,26814,26814,0,169127,169127,0,0,0,no shrinkable initializers found
task320,outputs\onnx\task320.onnx,outputs\candidates\int64_to_int32_shrink\task320_Int64ToInt32Shrink.onnx,565,565,0,2183,2183,0,0,0,no shrinkable initializers found
task321,outputs\onnx\task321.onnx,outputs\candidates\int64_to_int32_shrink\task321_Int64ToInt32Shrink.onnx,731,731,0,2449,2449,0,0,0,no shrinkable initializers found
task322,outputs\onnx\task322.onnx,outputs\candidates\int64_to_int32_shrink\task322_Int64ToInt32Shrink.onnx,185,185,0,1194,1194,0,0,0,no shrinkable initializers found
task323,outputs\onnx\task323.onnx,outputs\candidates\int64_to_int32_shrink\task323_Int64ToInt32Shrink.onnx,1199,1199,0,8184,8184,0,0,0,no shrinkable initializers found
task324,outputs\onnx\task324.onnx,outputs\candidates\int64_to_int32_shrink\task324_Int64ToInt32Shrink.onnx,18223,18223,0,26906,26906,0,0,0,no shrinkable initializers found
task325,outputs\onnx\task325.onnx,outputs\candidates\int64_to_int32_shrink\task325_Int64ToInt32Shrink.onnx,3996,3996,0,5072,5072,0,0,0,no shrinkable initializers found
task326,outputs\onnx\task326.onnx,outputs\candidates\int64_to_int32_shrink\task326_Int64ToInt32Shrink.onnx,54,54,0,388,388,0,0,0,no shrinkable initializers found
task327,outputs\onnx\task327.onnx,outputs\candidates\int64_to_int32_shrink\task327_Int64ToInt32Shrink.onnx,200,200,0,2235,2235,0,0,0,no shrinkable initializers found
task328,outputs\onnx\task328.onnx,outputs\candidates\int64_to_int32_shrink\task328_Int64ToInt32Shrink.onnx,9300,9300,0,16269,16269,0,0,0,no shrinkable initializers found
task329,outputs\onnx\task329.onnx,outputs\candidates\int64_to_int32_shrink\task329_Int64ToInt32Shrink.onnx,326,326,0,2361,2361,0,0,0,no shrinkable initializers found
task330,outputs\onnx\task330.onnx,outputs\candidates\int64_to_int32_shrink\task330_Int64ToInt32Shrink.onnx,6049,6049,0,43441,43441,0,0,0,no shrinkable initializers found
task331,outputs\onnx\task331.onnx,outputs\candidates\int64_to_int32_shrink\task331_Int64ToInt32Shrink.onnx,4550,4550,0,3836,3836,0,0,0,no shrinkable initializers found
task332,outputs\onnx\task332.onnx,outputs\candidates\int64_to_int32_shrink\task332_Int64ToInt32Shrink.onnx,1398,1398,0,4135,4135,0,0,0,no shrinkable initializers found
task333,outputs\onnx\task333.onnx,outputs\candidates\int64_to_int32_shrink\task333_Int64ToInt32Shrink.onnx,393,393,0,4379,4379,0,0,0,no shrinkable initializers found
task334,outputs\onnx\task334.onnx,outputs\candidates\int64_to_int32_shrink\task334_Int64ToInt32Shrink.onnx,1553,1553,0,2063,2063,0,0,0,no shrinkable initializers found
task335,outputs\onnx\task335.onnx,outputs\candidates\int64_to_int32_shrink\task335_Int64ToInt32Shrink.onnx,694,694,0,3914,3914,0,0,0,no shrinkable initializers found
task336,outputs\onnx\task336.onnx,outputs\candidates\int64_to_int32_shrink\task336_Int64ToInt32Shrink.onnx,505,505,0,5276,5276,0,0,0,no shrinkable initializers found
task337,outputs\onnx\task337.onnx,outputs\candidates\int64_to_int32_shrink\task337_Int64ToInt32Shrink.onnx,90,90,0,159,159,0,0,0,no shrinkable initializers found
task338,outputs\onnx\task338.onnx,outputs\candidates\int64_to_int32_shrink\task338_Int64ToInt32Shrink.onnx,3335,3335,0,5846,5846,0,0,0,no shrinkable initializers found
task339,outputs\onnx\task339.onnx,outputs\candidates\int64_to_int32_shrink\task339_Int64ToInt32Shrink.onnx,636,636,0,2038,2038,0,0,0,no shrinkable initializers found
task340,outputs\onnx\task340.onnx,outputs\candidates\int64_to_int32_shrink\task340_Int64ToInt32Shrink.onnx,949,949,0,6593,6593,0,0,0,no shrinkable initializers found
task341,outputs\onnx\task341.onnx,outputs\candidates\int64_to_int32_shrink\task341_Int64ToInt32Shrink.onnx,2549,2549,0,11979,11979,0,0,0,no shrinkable initializers found
task342,outputs\onnx\task342.onnx,outputs\candidates\int64_to_int32_shrink\task342_Int64ToInt32Shrink.onnx,1258,1258,0,4815,4815,0,0,0,no shrinkable initializers found
task343,outputs\onnx\task343.onnx,outputs\candidates\int64_to_int32_shrink\task343_Int64ToInt32Shrink.onnx,2597,2597,0,7569,7569,0,0,0,no shrinkable initializers found
task344,outputs\onnx\task344.onnx,outputs\candidates\int64_to_int32_shrink\task344_Int64ToInt32Shrink.onnx,12550,12550,0,10236,10236,0,0,0,no shrinkable initializers found
task345,outputs\onnx\task345.onnx,outputs\candidates\int64_to_int32_shrink\task345_Int64ToInt32Shrink.onnx,4741,4741,0,6721,6721,0,0,0,no shrinkable initializers found
task346,outputs\onnx\task346.onnx,outputs\candidates\int64_to_int32_shrink\task346_Int64ToInt32Shrink.onnx,641,641,0,2236,2236,0,0,0,no shrinkable initializers found
task347,outputs\onnx\task347.onnx,outputs\candidates\int64_to_int32_shrink\task347_Int64ToInt32Shrink.onnx,339,339,0,1369,1369,0,0,0,no shrinkable initializers found
task348,outputs\onnx\task348.onnx,outputs\candidates\int64_to_int32_shrink\task348_Int64ToInt32Shrink.onnx,463,463,0,3000,3000,0,0,0,no shrinkable initializers found
task349,outputs\onnx\task349.onnx,outputs\candidates\int64_to_int32_shrink\task349_Int64ToInt32Shrink.onnx,258,258,0,8755,8755,0,0,0,no shrinkable initializers found
task350,outputs\onnx\task350.onnx,outputs\candidates\int64_to_int32_shrink\task350_Int64ToInt32Shrink.onnx,1473,1473,0,2670,2670,0,0,0,no shrinkable initializers found
task351,outputs\onnx\task351.onnx,outputs\candidates\int64_to_int32_shrink\task351_Int64ToInt32Shrink.onnx,354,354,0,3049,3049,0,0,0,no shrinkable initializers found
task352,outputs\onnx\task352.onnx,outputs\candidates\int64_to_int32_shrink\task352_Int64ToInt32Shrink.onnx,234,234,0,1398,1398,0,0,0,no shrinkable initializers found
task353,outputs\onnx\task353.onnx,outputs\candidates\int64_to_int32_shrink\task353_Int64ToInt32Shrink.onnx,745,745,0,3244,3244,0,0,0,no shrinkable initializers found
task354,outputs\onnx\task354.onnx,outputs\candidates\int64_to_int32_shrink\task354_Int64ToInt32Shrink.onnx,1335,1335,0,4335,4335,0,0,0,no shrinkable initializers found
task355,outputs\onnx\task355.onnx,outputs\candidates\int64_to_int32_shrink\task355_Int64ToInt32Shrink.onnx,1057,1057,0,4506,4506,0,0,0,no shrinkable initializers found
task356,outputs\onnx\task356.onnx,outputs\candidates\int64_to_int32_shrink\task356_Int64ToInt32Shrink.onnx,394,394,0,2344,2344,0,0,0,no shrinkable initializers found
task357,outputs\onnx\task357.onnx,outputs\candidates\int64_to_int32_shrink\task357_Int64ToInt32Shrink.onnx,270,270,0,2328,2328,0,0,0,no shrinkable initializers found
task358,outputs\onnx\task358.onnx,outputs\candidates\int64_to_int32_shrink\task358_Int64ToInt32Shrink.onnx,1446,1446,0,10944,10944,0,0,0,no shrinkable initializers found
task359,outputs\onnx\task359.onnx,outputs\candidates\int64_to_int32_shrink\task359_Int64ToInt32Shrink.onnx,840,840,0,3909,3909,0,0,0,no shrinkable initializers found
task360,outputs\onnx\task360.onnx,outputs\candidates\int64_to_int32_shrink\task360_Int64ToInt32Shrink.onnx,320,320,0,1399,1399,0,0,0,no shrinkable initializers found
task361,outputs\onnx\task361.onnx,outputs\candidates\int64_to_int32_shrink\task361_Int64ToInt32Shrink.onnx,2337,2337,0,6930,6930,0,0,0,no shrinkable initializers found
task362,outputs\onnx\task362.onnx,outputs\candidates\int64_to_int32_shrink\task362_Int64ToInt32Shrink.onnx,804,804,0,2814,2814,0,0,0,no shrinkable initializers found
task363,outputs\onnx\task363.onnx,outputs\candidates\int64_to_int32_shrink\task363_Int64ToInt32Shrink.onnx,193391,193391,0,169035,169035,0,0,0,no shrinkable initializers found
task364,outputs\onnx\task364.onnx,outputs\candidates\int64_to_int32_shrink\task364_Int64ToInt32Shrink.onnx,1095,1095,0,7050,7050,0,0,0,no shrinkable initializers found
task365,outputs\onnx\task365.onnx,outputs\candidates\int64_to_int32_shrink\task365_Int64ToInt32Shrink.onnx,627,627,0,17605,17605,0,0,0,no shrinkable initializers found
task366,outputs\onnx\task366.onnx,outputs\candidates\int64_to_int32_shrink\task366_Int64ToInt32Shrink.onnx,260211,260211,0,1256725,1256725,0,0,0,no shrinkable initializers found
task367,outputs\onnx\task367.onnx,outputs\candidates\int64_to_int32_shrink\task367_Int64ToInt32Shrink.onnx,219324,219324,0,227696,227696,0,0,0,no shrinkable initializers found
task368,outputs\onnx\task368.onnx,outputs\candidates\int64_to_int32_shrink\task368_Int64ToInt32Shrink.onnx,511,511,0,14770,14770,0,0,0,no shrinkable initializers found
task369,outputs\onnx\task369.onnx,outputs\candidates\int64_to_int32_shrink\task369_Int64ToInt32Shrink.onnx,2717,2717,0,4692,4692,0,0,0,no shrinkable initializers found
task370,outputs\onnx\task370.onnx,outputs\candidates\int64_to_int32_shrink\task370_Int64ToInt32Shrink.onnx,5221,5221,0,37248,37248,0,0,0,no shrinkable initializers found
task371,outputs\onnx\task371.onnx,outputs\candidates\int64_to_int32_shrink\task371_Int64ToInt32Shrink.onnx,557,557,0,2475,2475,0,0,0,no shrinkable initializers found
task372,outputs\onnx\task372.onnx,outputs\candidates\int64_to_int32_shrink\task372_Int64ToInt32Shrink.onnx,270,270,0,1328,1328,0,0,0,no shrinkable initializers found
task373,outputs\onnx\task373.onnx,outputs\candidates\int64_to_int32_shrink\task373_Int64ToInt32Shrink.onnx,239,239,0,988,988,0,0,0,no shrinkable initializers found
task374,outputs\onnx\task374.onnx,outputs\candidates\int64_to_int32_shrink\task374_Int64ToInt32Shrink.onnx,2091,2091,0,16450,16450,0,0,0,no shrinkable initializers found
task375,outputs\onnx\task375.onnx,outputs\candidates\int64_to_int32_shrink\task375_Int64ToInt32Shrink.onnx,367,367,0,2214,2214,0,0,0,no shrinkable initializers found
task376,outputs\onnx\task376.onnx,outputs\candidates\int64_to_int32_shrink\task376_Int64ToInt32Shrink.onnx,343,343,0,2344,2344,0,0,0,no shrinkable initializers found
task377,outputs\onnx\task377.onnx,outputs\candidates\int64_to_int32_shrink\task377_Int64ToInt32Shrink.onnx,7019,7019,0,19220,19220,0,0,0,no shrinkable initializers found
task378,outputs\onnx\task378.onnx,outputs\candidates\int64_to_int32_shrink\task378_Int64ToInt32Shrink.onnx,2524,2524,0,10496,10496,0,0,0,no shrinkable initializers found
task379,outputs\onnx\task379.onnx,outputs\candidates\int64_to_int32_shrink\task379_Int64ToInt32Shrink.onnx,5364,5364,0,9996,9996,0,0,0,no shrinkable initializers found
task380,outputs\onnx\task380.onnx,outputs\candidates\int64_to_int32_shrink\task380_Int64ToInt32Shrink.onnx,149,149,0,531,531,0,0,0,no shrinkable initializers found
task381,outputs\onnx\task381.onnx,outputs\candidates\int64_to_int32_shrink\task381_Int64ToInt32Shrink.onnx,4709,4709,0,5721,5721,0,0,0,no shrinkable initializers found
task382,outputs\onnx\task382.onnx,outputs\candidates\int64_to_int32_shrink\task382_Int64ToInt32Shrink.onnx,54738,54738,0,65997,65997,0,0,0,no shrinkable initializers found
task383,outputs\onnx\task383.onnx,outputs\candidates\int64_to_int32_shrink\task383_Int64ToInt32Shrink.onnx,2829,2829,0,6805,6805,0,0,0,no shrinkable initializers found
task384,outputs\onnx\task384.onnx,outputs\candidates\int64_to_int32_shrink\task384_Int64ToInt32Shrink.onnx,1215,1215,0,4542,4542,0,0,0,no shrinkable initializers found
task385,outputs\onnx\task385.onnx,outputs\candidates\int64_to_int32_shrink\task385_Int64ToInt32Shrink.onnx,270,270,0,175,175,0,0,0,no shrinkable initializers found
task386,outputs\onnx\task386.onnx,outputs\candidates\int64_to_int32_shrink\task386_Int64ToInt32Shrink.onnx,339,339,0,1471,1471,0,0,0,no shrinkable initializers found
task387,outputs\onnx\task387.onnx,outputs\candidates\int64_to_int32_shrink\task387_Int64ToInt32Shrink.onnx,12790,12790,0,82676,82676,0,0,0,no shrinkable initializers found
task388,outputs\onnx\task388.onnx,outputs\candidates\int64_to_int32_shrink\task388_Int64ToInt32Shrink.onnx,1515,1515,0,6368,6368,0,0,0,no shrinkable initializers found
task389,outputs\onnx\task389.onnx,outputs\candidates\int64_to_int32_shrink\task389_Int64ToInt32Shrink.onnx,250,250,0,1421,1421,0,0,0,no shrinkable initializers found
task390,outputs\onnx\task390.onnx,outputs\candidates\int64_to_int32_shrink\task390_Int64ToInt32Shrink.onnx,5249,5249,0,7851,7851,0,0,0,no shrinkable initializers found
task391,outputs\onnx\task391.onnx,outputs\candidates\int64_to_int32_shrink\task391_Int64ToInt32Shrink.onnx,245,245,0,2841,2841,0,0,0,no shrinkable initializers found
task392,outputs\onnx\task392.onnx,outputs\candidates\int64_to_int32_shrink\task392_Int64ToInt32Shrink.onnx,11286,11286,0,13503,13503,0,0,0,no shrinkable initializers found
task393,outputs\onnx\task393.onnx,outputs\candidates\int64_to_int32_shrink\task393_Int64ToInt32Shrink.onnx,245,245,0,2433,2433,0,0,0,no shrinkable initializers found
task394,outputs\onnx\task394.onnx,outputs\candidates\int64_to_int32_shrink\task394_Int64ToInt32Shrink.onnx,311,311,0,5312,5312,0,0,0,no shrinkable initializers found
task395,outputs\onnx\task395.onnx,outputs\candidates\int64_to_int32_shrink\task395_Int64ToInt32Shrink.onnx,339,339,0,1479,1479,0,0,0,no shrinkable initializers found
task396,outputs\onnx\task396.onnx,outputs\candidates\int64_to_int32_shrink\task396_Int64ToInt32Shrink.onnx,110040,110040,0,128748,128748,0,0,0,no shrinkable initializers found
task397,outputs\onnx\task397.onnx,outputs\candidates\int64_to_int32_shrink\task397_Int64ToInt32Shrink.onnx,1099,1099,0,7101,7101,0,0,0,no shrinkable initializers found
task398,outputs\onnx\task398.onnx,outputs\candidates\int64_to_int32_shrink\task398_Int64ToInt32Shrink.onnx,6714,6714,0,8682,8682,0,0,0,no shrinkable initializers found
task399,outputs\onnx\task399.onnx,outputs\candidates\int64_to_int32_shrink\task399_Int64ToInt32Shrink.onnx,2144,2144,0,1907,1907,0,0,0,no shrinkable initializers found
task400,outputs\onnx\task400.onnx,outputs\candidates\int64_to_int32_shrink\task400_Int64ToInt32Shrink.onnx,345,345,0,3021,3021,0,0,0,no shrinkable initializers found
