task_id,source_model_path,output_model_path,source_cost,output_cost,cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,shrunk_initializers,bytes_saved,failure_reason
task157,outputs\onnx\task157.onnx,outputs\candidates\int64_to_int32_shrink\task157_Int64ToInt32Shrink.onnx,809080,804904,-4176,677188,673012,-4176,1,4176,
task158,outputs\onnx\task158.onnx,outputs\candidates\int64_to_int32_shrink\task158_Int64ToInt32Shrink.onnx,4613,4613,0,95337,95337,0,0,0,no shrinkable initializers found
task159,outputs\onnx\task159.onnx,outputs\candidates\int64_to_int32_shrink\task159_Int64ToInt32Shrink.onnx,12549,12549,0,12966,12966,0,0,0,no shrinkable initializers found
task160,outputs\onnx\task160.onnx,outputs\candidates\int64_to_int32_shrink\task160_Int64ToInt32Shrink.onnx,571,571,0,2362,2362,0,0,0,no shrinkable initializers found
task161,outputs\onnx\task161.onnx,outputs\candidates\int64_to_int32_shrink\task161_Int64ToInt32Shrink.onnx,389,389,0,6008,6008,0,0,0,no shrinkable initializers found
task162,outputs\onnx\task162.onnx,outputs\candidates\int64_to_int32_shrink\task162_Int64ToInt32Shrink.onnx,183,183,0,2268,2268,0,0,0,no shrinkable initializers found
task163,outputs\onnx\task163.onnx,outputs\candidates\int64_to_int32_shrink\task163_Int64ToInt32Shrink.onnx,9439,9439,0,13875,13875,0,0,0,no shrinkable initializers found
task164,outputs\onnx\task164.onnx,outputs\candidates\int64_to_int32_shrink\task164_Int64ToInt32Shrink.onnx,270,270,0,479,479,0,0,0,no shrinkable initializers found
task165,outputs\onnx\task165.onnx,outputs\candidates\int64_to_int32_shrink\task165_Int64ToInt32Shrink.onnx,3162,3162,0,4910,4910,0,0,0,no shrinkable initializers found
task166,outputs\onnx\task166.onnx,outputs\candidates\int64_to_int32_shrink\task166_Int64ToInt32Shrink.onnx,289,289,0,1628,1628,0,0,0,no shrinkable initializers found
task167,outputs\onnx\task167.onnx,outputs\candidates\int64_to_int32_shrink\task167_Int64ToInt32Shrink.onnx,1562,1562,0,2375,2375,0,0,0,no shrinkable initializers found
task168,outputs\onnx\task168.onnx,outputs\candidates\int64_to_int32_shrink\task168_Int64ToInt32Shrink.onnx,1505,1505,0,7297,7297,0,0,0,no shrinkable initializers found
task169,outputs\onnx\task169.onnx,outputs\candidates\int64_to_int32_shrink\task169_Int64ToInt32Shrink.onnx,4799,4799,0,23816,23816,0,0,0,no shrinkable initializers found
task170,outputs\onnx\task170.onnx,outputs\candidates\int64_to_int32_shrink\task170_Int64ToInt32Shrink.onnx,19255,19255,0,64849,64849,0,0,0,no shrinkable initializers found
task171,outputs\onnx\task171.onnx,outputs\candidates\int64_to_int32_shrink\task171_Int64ToInt32Shrink.onnx,4550,4550,0,3825,3825,0,0,0,no shrinkable initializers found
task172,outputs\onnx\task172.onnx,outputs\candidates\int64_to_int32_shrink\task172_Int64ToInt32Shrink.onnx,270,270,0,479,479,0,0,0,no shrinkable initializers found
task173,outputs\onnx\task173.onnx,outputs\candidates\int64_to_int32_shrink\task173_Int64ToInt32Shrink.onnx,751,751,0,10108,10108,0,0,0,no shrinkable initializers found
task174,outputs\onnx\task174.onnx,outputs\candidates\int64_to_int32_shrink\task174_Int64ToInt32Shrink.onnx,614,614,0,61839,61839,0,0,0,no shrinkable initializers found
task175,outputs\onnx\task175.onnx,outputs\candidates\int64_to_int32_shrink\task175_Int64ToInt32Shrink.onnx,13760,13760,0,12320,12320,0,0,0,no shrinkable initializers found
task176,outputs\onnx\task176.onnx,outputs\candidates\int64_to_int32_shrink\task176_Int64ToInt32Shrink.onnx,696,696,0,1420,1420,0,0,0,no shrinkable initializers found
task177,outputs\onnx\task177.onnx,outputs\candidates\int64_to_int32_shrink\task177_Int64ToInt32Shrink.onnx,945,945,0,4180,4180,0,0,0,no shrinkable initializers found
task178,outputs\onnx\task178.onnx,outputs\candidates\int64_to_int32_shrink\task178_Int64ToInt32Shrink.onnx,3009,3009,0,11303,11303,0,0,0,no shrinkable initializers found
task179,outputs\onnx\task179.onnx,outputs\candidates\int64_to_int32_shrink\task179_Int64ToInt32Shrink.onnx,0,0,0,170,170,0,0,0,no shrinkable initializers found
task180,outputs\onnx\task180.onnx,outputs\candidates\int64_to_int32_shrink\task180_Int64ToInt32Shrink.onnx,4658,4658,0,4414,4414,0,0,0,no shrinkable initializers found
task181,outputs\onnx\task181.onnx,outputs\candidates\int64_to_int32_shrink\task181_Int64ToInt32Shrink.onnx,672,672,0,3083,3083,0,0,0,no shrinkable initializers found
task182,outputs\onnx\task182.onnx,outputs\candidates\int64_to_int32_shrink\task182_Int64ToInt32Shrink.onnx,2930,2930,0,70465,70465,0,0,0,no shrinkable initializers found
task183,outputs\onnx\task183.onnx,outputs\candidates\int64_to_int32_shrink\task183_Int64ToInt32Shrink.onnx,250,250,0,4645,4645,0,0,0,no shrinkable initializers found
task184,outputs\onnx\task184.onnx,outputs\candidates\int64_to_int32_shrink\task184_Int64ToInt32Shrink.onnx,250,250,0,6934,6934,0,0,0,no shrinkable initializers found
task185,outputs\onnx\task185.onnx,outputs\candidates\int64_to_int32_shrink\task185_Int64ToInt32Shrink.onnx,595,595,0,18881,18881,0,0,0,no shrinkable initializers found
task186,outputs\onnx\task186.onnx,outputs\candidates\int64_to_int32_shrink\task186_Int64ToInt32Shrink.onnx,1994,1994,0,2418,2418,0,0,0,no shrinkable initializers found
task187,outputs\onnx\task187.onnx,outputs\candidates\int64_to_int32_shrink\task187_Int64ToInt32Shrink.onnx,1899,1899,0,8852,8852,0,0,0,no shrinkable initializers found
task188,outputs\onnx\task188.onnx,outputs\candidates\int64_to_int32_shrink\task188_Int64ToInt32Shrink.onnx,352,352,0,4356,4356,0,0,0,no shrinkable initializers found
task189,outputs\onnx\task189.onnx,outputs\candidates\int64_to_int32_shrink\task189_Int64ToInt32Shrink.onnx,1968,1968,0,8560,8560,0,0,0,no shrinkable initializers found
task190,outputs\onnx\task190.onnx,outputs\candidates\int64_to_int32_shrink\task190_Int64ToInt32Shrink.onnx,1538,1538,0,8781,8781,0,0,0,no shrinkable initializers found
task191,outputs\onnx\task191.onnx,outputs\candidates\int64_to_int32_shrink\task191_Int64ToInt32Shrink.onnx,773,773,0,132233,132233,0,0,0,no shrinkable initializers found
task192,outputs\onnx\task192.onnx,outputs\candidates\int64_to_int32_shrink\task192_Int64ToInt32Shrink.onnx,327,327,0,2511,2511,0,0,0,no shrinkable initializers found
task193,outputs\onnx\task193.onnx,outputs\candidates\int64_to_int32_shrink\task193_Int64ToInt32Shrink.onnx,327,327,0,1925,1925,0,0,0,no shrinkable initializers found
task194,outputs\onnx\task194.onnx,outputs\candidates\int64_to_int32_shrink\task194_Int64ToInt32Shrink.onnx,9000,9000,0,7454,7454,0,0,0,no shrinkable initializers found
task195,outputs\onnx\task195.onnx,outputs\candidates\int64_to_int32_shrink\task195_Int64ToInt32Shrink.onnx,4073,4073,0,5381,5381,0,0,0,no shrinkable initializers found
task196,outputs\onnx\task196.onnx,outputs\candidates\int64_to_int32_shrink\task196_Int64ToInt32Shrink.onnx,431,431,0,3457,3457,0,0,0,no shrinkable initializers found
task197,outputs\onnx\task197.onnx,outputs\candidates\int64_to_int32_shrink\task197_Int64ToInt32Shrink.onnx,92,92,0,1758,1758,0,0,0,no shrinkable initializers found
task198,outputs\onnx\task198.onnx,outputs\candidates\int64_to_int32_shrink\task198_Int64ToInt32Shrink.onnx,2799,2799,0,6979,6979,0,0,0,no shrinkable initializers found
task199,outputs\onnx\task199.onnx,outputs\candidates\int64_to_int32_shrink\task199_Int64ToInt32Shrink.onnx,378,378,0,2948,2948,0,0,0,no shrinkable initializers found
task200,outputs\onnx\task200.onnx,outputs\candidates\int64_to_int32_shrink\task200_Int64ToInt32Shrink.onnx,965,965,0,14101,14101,0,0,0,no shrinkable initializers found
task201,outputs\onnx\task201.onnx,outputs\candidates\int64_to_int32_shrink\task201_Int64ToInt32Shrink.onnx,3246,3246,0,10924,10924,0,0,0,no shrinkable initializers found
task202,outputs\onnx\task202.onnx,outputs\candidates\int64_to_int32_shrink\task202_Int64ToInt32Shrink.onnx,50,50,0,3582,3582,0,0,0,no shrinkable initializers found
task203,outputs\onnx\task203.onnx,outputs\candidates\int64_to_int32_shrink\task203_Int64ToInt32Shrink.onnx,3544,3544,0,6437,6437,0,0,0,no shrinkable initializers found
task204,outputs\onnx\task204.onnx,outputs\candidates\int64_to_int32_shrink\task204_Int64ToInt32Shrink.onnx,3202,3202,0,5801,5801,0,0,0,no shrinkable initializers found
task205,outputs\onnx\task205.onnx,outputs\candidates\int64_to_int32_shrink\task205_Int64ToInt32Shrink.onnx,1114,1114,0,48510,48510,0,0,0,no shrinkable initializers found
task206,outputs\onnx\task206.onnx,outputs\candidates\int64_to_int32_shrink\task206_Int64ToInt32Shrink.onnx,1020,1020,0,20303,20303,0,0,0,no shrinkable initializers found
task207,outputs\onnx\task207.onnx,outputs\candidates\int64_to_int32_shrink\task207_Int64ToInt32Shrink.onnx,307,307,0,2330,2330,0,0,0,no shrinkable initializers found
task208,outputs\onnx\task208.onnx,outputs\candidates\int64_to_int32_shrink\task208_Int64ToInt32Shrink.onnx,1806,1806,0,15885,15885,0,0,0,no shrinkable initializers found
task209,outputs\onnx\task209.onnx,outputs\candidates\int64_to_int32_shrink\task209_Int64ToInt32Shrink.onnx,116524,116524,0,327966,327966,0,0,0,no shrinkable initializers found
task210,outputs\onnx\task210.onnx,outputs\candidates\int64_to_int32_shrink\task210_Int64ToInt32Shrink.onnx,270,270,0,479,479,0,0,0,no shrinkable initializers found
task211,outputs\onnx\task211.onnx,outputs\candidates\int64_to_int32_shrink\task211_Int64ToInt32Shrink.onnx,9000,9000,0,7454,7454,0,0,0,no shrinkable initializers found
task212,outputs\onnx\task212.onnx,outputs\candidates\int64_to_int32_shrink\task212_Int64ToInt32Shrink.onnx,1321,1321,0,6853,6853,0,0,0,no shrinkable initializers found
task213,outputs\onnx\task213.onnx,outputs\candidates\int64_to_int32_shrink\task213_Int64ToInt32Shrink.onnx,660,660,0,25091,25091,0,0,0,no shrinkable initializers found
task214,outputs\onnx\task214.onnx,outputs\candidates\int64_to_int32_shrink\task214_Int64ToInt32Shrink.onnx,9000,9000,0,7454,7454,0,0,0,no shrinkable initializers found
task215,outputs\onnx\task215.onnx,outputs\candidates\int64_to_int32_shrink\task215_Int64ToInt32Shrink.onnx,559,559,0,4015,4015,0,0,0,no shrinkable initializers found
task216,outputs\onnx\task216.onnx,outputs\candidates\int64_to_int32_shrink\task216_Int64ToInt32Shrink.onnx,888,888,0,20396,20396,0,0,0,no shrinkable initializers found
task217,outputs\onnx\task217.onnx,outputs\candidates\int64_to_int32_shrink\task217_Int64ToInt32Shrink.onnx,5649,5649,0,7268,7268,0,0,0,no shrinkable initializers found
task218,outputs\onnx\task218.onnx,outputs\candidates\int64_to_int32_shrink\task218_Int64ToInt32Shrink.onnx,328,328,0,9594,9594,0,0,0,no shrinkable initializers found
task219,outputs\onnx\task219.onnx,outputs\candidates\int64_to_int32_shrink\task219_Int64ToInt32Shrink.onnx,16894,16894,0,87016,87016,0,0,0,no shrinkable initializers found
task220,outputs\onnx\task220.onnx,outputs\candidates\int64_to_int32_shrink\task220_Int64ToInt32Shrink.onnx,4500,4500,0,3798,3798,0,0,0,no shrinkable initializers found
task221,outputs\onnx\task221.onnx,outputs\candidates\int64_to_int32_shrink\task221_Int64ToInt32Shrink.onnx,15246,15246,0,13333,13333,0,0,0,no shrinkable initializers found
task222,outputs\onnx\task222.onnx,outputs\candidates\int64_to_int32_shrink\task222_Int64ToInt32Shrink.onnx,405,405,0,2578,2578,0,0,0,no shrinkable initializers found
task223,outputs\onnx\task223.onnx,outputs\candidates\int64_to_int32_shrink\task223_Int64ToInt32Shrink.onnx,9000,9000,0,7454,7454,0,0,0,no shrinkable initializers found
task224,outputs\onnx\task224.onnx,outputs\candidates\int64_to_int32_shrink\task224_Int64ToInt32Shrink.onnx,1006,1006,0,6314,6314,0,0,0,no shrinkable initializers found
task225,outputs\onnx\task225.onnx,outputs\candidates\int64_to_int32_shrink\task225_Int64ToInt32Shrink.onnx,3168,3168,0,5386,5386,0,0,0,no shrinkable initializers found
task226,outputs\onnx\task226.onnx,outputs\candidates\int64_to_int32_shrink\task226_Int64ToInt32Shrink.onnx,867,867,0,4694,4694,0,0,0,no shrinkable initializers found
task227,outputs\onnx\task227.onnx,outputs\candidates\int64_to_int32_shrink\task227_Int64ToInt32Shrink.onnx,339,339,0,1435,1435,0,0,0,no shrinkable initializers found
task228,outputs\onnx\task228.onnx,outputs\candidates\int64_to_int32_shrink\task228_Int64ToInt32Shrink.onnx,562,562,0,4406,4406,0,0,0,no shrinkable initializers found
task229,outputs\onnx\task229.onnx,outputs\candidates\int64_to_int32_shrink\task229_Int64ToInt32Shrink.onnx,357,357,0,1735,1735,0,0,0,no shrinkable initializers found
task230,outputs\onnx\task230.onnx,outputs\candidates\int64_to_int32_shrink\task230_Int64ToInt32Shrink.onnx,4500,4500,0,3798,3798,0,0,0,no shrinkable initializers found
task231,outputs\onnx\task231.onnx,outputs\candidates\int64_to_int32_shrink\task231_Int64ToInt32Shrink.onnx,866,866,0,3468,3468,0,0,0,no shrinkable initializers found
task232,outputs\onnx\task232.onnx,outputs\candidates\int64_to_int32_shrink\task232_Int64ToInt32Shrink.onnx,389,389,0,2435,2435,0,0,0,no shrinkable initializers found
task233,outputs\onnx\task233.onnx,outputs\candidates\int64_to_int32_shrink\task233_Int64ToInt32Shrink.onnx,661410,411410,-250000,924434,674404,-250030,16,250000,
task234,outputs\onnx\task234.onnx,outputs\candidates\int64_to_int32_shrink\task234_Int64ToInt32Shrink.onnx,4347,4347,0,8285,8285,0,0,0,no shrinkable initializers found
task235,outputs\onnx\task235.onnx,outputs\candidates\int64_to_int32_shrink\task235_Int64ToInt32Shrink.onnx,750,750,0,3931,3931,0,0,0,no shrinkable initializers found
task236,outputs\onnx\task236.onnx,outputs\candidates\int64_to_int32_shrink\task236_Int64ToInt32Shrink.onnx,322,322,0,1511,1511,0,0,0,no shrinkable initializers found
task237,outputs\onnx\task237.onnx,outputs\candidates\int64_to_int32_shrink\task237_Int64ToInt32Shrink.onnx,317,317,0,2237,2237,0,0,0,no shrinkable initializers found
task238,outputs\onnx\task238.onnx,outputs\candidates\int64_to_int32_shrink\task238_Int64ToInt32Shrink.onnx,4527,4527,0,11927,11927,0,0,0,no shrinkable initializers found
task239,outputs\onnx\task239.onnx,outputs\candidates\int64_to_int32_shrink\task239_Int64ToInt32Shrink.onnx,1284,1284,0,4143,4143,0,0,0,no shrinkable initializers found
task240,outputs\onnx\task240.onnx,outputs\candidates\int64_to_int32_shrink\task240_Int64ToInt32Shrink.onnx,582,582,0,3953,3953,0,0,0,no shrinkable initializers found
task241,outputs\onnx\task241.onnx,outputs\candidates\int64_to_int32_shrink\task241_Int64ToInt32Shrink.onnx,0,0,0,170,170,0,0,0,no shrinkable initializers found
task242,outputs\onnx\task242.onnx,outputs\candidates\int64_to_int32_shrink\task242_Int64ToInt32Shrink.onnx,324,324,0,2031,2031,0,0,0,no shrinkable initializers found
task243,outputs\onnx\task243.onnx,outputs\candidates\int64_to_int32_shrink\task243_Int64ToInt32Shrink.onnx,154,154,0,23390,23390,0,0,0,no shrinkable initializers found
task244,outputs\onnx\task244.onnx,outputs\candidates\int64_to_int32_shrink\task244_Int64ToInt32Shrink.onnx,761,761,0,6538,6538,0,0,0,no shrinkable initializers found
task245,outputs\onnx\task245.onnx,outputs\candidates\int64_to_int32_shrink\task245_Int64ToInt32Shrink.onnx,2537,2537,0,6141,6141,0,0,0,no shrinkable initializers found
task246,outputs\onnx\task246.onnx,outputs\candidates\int64_to_int32_shrink\task246_Int64ToInt32Shrink.onnx,1079,1079,0,3824,3824,0,0,0,no shrinkable initializers found
task247,outputs\onnx\task247.onnx,outputs\candidates\int64_to_int32_shrink\task247_Int64ToInt32Shrink.onnx,241,241,0,2056,2056,0,0,0,no shrinkable initializers found
task248,outputs\onnx\task248.onnx,outputs\candidates\int64_to_int32_shrink\task248_Int64ToInt32Shrink.onnx,270,270,0,2328,2328,0,0,0,no shrinkable initializers found
task249,outputs\onnx\task249.onnx,outputs\candidates\int64_to_int32_shrink\task249_Int64ToInt32Shrink.onnx,1699,1699,0,2901,2901,0,0,0,no shrinkable initializers found
task250,outputs\onnx\task250.onnx,outputs\candidates\int64_to_int32_shrink\task250_Int64ToInt32Shrink.onnx,1354,1354,0,13543,13543,0,0,0,no shrinkable initializers found
task251,outputs\onnx\task251.onnx,outputs\candidates\int64_to_int32_shrink\task251_Int64ToInt32Shrink.onnx,2871,2871,0,6906,6906,0,0,0,no shrinkable initializers found
task252,outputs\onnx\task252.onnx,outputs\candidates\int64_to_int32_shrink\task252_Int64ToInt32Shrink.onnx,2570,2570,0,4879,4879,0,0,0,no shrinkable initializers found
task253,outputs\onnx\task253.onnx,outputs\candidates\int64_to_int32_shrink\task253_Int64ToInt32Shrink.onnx,2407,2407,0,3510,3510,0,0,0,no shrinkable initializers found
task254,outputs\onnx\task254.onnx,outputs\candidates\int64_to_int32_shrink\task254_Int64ToInt32Shrink.onnx,1086,1086,0,6052,6052,0,0,0,no shrinkable initializers found
task255,outputs\onnx\task255.onnx,outputs\candidates\int64_to_int32_shrink\task255_Int64ToInt32Shrink.onnx,58680,58680,0,106804,106804,0,0,0,no shrinkable initializers found
task256,outputs\onnx\task256.onnx,outputs\candidates\int64_to_int32_shrink\task256_Int64ToInt32Shrink.onnx,6313,6313,0,8793,8793,0,0,0,no shrinkable initializers found
task257,outputs\onnx\task257.onnx,outputs\candidates\int64_to_int32_shrink\task257_Int64ToInt32Shrink.onnx,409,409,0,1669,1669,0,0,0,no shrinkable initializers found
task258,outputs\onnx\task258.onnx,outputs\candidates\int64_to_int32_shrink\task258_Int64ToInt32Shrink.onnx,4550,4550,0,3836,3836,0,0,0,no shrinkable initializers found
task259,outputs\onnx\task259.onnx,outputs\candidates\int64_to_int32_shrink\task259_Int64ToInt32Shrink.onnx,382,382,0,3882,3882,0,0,0,no shrinkable initializers found
task260,outputs\onnx\task260.onnx,outputs\candidates\int64_to_int32_shrink\task260_Int64ToInt32Shrink.onnx,778,778,0,3320,3320,0,0,0,no shrinkable initializers found
task261,outputs\onnx\task261.onnx,outputs\candidates\int64_to_int32_shrink\task261_Int64ToInt32Shrink.onnx,1000,1000,0,995,995,0,0,0,no shrinkable initializers found
task262,outputs\onnx\task262.onnx,outputs\candidates\int64_to_int32_shrink\task262_Int64ToInt32Shrink.onnx,253,253,0,1329,1329,0,0,0,no shrinkable initializers found
task263,outputs\onnx\task263.onnx,outputs\candidates\int64_to_int32_shrink\task263_Int64ToInt32Shrink.onnx,456,456,0,10867,10867,0,0,0,no shrinkable initializers found
task264,outputs\onnx\task264.onnx,outputs\candidates\int64_to_int32_shrink\task264_Int64ToInt32Shrink.onnx,3234,3234,0,10074,10074,0,0,0,no shrinkable initializers found
task265,outputs\onnx\task265.onnx,outputs\candidates\int64_to_int32_shrink\task265_Int64ToInt32Shrink.onnx,513,513,0,3110,3110,0,0,0,no shrinkable initializers found
task266,outputs\onnx\task266.onnx,outputs\candidates\int64_to_int32_shrink\task266_Int64ToInt32Shrink.onnx,4550,4550,0,3825,3825,0,0,0,no shrinkable initializers found
task267,outputs\onnx\task267.onnx,outputs\candidates\int64_to_int32_shrink\task267_Int64ToInt32Shrink.onnx,591,591,0,1624,1624,0,0,0,no shrinkable initializers found
task268,outputs\onnx\task268.onnx,outputs\candidates\int64_to_int32_shrink\task268_Int64ToInt32Shrink.onnx,791,791,0,19789,19789,0,0,0,no shrinkable initializers found
task269,outputs\onnx\task269.onnx,outputs\candidates\int64_to_int32_shrink\task269_Int64ToInt32Shrink.onnx,568,568,0,3349,3349,0,0,0,no shrinkable initializers found
task270,outputs\onnx\task270.onnx,outputs\candidates\int64_to_int32_shrink\task270_Int64ToInt32Shrink.onnx,2660,2660,0,10862,10862,0,0,0,no shrinkable initializers found
task271,outputs\onnx\task271.onnx,outputs\candidates\int64_to_int32_shrink\task271_Int64ToInt32Shrink.onnx,439,439,0,1993,1993,0,0,0,no shrinkable initializers found
task272,outputs\onnx\task272.onnx,outputs\candidates\int64_to_int32_shrink\task272_Int64ToInt32Shrink.onnx,4550,4550,0,3825,3825,0,0,0,no shrinkable initializers found
task273,outputs\onnx\task273.onnx,outputs\candidates\int64_to_int32_shrink\task273_Int64ToInt32Shrink.onnx,270,270,0,2414,2414,0,0,0,no shrinkable initializers found
task274,outputs\onnx\task274.onnx,outputs\candidates\int64_to_int32_shrink\task274_Int64ToInt32Shrink.onnx,2057,2057,0,3619,3619,0,0,0,no shrinkable initializers found
task275,outputs\onnx\task275.onnx,outputs\candidates\int64_to_int32_shrink\task275_Int64ToInt32Shrink.onnx,8736,8736,0,24193,24193,0,0,0,no shrinkable initializers found
task276,outputs\onnx\task276.onnx,outputs\candidates\int64_to_int32_shrink\task276_Int64ToInt32Shrink.onnx,90,90,0,217,217,0,0,0,no shrinkable initializers found
task277,outputs\onnx\task277.onnx,outputs\candidates\int64_to_int32_shrink\task277_Int64ToInt32Shrink.onnx,29850,29850,0,57052,57052,0,0,0,no shrinkable initializers found
task278,outputs\onnx\task278.onnx,outputs\candidates\int64_to_int32_shrink\task278_Int64ToInt32Shrink.onnx,1923,1923,0,3294,3294,0,0,0,no shrinkable initializers found
task279,outputs\onnx\task279.onnx,outputs\candidates\int64_to_int32_shrink\task279_Int64ToInt32Shrink.onnx,1510,1510,0,4658,4658,0,0,0,no shrinkable initializers found
task280,outputs\onnx\task280.onnx,outputs\candidates\int64_to_int32_shrink\task280_Int64ToInt32Shrink.onnx,396,396,0,16655,16655,0,0,0,no shrinkable initializers found
task281,outputs\onnx\task281.onnx,outputs\candidates\int64_to_int32_shrink\task281_Int64ToInt32Shrink.onnx,2499,2499,0,7659,7659,0,0,0,no shrinkable initializers found
task282,outputs\onnx\task282.onnx,outputs\candidates\int64_to_int32_shrink\task282_Int64ToInt32Shrink.onnx,4500,4500,0,3798,3798,0,0,0,no shrinkable initializers found
task283,outputs\onnx\task283.onnx,outputs\candidates\int64_to_int32_shrink\task283_Int64ToInt32Shrink.onnx,4550,4550,0,3825,3825,0,0,0,no shrinkable initializers found
task284,outputs\onnx\task284.onnx,outputs\candidates\int64_to_int32_shrink\task284_Int64ToInt32Shrink.onnx,19017,19017,0,30975,30975,0,0,0,no shrinkable initializers found
task285,outputs\onnx\task285.onnx,outputs\candidates\int64_to_int32_shrink\task285_Int64ToInt32Shrink.onnx,10215,10215,0,32591,32591,0,0,0,no shrinkable initializers found
task286,outputs\onnx\task286.onnx,outputs\candidates\int64_to_int32_shrink\task286_Int64ToInt32Shrink.onnx,4145,4145,0,13714,13714,0,0,0,no shrinkable initializers found
task287,outputs\onnx\task287.onnx,outputs\candidates\int64_to_int32_shrink\task287_Int64ToInt32Shrink.onnx,247,247,0,1686,1686,0,0,0,no shrinkable initializers found
task288,outputs\onnx\task288.onnx,outputs\candidates\int64_to_int32_shrink\task288_Int64ToInt32Shrink.onnx,353,353,0,7847,7847,0,0,0,no shrinkable initializers found
task289,outputs\onnx\task289.onnx,outputs\candidates\int64_to_int32_shrink\task289_Int64ToInt32Shrink.onnx,520,520,0,2883,2883,0,0,0,no shrinkable initializers found
task290,outputs\onnx\task290.onnx,outputs\candidates\int64_to_int32_shrink\task290_Int64ToInt32Shrink.onnx,35612,35612,0,38476,38476,0,0,0,no shrinkable initializers found
task291,outputs\onnx\task291.onnx,outputs\candidates\int64_to_int32_shrink\task291_Int64ToInt32Shrink.onnx,4731,4731,0,6009,6009,0,0,0,no shrinkable initializers found
task292,outputs\onnx\task292.onnx,outputs\candidates\int64_to_int32_shrink\task292_Int64ToInt32Shrink.onnx,621,621,0,1411,1411,0,0,0,no shrinkable initializers found
task293,outputs\onnx\task293.onnx,outputs\candidates\int64_to_int32_shrink\task293_Int64ToInt32Shrink.onnx,4377,4377,0,9897,9897,0,0,0,no shrinkable initializers found
task294,outputs\onnx\task294.onnx,outputs\candidates\int64_to_int32_shrink\task294_Int64ToInt32Shrink.onnx,4550,4550,0,3825,3825,0,0,0,no shrinkable initializers found
task295,outputs\onnx\task295.onnx,outputs\candidates\int64_to_int32_shrink\task295_Int64ToInt32Shrink.onnx,389,389,0,2771,2771,0,0,0,no shrinkable initializers found
task296,outputs\onnx\task296.onnx,outputs\candidates\int64_to_int32_shrink\task296_Int64ToInt32Shrink.onnx,1877,1877,0,2843,2843,0,0,0,no shrinkable initializers found
task297,outputs\onnx\task297.onnx,outputs\candidates\int64_to_int32_shrink\task297_Int64ToInt32Shrink.onnx,364,364,0,2651,2651,0,0,0,no shrinkable initializers found
task298,outputs\onnx\task298.onnx,outputs\candidates\int64_to_int32_shrink\task298_Int64ToInt32Shrink.onnx,2786,2786,0,5059,5059,0,0,0,no shrinkable initializers found
task299,outputs\onnx\task299.onnx,outputs\candidates\int64_to_int32_shrink\task299_Int64ToInt32Shrink.onnx,414,414,0,1980,1980,0,0,0,no shrinkable initializers found
task300,outputs\onnx\task300.onnx,outputs\candidates\int64_to_int32_shrink\task300_Int64ToInt32Shrink.onnx,1113,1113,0,4688,4688,0,0,0,no shrinkable initializers found
task301,outputs\onnx\task301.onnx,outputs\candidates\int64_to_int32_shrink\task301_Int64ToInt32Shrink.onnx,16567,16567,0,19240,19240,0,0,0,no shrinkable initializers found
task302,outputs\onnx\task302.onnx,outputs\candidates\int64_to_int32_shrink\task302_Int64ToInt32Shrink.onnx,257,257,0,3609,3609,0,0,0,no shrinkable initializers found
task303,outputs\onnx\task303.onnx,outputs\candidates\int64_to_int32_shrink\task303_Int64ToInt32Shrink.onnx,1550,1550,0,2084,2084,0,0,0,no shrinkable initializers found
task304,outputs\onnx\task304.onnx,outputs\candidates\int64_to_int32_shrink\task304_Int64ToInt32Shrink.onnx,538,538,0,2136,2136,0,0,0,no shrinkable initializers found
task305,outputs\onnx\task305.onnx,outputs\candidates\int64_to_int32_shrink\task305_Int64ToInt32Shrink.onnx,1452,1452,0,1865,1865,0,0,0,no shrinkable initializers found
task306,outputs\onnx\task306.onnx,outputs\candidates\int64_to_int32_shrink\task306_Int64ToInt32Shrink.onnx,610,610,0,4101,4101,0,0,0,no shrinkable initializers found
task307,outputs\onnx\task307.onnx,outputs\candidates\int64_to_int32_shrink\task307_Int64ToInt32Shrink.onnx,9000,9000,0,7454,7454,0,0,0,no shrinkable initializers found
task308,outputs\onnx\task308.onnx,outputs\candidates\int64_to_int32_shrink\task308_Int64ToInt32Shrink.onnx,978,978,0,6118,6118,0,0,0,no shrinkable initializers found
task309,outputs\onnx\task309.onnx,outputs\candidates\int64_to_int32_shrink\task309_Int64ToInt32Shrink.onnx,90,90,0,217,217,0,0,0,no shrinkable initializers found
task310,outputs\onnx\task310.onnx,outputs\candidates\int64_to_int32_shrink\task310_Int64ToInt32Shrink.onnx,2553,2553,0,5449,5449,0,0,0,no shrinkable initializers found
task311,outputs\onnx\task311.onnx,outputs\candidates\int64_to_int32_shrink\task311_Int64ToInt32Shrink.onnx,270,270,0,479,479,0,0,0,no shrinkable initializers found
task312,outputs\onnx\task312.onnx,outputs\candidates\int64_to_int32_shrink\task312_Int64ToInt32Shrink.onnx,171,171,0,1202,1202,0,0,0,no shrinkable initializers found
task313,outputs\onnx\task313.onnx,outputs\candidates\int64_to_int32_shrink\task313_Int64ToInt32Shrink.onnx,40857,40857,0,39887,39887,0,0,0,no shrinkable initializers found
task314,outputs\onnx\task314.onnx,outputs\candidates\int64_to_int32_shrink\task314_Int64ToInt32Shrink.onnx,1558,1558,0,28414,28414,0,0,0,no shrinkable initializers found
