task_id,lane,source_model_path,output_model_path,source_estimated_cost,output_estimated_cost,estimated_cost_delta,source_file_size_bytes,output_file_size_bytes,file_size_delta,source_initializer_bytes,output_initializer_bytes,initializer_bytes_delta,source_initializer_count,output_initializer_count,changed,removed_dead_nodes,removed_unused_initializers,removed_unused_value_info,deduplicated_initializers,constant_gather_tables_pruned,constant_gather_rows_removed,constant_gather_bytes_removed,checker_passed,forbidden_ops_passed,static_shapes_passed,equivalence_passed,equivalence_inputs_checked,equivalence_max_abs_diff,candidate_valid,failure_reason
task072,overrides,outputs\current_6352_53_stack\overrides\task072.onnx,,255,255,0,1289,1289,0,206,206,0,8,8,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task073,overrides,outputs\current_6352_53_stack\overrides\task073.onnx,,1500,1500,0,1397,1397,0,1200,1200,0,1,1,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task074,overrides,outputs\current_6352_53_stack\overrides\task074.onnx,,321,321,0,1824,1824,0,276,276,0,13,13,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task075,overrides,outputs\current_6352_53_stack\overrides\task075.onnx,,419,419,0,1534,1534,0,350,350,0,16,16,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task076,overrides,outputs\current_6352_53_stack\overrides\task076.onnx,,12122,12122,0,54163,54163,0,10008,10008,0,42,42,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task077,overrides,outputs\current_6352_53_stack\overrides\task077.onnx,,3569,3569,0,25987,25987,0,2502,2502,0,28,28,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task078,overrides,outputs\current_6352_53_stack\overrides\task078.onnx,,252,252,0,1974,1974,0,216,216,0,11,11,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task079,overrides,outputs\current_6352_53_stack\overrides\task079.onnx,,1301,1301,0,2695,2695,0,1056,1056,0,7,7,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task080,overrides,outputs\current_6352_53_stack\overrides\task080.onnx,,1198,1198,0,10133,10133,0,981,981,0,35,35,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
task081,overrides,outputs\current_6352_53_stack\overrides\task081.onnx,,627,627,0,3749,3749,0,518,518,0,17,17,False,0,0,0,0,0,0,0,True,True,True,True,0,,False,
