task_id,current_cost,current_score,score_if_10000,score_if_3000,score_if_1000,score_if_300,potential_to_1000,potential_to_300,gain_category,same_shape,num_colors_in,num_colors_out,shape_relation,current_model_type,task_family,online_history
task365,627,18.5591,15.7897,16.9936,18.0922,19.2962,-0.4668,0.7372,already_good,False,4,3,crop,crop_or_extract,,
task292,621,18.5687,15.7897,16.9936,18.0922,19.2962,-0.4764,0.7275,already_good,True,2,3,same_shape,unknown,,
task174,614,18.58,15.7897,16.9936,18.0922,19.2962,-0.4878,0.7162,already_good,False,8,4,crop,crop_or_extract,,
task306,610,18.5865,15.7897,16.9936,18.0922,19.2962,-0.4943,0.7097,already_good,True,8,8,same_shape,same_shape_mask_or_remap,,
task130,608,18.5898,15.7897,16.9936,18.0922,19.2962,-0.4976,0.7064,already_good,False,8,7,crop,crop_or_extract,,
task134,600,18.6031,15.7897,16.9936,18.0922,19.2962,-0.5108,0.6931,already_good,False,7,4,crop,crop_or_extract,,
task185,595,18.6114,15.7897,16.9936,18.0922,19.2962,-0.5192,0.6848,already_good,False,7,6,crop,crop_or_extract,,
task056,592,18.6165,15.7897,16.9936,18.0922,19.2962,-0.5242,0.6797,already_good,False,5,4,crop,crop_or_extract,,
task267,591,18.6182,15.7897,16.9936,18.0922,19.2962,-0.5259,0.678,already_good,True,5,3,same_shape,unknown,,
task012,587,18.625,15.7897,16.9936,18.0922,19.2962,-0.5327,0.6712,already_good,True,5,5,same_shape,same_shape_mask_or_remap,,
task240,582,18.6335,15.7897,16.9936,18.0922,19.2962,-0.5413,0.6627,already_good,True,6,6,same_shape,same_shape_mask_or_remap,,
task160,571,18.6526,15.7897,16.9936,18.0922,19.2962,-0.5604,0.6436,already_good,True,2,3,same_shape,unknown,,
task269,568,18.6579,15.7897,16.9936,18.0922,19.2962,-0.5656,0.6383,already_good,False,8,8,expand,scale_or_tile,,
task320,565,18.6632,15.7897,16.9936,18.0922,19.2962,-0.5709,0.633,already_good,True,2,3,same_shape,unknown,,
task112,564,18.6649,15.7897,16.9936,18.0922,19.2962,-0.5727,0.6313,already_good,True,3,3,same_shape,same_shape_mask_or_remap,,
task228,562,18.6685,15.7897,16.9936,18.0922,19.2962,-0.5763,0.6277,already_good,True,10,10,same_shape,same_shape_mask_or_remap,,
task065,561,18.6703,15.7897,16.9936,18.0922,19.2962,-0.578,0.6259,already_good,False,5,4,crop,crop_or_extract,,
task215,559,18.6739,15.7897,16.9936,18.0922,19.2962,-0.5816,0.6224,already_good,True,3,3,same_shape,same_shape_mask_or_remap,,
task085,558,18.6756,15.7897,16.9936,18.0922,19.2962,-0.5834,0.6206,already_good,True,5,5,same_shape,same_shape_mask_or_remap,,
task371,557,18.6774,15.7897,16.9936,18.0922,19.2962,-0.5852,0.6188,already_good,True,2,3,same_shape,unknown,,
task315,551,18.6883,15.7897,16.9936,18.0922,19.2962,-0.596,0.608,already_good,False,3,3,expand,scale_or_tile,,
task304,538,18.7121,15.7897,16.9936,18.0922,19.2962,-0.6199,0.5841,already_good,False,6,7,expand,scale_or_tile,,
task022,531,18.7252,15.7897,16.9936,18.0922,19.2962,-0.633,0.571,already_good,False,9,9,crop,crop_or_extract,,
task151,525,18.7366,15.7897,16.9936,18.0922,19.2962,-0.6444,0.5596,already_good,True,7,8,same_shape,unknown,,
task010,521,18.7442,15.7897,16.9936,18.0922,19.2962,-0.652,0.552,already_good,True,2,5,same_shape,unknown,,
task289,520,18.7462,15.7897,16.9936,18.0922,19.2962,-0.6539,0.55,already_good,False,9,9,expand,scale_or_tile,,
task265,513,18.7597,15.7897,16.9936,18.0922,19.2962,-0.6675,0.5365,already_good,True,2,3,same_shape,unknown,,
task368,511,18.7636,15.7897,16.9936,18.0922,19.2962,-0.6714,0.5326,already_good,True,6,5,same_shape,unknown,,
task075,509,18.7676,15.7897,16.9936,18.0922,19.2962,-0.6753,0.5287,already_good,True,10,9,same_shape,unknown,,
task336,505,18.7754,15.7897,16.9936,18.0922,19.2962,-0.6832,0.5208,already_good,True,2,3,same_shape,unknown,,
task038,493,18.7995,15.7897,16.9936,18.0922,19.2962,-0.7072,0.4967,already_good,False,3,2,crop,crop_or_extract,,
task031,470,18.8473,15.7897,16.9936,18.0922,19.2962,-0.755,0.449,already_good,False,4,4,crop,crop_or_extract,,
task143,465,18.858,15.7897,16.9936,18.0922,19.2962,-0.7657,0.4383,already_good,True,9,8,same_shape,unknown,,
task348,463,18.8623,15.7897,16.9936,18.0922,19.2962,-0.77,0.4339,already_good,True,2,3,same_shape,unknown,,
task048,462,18.8644,15.7897,16.9936,18.0922,19.2962,-0.7722,0.4318,already_good,False,3,2,crop,crop_or_extract,,
task072,462,18.8644,15.7897,16.9936,18.0922,19.2962,-0.7722,0.4318,already_good,False,3,2,crop,crop_or_extract,,
task263,456,18.8775,15.7897,16.9936,18.0922,19.2962,-0.7853,0.4187,already_good,False,8,4,crop,crop_or_extract,,
task082,443,18.9064,15.7897,16.9936,18.0922,19.2962,-0.8142,0.3898,already_good,True,4,4,same_shape,same_shape_mask_or_remap,,
task271,439,18.9155,15.7897,16.9936,18.0922,19.2962,-0.8233,0.3807,already_good,False,3,2,crop,crop_or_extract,,
task090,438,18.9178,15.7897,16.9936,18.0922,19.2962,-0.8255,0.3784,already_good,True,3,4,same_shape,unknown,,
task132,436,18.9224,15.7897,16.9936,18.0922,19.2962,-0.8301,0.3739,already_good,True,6,6,same_shape,same_shape_mask_or_remap,,
task196,431,18.9339,15.7897,16.9936,18.0922,19.2962,-0.8416,0.3623,already_good,True,2,3,same_shape,unknown,,
task066,430,18.9362,15.7897,16.9936,18.0922,19.2962,-0.844,0.36,already_good,True,4,4,same_shape,same_shape_mask_or_remap,,
task115,429,18.9385,15.7897,16.9936,18.0922,19.2962,-0.8463,0.3577,already_good,False,6,6,crop,crop_or_extract,,
task103,425,18.9479,15.7897,16.9936,18.0922,19.2962,-0.8557,0.3483,already_good,False,2,2,crop,crop_or_extract,,
task299,414,18.9741,15.7897,16.9936,18.0922,19.2962,-0.8819,0.3221,already_good,True,3,4,same_shape,unknown,,
task032,409,18.9863,15.7897,16.9936,18.0922,19.2962,-0.894,0.3099,already_good,True,9,9,same_shape,same_shape_mask_or_remap,,
task141,409,18.9863,15.7897,16.9936,18.0922,19.2962,-0.894,0.3099,already_good,True,4,4,same_shape,same_shape_mask_or_remap,,
task257,409,18.9863,15.7897,16.9936,18.0922,19.2962,-0.894,0.3099,already_good,False,6,5,crop,crop_or_extract,,
task222,405,18.9961,15.7897,16.9936,18.0922,19.2962,-0.9039,0.3001,already_good,True,10,4,same_shape,unknown,,
task280,396,19.0186,15.7897,16.9936,18.0922,19.2962,-0.9263,0.2776,already_good,True,3,3,same_shape,same_shape_mask_or_remap,,
task356,394,19.0236,15.7897,16.9936,18.0922,19.2962,-0.9314,0.2726,already_good,True,2,2,same_shape,same_shape_mask_or_remap,,
task333,393,19.0262,15.7897,16.9936,18.0922,19.2962,-0.9339,0.27,already_good,True,6,6,same_shape,same_shape_mask_or_remap,,
task161,389,19.0364,15.7897,16.9936,18.0922,19.2962,-0.9442,0.2598,already_good,True,7,4,same_shape,unknown,,
task232,389,19.0364,15.7897,16.9936,18.0922,19.2962,-0.9442,0.2598,already_good,True,5,6,same_shape,unknown,,
task295,389,19.0364,15.7897,16.9936,18.0922,19.2962,-0.9442,0.2598,already_good,False,6,6,expand,scale_or_tile,,
task008,382,19.0546,15.7897,16.9936,18.0922,19.2962,-0.9623,0.2416,already_good,True,3,3,same_shape,same_shape_mask_or_remap,,
task259,382,19.0546,15.7897,16.9936,18.0922,19.2962,-0.9623,0.2416,already_good,False,5,5,crop,crop_or_extract,,
task199,378,19.0651,15.7897,16.9936,18.0922,19.2962,-0.9729,0.2311,already_good,True,4,5,same_shape,unknown,,
task040,370,19.0865,15.7897,16.9936,18.0922,19.2962,-0.9943,0.2097,already_good,True,8,7,same_shape,unknown,,
task033,369,19.0892,15.7897,16.9936,18.0922,19.2962,-0.997,0.207,already_good,True,5,5,same_shape,same_shape_mask_or_remap,,
task375,367,19.0946,15.7897,16.9936,18.0922,19.2962,-1.0024,0.2016,already_good,True,4,4,same_shape,same_shape_mask_or_remap,,
task121,366,19.0974,15.7897,16.9936,18.0922,19.2962,-1.0051,0.1989,already_good,False,7,4,crop,crop_or_extract,,
task297,364,19.1028,15.7897,16.9936,18.0922,19.2962,-1.0106,0.1934,already_good,True,7,6,same_shape,unknown,,candidates\deduplicated_all\task297_DeduplicateInitializers.onnx
task229,357,19.1223,15.7897,16.9936,18.0922,19.2962,-1.03,0.174,already_good,True,5,4,same_shape,unknown,,
task351,354,19.1307,15.7897,16.9936,18.0922,19.2962,-1.0385,0.1655,already_good,False,9,7,crop,crop_or_extract,,
task288,353,19.1335,15.7897,16.9936,18.0922,19.2962,-1.0413,0.1627,already_good,True,7,7,same_shape,same_shape_mask_or_remap,,
task188,352,19.1364,15.7897,16.9936,18.0922,19.2962,-1.0441,0.1598,already_good,False,6,6,crop,crop_or_extract,,
task126,347,19.1507,15.7897,16.9936,18.0922,19.2962,-1.0584,0.1455,already_good,True,4,5,same_shape,unknown,,
task400,345,19.1565,15.7897,16.9936,18.0922,19.2962,-1.0642,0.1398,already_good,False,7,4,crop,crop_or_extract,,
task376,343,19.1623,15.7897,16.9936,18.0922,19.2962,-1.07,0.1339,already_good,False,3,3,expand,scale_or_tile,,
task006,339,19.174,15.7897,16.9936,18.0922,19.2962,-1.0818,0.1222,already_good,False,3,2,crop,crop_or_extract,,
task227,339,19.174,15.7897,16.9936,18.0922,19.2962,-1.0818,0.1222,already_good,False,3,2,crop,crop_or_extract,,
task347,339,19.174,15.7897,16.9936,18.0922,19.2962,-1.0818,0.1222,already_good,False,3,2,crop,crop_or_extract,,
task386,339,19.174,15.7897,16.9936,18.0922,19.2962,-1.0818,0.1222,already_good,False,4,2,crop,crop_or_extract,,
task395,339,19.174,15.7897,16.9936,18.0922,19.2962,-1.0818,0.1222,already_good,False,3,2,crop,crop_or_extract,,
task100,335,19.1859,15.7897,16.9936,18.0922,19.2962,-1.0936,0.1103,already_good,False,6,3,crop,crop_or_extract,,
task218,328,19.207,15.7897,16.9936,18.0922,19.2962,-1.1147,0.0892,already_good,False,8,7,crop,crop_or_extract,,
task192,327,19.21,15.7897,16.9936,18.0922,19.2962,-1.1178,0.0862,already_good,True,5,3,same_shape,unknown,,
task193,327,19.21,15.7897,16.9936,18.0922,19.2962,-1.1178,0.0862,already_good,True,4,4,same_shape,same_shape_mask_or_remap,,
task329,326,19.2131,15.7897,16.9936,18.0922,19.2962,-1.1209,0.0831,already_good,True,10,6,same_shape,unknown,,
task242,324,19.2193,15.7897,16.9936,18.0922,19.2962,-1.127,0.077,already_good,False,10,8,crop,crop_or_extract,,
task144,322,19.2254,15.7897,16.9936,18.0922,19.2962,-1.1332,0.0708,already_good,False,4,2,crop,crop_or_extract,,
task236,322,19.2254,15.7897,16.9936,18.0922,19.2962,-1.1332,0.0708,already_good,False,4,2,crop,crop_or_extract,,
task318,322,19.2254,15.7897,16.9936,18.0922,19.2962,-1.1332,0.0708,already_good,False,4,2,crop,crop_or_extract,,
task074,321,19.2286,15.7897,16.9936,18.0922,19.2962,-1.1363,0.0677,already_good,True,10,9,same_shape,unknown,,
task360,320,19.2317,15.7897,16.9936,18.0922,19.2962,-1.1394,0.0645,already_good,False,8,7,crop,crop_or_extract,,
task237,317,19.2411,15.7897,16.9936,18.0922,19.2962,-1.1489,0.0551,already_good,True,7,7,same_shape,same_shape_mask_or_remap,,
task026,312,19.257,15.7897,16.9936,18.0922,19.2962,-1.1648,0.0392,already_good,False,3,2,crop,crop_or_extract,,
task155,311,19.2602,15.7897,16.9936,18.0922,19.2962,-1.168,0.036,already_good,True,6,6,same_shape,same_shape_mask_or_remap,,
task394,311,19.2602,15.7897,16.9936,18.0922,19.2962,-1.168,0.036,already_good,False,6,4,crop,crop_or_extract,,
task207,307,19.2732,15.7897,16.9936,18.0922,19.2962,-1.1809,0.0231,already_good,False,4,4,crop,crop_or_extract,,
task150,302,19.2896,15.7897,16.9936,18.0922,19.2962,-1.1973,0.0066,already_good,True,4,4,same_shape,same_shape_mask_or_remap,,
task166,289,19.3336,15.7897,16.9936,18.0922,19.2962,-1.2413,-0.0374,already_good,True,2,3,same_shape,unknown,,
task052,283,19.3546,15.7897,16.9936,18.0922,19.2962,-1.2623,-0.0583,already_good,True,7,2,same_shape,unknown,,
task063,276,19.3796,15.7897,16.9936,18.0922,19.2962,-1.2874,-0.0834,already_good,True,3,4,same_shape,unknown,,
task078,276,19.3796,15.7897,16.9936,18.0922,19.2962,-1.2874,-0.0834,already_good,True,3,3,same_shape,same_shape_mask_or_remap,,
task316,276,19.3796,15.7897,16.9936,18.0922,19.2962,-1.2874,-0.0834,already_good,False,10,10,crop,crop_or_extract,,
task007,271,19.3979,15.7897,16.9936,18.0922,19.2962,-1.3056,-0.1017,already_good,True,6,5,same_shape,unknown,,
task053,270,19.4016,15.7897,16.9936,18.0922,19.2962,-1.3093,-0.1054,already_good,True,3,3,same_shape,same_shape_mask_or_remap,,
task113,270,19.4016,15.7897,16.9936,18.0922,19.2962,-1.3093,-0.1054,already_good,True,4,4,same_shape,same_shape_mask_or_remap,,
task116,270,19.4016,15.7897,16.9936,18.0922,19.2962,-1.3093,-0.1054,already_good,False,5,5,expand,scale_or_tile,,
task164,270,19.4016,15.7897,16.9936,18.0922,19.2962,-1.3093,-0.1054,already_good,False,3,3,expand,scale_or_tile,,
task172,270,19.4016,15.7897,16.9936,18.0922,19.2962,-1.3093,-0.1054,already_good,False,8,8,expand,scale_or_tile,,
task210,270,19.4016,15.7897,16.9936,18.0922,19.2962,-1.3093,-0.1054,already_good,False,2,2,expand,scale_or_tile,,
task248,270,19.4016,15.7897,16.9936,18.0922,19.2962,-1.3093,-0.1054,already_good,True,2,2,same_shape,same_shape_mask_or_remap,,
task273,270,19.4016,15.7897,16.9936,18.0922,19.2962,-1.3093,-0.1054,already_good,True,2,3,same_shape,unknown,,
task311,270,19.4016,15.7897,16.9936,18.0922,19.2962,-1.3093,-0.1054,already_good,False,2,2,expand,scale_or_tile,,
task357,270,19.4016,15.7897,16.9936,18.0922,19.2962,-1.3093,-0.1054,already_good,True,2,2,same_shape,unknown,,
task372,270,19.4016,15.7897,16.9936,18.0922,19.2962,-1.3093,-0.1054,already_good,False,7,6,crop,crop_or_extract,,
task385,270,19.4016,15.7897,16.9936,18.0922,19.2962,-1.3093,-0.1054,already_good,True,6,6,same_shape,same_shape_mask_or_remap,,
task070,258,19.447,15.7897,16.9936,18.0922,19.2962,-1.3548,-0.1508,already_good,True,3,4,same_shape,unknown,,
task129,258,19.447,15.7897,16.9936,18.0922,19.2962,-1.3548,-0.1508,already_good,True,7,3,same_shape,unknown,,
task349,258,19.447,15.7897,16.9936,18.0922,19.2962,-1.3548,-0.1508,already_good,True,2,4,same_shape,unknown,,
task302,257,19.4509,15.7897,16.9936,18.0922,19.2962,-1.3587,-0.1547,already_good,True,2,5,same_shape,unknown,,
task262,253,19.4666,15.7897,16.9936,18.0922,19.2962,-1.3744,-0.1704,already_good,True,2,3,same_shape,unknown,,
task183,250,19.4785,15.7897,16.9936,18.0922,19.2962,-1.3863,-0.1823,already_good,False,9,7,crop,crop_or_extract,,
task184,250,19.4785,15.7897,16.9936,18.0922,19.2962,-1.3863,-0.1823,already_good,False,8,7,crop,crop_or_extract,,
task389,250,19.4785,15.7897,16.9936,18.0922,19.2962,-1.3863,-0.1823,already_good,True,4,4,same_shape,unknown,,
task039,248,19.4866,15.7897,16.9936,18.0922,19.2962,-1.3943,-0.1904,already_good,False,9,9,crop,crop_or_extract,,
task111,248,19.4866,15.7897,16.9936,18.0922,19.2962,-1.3943,-0.1904,already_good,False,5,4,crop,crop_or_extract,,
task287,247,19.4906,15.7897,16.9936,18.0922,19.2962,-1.3984,-0.1944,already_good,True,9,8,same_shape,unknown,,candidates\deduplicated_all\task287_DeduplicateInitializers.onnx
task391,245,19.4987,15.7897,16.9936,18.0922,19.2962,-1.4065,-0.2025,already_good,False,7,6,crop,crop_or_extract,,
task393,245,19.4987,15.7897,16.9936,18.0922,19.2962,-1.4065,-0.2025,already_good,False,7,6,crop,crop_or_extract,,
task045,244,19.5028,15.7897,16.9936,18.0922,19.2962,-1.4106,-0.2066,already_good,True,9,9,same_shape,same_shape_mask_or_remap,,
task041,243,19.5069,15.7897,16.9936,18.0922,19.2962,-1.4147,-0.2107,already_good,True,6,6,same_shape,same_shape_mask_or_remap,,
task247,241,19.5152,15.7897,16.9936,18.0922,19.2962,-1.423,-0.219,already_good,False,9,7,crop,crop_or_extract,,
task373,239,19.5235,15.7897,16.9936,18.0922,19.2962,-1.4313,-0.2273,already_good,True,4,4,same_shape,same_shape_mask_or_remap,,
task352,234,19.5447,15.7897,16.9936,18.0922,19.2962,-1.4524,-0.2485,already_good,True,5,6,same_shape,unknown,,
task149,232,19.5533,15.7897,16.9936,18.0922,19.2962,-1.461,-0.257,already_good,False,3,2,crop,crop_or_extract,,
task146,203,19.6868,15.7897,16.9936,18.0922,19.2962,-1.5945,-0.3906,already_good,False,9,5,crop,crop_or_extract,,candidates\deduplicated_all\task146_DeduplicateInitializers.onnx
task327,200,19.7017,15.7897,16.9936,18.0922,19.2962,-1.6094,-0.4055,already_good,False,7,7,expand,scale_or_tile,,
task068,199,19.7067,15.7897,16.9936,18.0922,19.2962,-1.6145,-0.4105,already_good,True,10,5,same_shape,unknown,,
task322,185,19.7796,15.7897,16.9936,18.0922,19.2962,-1.6874,-0.4834,already_good,True,7,7,same_shape,same_shape_mask_or_remap,,
task162,183,19.7905,15.7897,16.9936,18.0922,19.2962,-1.6983,-0.4943,already_good,True,4,5,same_shape,unknown,,
task001,172,19.8525,15.7897,16.9936,18.0922,19.2962,-1.7603,-0.5563,already_good,False,5,5,expand,scale_or_tile,,
task312,171,19.8583,15.7897,16.9936,18.0922,19.2962,-1.7661,-0.5621,already_good,True,6,5,same_shape,unknown,,
task067,165,19.8941,15.7897,16.9936,18.0922,19.2962,-1.8018,-0.5978,already_good,False,6,6,crop,crop_or_extract,,
task243,154,19.963,15.7897,16.9936,18.0922,19.2962,-1.8708,-0.6668,already_good,True,10,10,same_shape,same_shape_mask_or_remap,,candidates\deduplicated_all\task243_DeduplicateInitializers.onnx
task380,149,19.9961,15.7897,16.9936,18.0922,19.2962,-1.9038,-0.6998,already_good,True,4,4,same_shape,same_shape_mask_or_remap,,
task087,144,20.0302,15.7897,16.9936,18.0922,19.2962,-1.9379,-0.734,already_good,True,7,7,same_shape,same_shape_mask_or_remap,,
task140,144,20.0302,15.7897,16.9936,18.0922,19.2962,-1.9379,-0.734,already_good,True,7,7,same_shape,same_shape_mask_or_remap,,
task023,116,20.2464,15.7897,16.9936,18.0922,19.2962,-2.1542,-0.9502,already_good,True,2,3,same_shape,unknown,,candidates\deduplicated_all\task023_DeduplicateInitializers.onnx
task057,99,20.4049,15.7897,16.9936,18.0922,19.2962,-2.3126,-1.1087,already_good,False,4,4,crop,crop_or_extract,,
task197,92,20.4782,15.7897,16.9936,18.0922,19.2962,-2.386,-1.182,already_good,True,8,8,same_shape,same_shape_mask_or_remap,,
task016,90,20.5002,15.7897,16.9936,18.0922,19.2962,-2.4079,-1.204,already_good,True,8,8,same_shape,same_shape_mask_or_remap,,
task092,90,20.5002,15.7897,16.9936,18.0922,19.2962,-2.4079,-1.204,already_good,True,9,9,same_shape,same_shape_mask_or_remap,,
task276,90,20.5002,15.7897,16.9936,18.0922,19.2962,-2.4079,-1.204,already_good,True,2,2,same_shape,unknown,,
task309,90,20.5002,15.7897,16.9936,18.0922,19.2962,-2.4079,-1.204,already_good,True,3,3,same_shape,unknown,,
task337,90,20.5002,15.7897,16.9936,18.0922,19.2962,-2.4079,-1.204,already_good,True,9,9,same_shape,same_shape_mask_or_remap,,
task003,74,20.6959,15.7897,16.9936,18.0922,19.2962,-2.6037,-1.3997,already_good,False,2,2,expand,scale_or_tile,,
task135,54,21.011,15.7897,16.9936,18.0922,19.2962,-2.9188,-1.7148,already_good,False,10,9,crop,crop_or_extract,,
task326,54,21.011,15.7897,16.9936,18.0922,19.2962,-2.9188,-1.7148,already_good,False,7,7,crop,crop_or_extract,,
task202,50,21.088,15.7897,16.9936,18.0922,19.2962,-2.9957,-1.7918,already_good,True,7,7,same_shape,same_shape_mask_or_remap,,
task014,0,25.0,15.7897,16.9936,18.0922,19.2962,-6.9078,-5.7038,already_good,False,6,4,crop,crop_or_extract,,
task179,0,25.0,15.7897,16.9936,18.0922,19.2962,-6.9078,-5.7038,already_good,True,6,6,same_shape,same_shape_mask_or_remap,,
task241,0,25.0,15.7897,16.9936,18.0922,19.2962,-6.9078,-5.7038,already_good,True,8,8,same_shape,same_shape_mask_or_remap,,
