task_id,ref6275_valid_structural,ref6275_params,ref6275_memory_bytes,ref6275_estimated_cost,ref6275_estimated_score,ref6275_file_size_bytes,ref6275_file_size_ok,ref6275_node_count,ref6275_initializer_count,ref6275_forbidden_ops,ref6275_unused_initializer_count,ref6275_unused_initializer_params,ref6275_duplicate_group_count,ref6275_duplicate_saved_params,ref6275_sha256,current_valid_structural,current_params,current_memory_bytes,current_estimated_cost,current_estimated_score,current_file_size_bytes,current_file_size_ok,current_node_count,current_initializer_count,current_forbidden_ops,current_unused_initializer_count,current_unused_initializer_params,current_duplicate_group_count,current_duplicate_saved_params,current_sha256,same_sha256,cost_delta_ref_minus_current,score_delta_ref_minus_current,file_delta_ref_minus_current,cheaper_source_by_cost
task034,True,2847,4854,7701,16.050894530460752,8450,True,79,16,,0,0,0,0,40e15c163ffd24e22a1ff78e4e3cda24a02c486f385e9e6f18214290493f4ce1,True,2847,4854,7701,16.050894530460752,11293,True,87,16,,0,0,0,0,7400b12dcb940f16d35589b5657e932c80b9aa92e8aed8c1f41a38cdff070b08,False,0,0.0,-2843,tie
task035,True,51,404,455,18.87970258104905,3707,True,38,16,,0,0,0,0,15a9c474e70c83253daaa3ff80387d3b29feadebd4ec8018b87fc277cf69f62a,True,225,1164,1389,17.763660657245655,12869,True,104,32,,0,0,0,0,642759a6cd0998d967d7e85356f0cf80fd0c469cf314344c5a9a6ada44a385c9,False,-934,1.1160419238033938,-9162,ref6275
task036,True,111,756,867,18.23496102321946,3950,True,56,16,,0,0,0,0,c12f5532d64b9004bd8c7887b5516a541605ec2e3a3315e97058024946ab1582,True,159,1140,1299,17.8306499833294,5866,True,56,17,,0,0,0,0,76facc8f1d2b1b6691dc621f3160abfd35d151bfaf74961ef3d21abebefdb575,False,-432,0.40431103989005734,-1916,ref6275
task037,True,8326,16760,25086,14.86993479941538,20424,True,27,13,,0,0,0,0,e19669c0dec2c6b73986d1bd07ec5c19bb0bc452edb6cf3d006f85657ae46d12,True,8326,16760,25086,14.86993479941538,20424,True,27,13,,0,0,0,0,e19669c0dec2c6b73986d1bd07ec5c19bb0bc452edb6cf3d006f85657ae46d12,True,0,0.0,0,tie
task038,True,38,260,298,19.302906513494595,2559,True,17,13,,0,0,0,0,0ce0021c1d1f0b43b786a25f2a82f6f95d54ae57c5cbe3c86e09a0db0e960be0,True,77,416,493,18.79949082595731,2357,True,16,13,,0,0,0,0,a83d43302a9ef7e5b284cc1e38fc4ce8deedb152481de569220ea69b94855018,False,-195,0.5034156875372844,202,ref6275
task039,True,28,220,248,19.486571253835017,1913,True,14,9,,0,0,0,0,4e9c2db4798edb627e65601fb59b0b194a91b536746f1a97fab3a7317054d3be,True,28,220,248,19.486571253835017,1913,True,14,9,,0,0,0,0,3bac77b4053405c006f1695572c1a8853909392131b90cc60df799a75bef2677,False,0,0.0,0,tie
task040,True,62,308,370,19.08649699436173,4167,True,36,20,,0,0,0,0,f75c35724647ee41a691e8449bf8b38434ce9912519b1b33845a1eeb08cebff5,True,62,308,370,19.08649699436173,4104,True,36,20,,0,0,0,0,b2981947dbae7b221cfedb86a55a6b82613d48908ff0ba0862ea2e06deb9befb,False,0,0.0,63,tie
task041,True,29,158,187,19.768891383145412,2110,True,20,7,,0,0,0,0,2ae5ccde56d9118ad549ef2a4383dfc5a74e4b8fcbbd3b3dc4d09c92209444a6,True,27,216,243,19.506938556659453,2228,True,18,6,,0,0,0,0,b84ce39398538ef8f1ecee3d2e64c3e0d80db902edf7e23098fcb22c816e3c8d,False,-56,0.26195282648595963,-118,ref6275
task042,True,727,1718,2445,17.198199598091026,8525,True,52,22,,0,0,0,0,d87292931a88be1df7b34e6b3c31d2d53813cd397f2211022a425f3fe5c0d61d,True,160,728,888,18.21102825700783,8398,True,54,18,,0,0,0,0,61704243d0814f6344a7541e90aec41f9e115f16368a7d57bc896bc807d12eca,False,1557,-1.0128286589168027,127,current
task043,True,138,634,772,18.351015449975222,2224,True,10,13,,0,0,0,0,78bd0735042e2bea69debe4c90734dcc89c000794c163beb7a4f8e047666950c,True,139,638,777,18.34455964963235,1966,True,9,14,,0,0,0,0,16b05e98645b4d8da6cf555ed59cb2165317fe07248f91dd11f6747c0b38c22b,False,-5,0.006455800342870077,258,ref6275
