task_id,ref6275_valid_structural,ref6275_params,ref6275_memory_bytes,ref6275_estimated_cost,ref6275_estimated_score,ref6275_file_size_bytes,ref6275_file_size_ok,ref6275_node_count,ref6275_initializer_count,ref6275_forbidden_ops,ref6275_unused_initializer_count,ref6275_unused_initializer_params,ref6275_duplicate_group_count,ref6275_duplicate_saved_params,ref6275_sha256,current_valid_structural,current_params,current_memory_bytes,current_estimated_cost,current_estimated_score,current_file_size_bytes,current_file_size_ok,current_node_count,current_initializer_count,current_forbidden_ops,current_unused_initializer_count,current_unused_initializer_params,current_duplicate_group_count,current_duplicate_saved_params,current_sha256,same_sha256,cost_delta_ref_minus_current,score_delta_ref_minus_current,file_delta_ref_minus_current,cheaper_source_by_cost
task071,True,53,340,393,19.02619038813074,5298,True,49,13,,0,0,0,0,a386547df7d1b3b8050fff7963329e27d8852517b7d7957c7c05a9b149a7a72e,True,930,7308,8238,15.983487125003974,12082,True,49,12,,0,0,0,0,2d696d39af281a3a0ca1582e413672e8ef38ef9f06d584f19844a45a6e2aa4a2,False,-7845,3.042703263126766,-6784,ref6275
task072,True,49,206,255,19.458736454841574,1289,True,11,8,,0,0,0,0,ce9138206dc060641e07a1ee45e8b332b0e4bcdfe0a06d625d8668c10d6d33e5,True,78,384,462,18.86443510891826,1625,True,9,8,,0,0,0,0,188545c2133e8f311a556d754e465f755bfe94c8c5afb0495df211beb64cec49,False,-207,0.5943013459233129,-336,ref6275
task073,True,910,3640,4550,16.577117488055002,3825,True,1,2,,0,0,0,0,c974fda7fe3001de4bd2200b9065826ac44cf359fcb1949954b82f28411b5b63,True,910,3640,4550,16.577117488055002,3825,True,1,2,,0,0,0,0,c974fda7fe3001de4bd2200b9065826ac44cf359fcb1949954b82f28411b5b63,True,0,0.0,0,tie
task074,True,45,276,321,19.228558876869982,1824,True,18,13,,0,0,0,0,8194b1eba8a395566d686766b74869219cdfdaec5105dbad5f36b6ef32435be8,True,45,276,321,19.228558876869982,1824,True,18,13,,0,0,0,0,8194b1eba8a395566d686766b74869219cdfdaec5105dbad5f36b6ef32435be8,True,0,0.0,0,tie
task075,True,57,450,507,18.771488996408817,6812,True,57,30,,0,0,0,0,211a2ab0ea4cb67b9b8714d411d361e7eab6ec1192f0f74155bd9bd9c043c7d1,True,57,452,509,18.76755198344948,7736,True,46,30,,0,0,0,0,e42e990b0d7538c360b7ec46a58a74ddd4c3f1dd5db79365dd85700a10e25015,False,-2,0.003937012959337238,-924,ref6275
task076,True,339,1122,1461,17.7131235882493,24619,True,377,32,,0,0,0,0,419bbf22d94034edf9dc1d2eed86480945abad297d08dbdaaaaf87ef5d7e2ef5,True,2362,15176,17538,15.2278747656607,36146,True,214,44,,0,0,0,0,2f8587b7d947ad982eec00bc1611d43cb224dc95230d2de297ddab623b111ed9,False,-16077,2.4852488225886002,-11527,ref6275
task077,True,196,725,921,18.174539963744692,3638,True,68,20,,0,0,0,0,375284c4a438c2fdc7a928ea689047963e768c2a24bc4014a33f1c2405f8352e,True,2213,4759,6972,16.150342593360087,9860,True,72,20,,0,0,0,0,e9ba6003d604dc8eabe4c1293832b222739a2738c2838b1512ae380d87d398bb,False,-6051,2.0241973703846057,-6222,ref6275
task078,True,36,216,252,19.470570912488576,1974,True,25,11,,0,0,0,0,c33e2e8bb8525ee7c4bfa0aca9ec69955cdd9a97837985fb38efdb309903089a,True,36,240,276,19.37959913428285,2588,True,22,11,,0,0,0,0,1f42d518b8bed0679fb0978abe48fb184ffa7bd3bff6e10ee8bf6312e0d5faba,False,-24,0.0909717782057271,-614,ref6275
task079,True,245,1056,1301,17.829111521487494,2695,True,20,7,,0,0,0,0,4a4f6c8381af1ed692a1d279af1ebacd591befb7b825933520d08519653c1d13,True,245,1056,1301,17.829111521487494,2695,True,20,7,,0,0,0,0,60ad44e5b208b22c2d4a93f322baf5362bf4a0b2cec7283e9db31f1de40a9346,False,0,0.0,0,tie
task080,True,217,981,1198,17.911591221324606,10180,True,123,35,,0,0,0,0,d33a1cd4e8af8822d5e8e6c5e24c7af82c78fdf93a5d91691fb7648cb1a42889,True,1493,7842,9335,15.858473944024176,18484,True,93,31,,0,0,0,0,da97f63843845f687d92854fc2b1b0498fc0cb2543e1e41022a77c4b3933deab,False,-8137,2.05311727730043,-8304,ref6275
task081,True,109,518,627,18.559053459367078,3749,True,35,17,,0,0,0,0,118dc8373587509f07d12aec64778af91edff7253f80e273a30e5863c7b8c91b,True,109,518,627,18.559053459367078,3749,True,35,17,,0,0,0,0,118dc8373587509f07d12aec64778af91edff7253f80e273a30e5863c7b8c91b,True,0,0.0,0,tie
task082,True,56,336,392,19.02873816020954,1638,True,10,8,,0,0,0,0,c2726100feab2aab72d85e4d124b0963d797e7b9d3291bbfcb0130f30975c50d,True,79,364,443,18.906430229954864,2282,True,18,10,,0,0,0,0,f5185afcc7d53962b11373341617929555563572d95dba938af0c9e973fee1a1,False,-51,0.12230793025467435,-644,ref6275
task083,True,1800,7200,9000,15.895020143681643,7454,True,1,1,,0,0,0,0,3526144719574eafa02b2d1fa33a4be836ec96c267520ddd982697e447b8bc98,True,1800,7200,9000,15.895020143681643,7454,True,1,1,,0,0,0,0,3526144719574eafa02b2d1fa33a4be836ec96c267520ddd982697e447b8bc98,True,0,0.0,0,tie
task084,True,113,386,499,18.787393904248482,2820,True,23,14,,0,0,0,0,5bd28bac4f427d16b03dfcb9d4ae68237ccb4bb720b534e0e14b2768658ee6a0,True,94,628,722,18.417974861107176,4301,True,50,9,,0,0,0,0,76f305d0a8ccee0d15d6b17a2b016566176118f0d1ef54bed5f97afa1f2d1543,False,-223,0.36941904314130625,-1481,ref6275
task085,True,138,420,558,18.67564103761869,2547,True,20,14,,0,0,0,0,0cf2b40dcd4fe9bb85de2e251fdca74496734e7c804425012cb1c1110d27505c,True,138,420,558,18.67564103761869,2547,True,20,14,,0,0,0,0,0cf2b40dcd4fe9bb85de2e251fdca74496734e7c804425012cb1c1110d27505c,True,0,0.0,0,tie
task086,True,225,492,717,18.42492415940038,3099,True,42,19,,0,0,0,0,a786a589e429892c1114751b2e5d6b83669038bb955a0fd41d08d037fc8dc020,True,225,928,1153,17.94987747973094,4727,True,41,19,,0,0,0,0,ecd1d0f46753cac80ded0b43582907009763dc5ec56a57e2b0f2f35cb332e53d,False,-436,0.4750466796694397,-1628,ref6275
task087,True,8,64,72,20.723333880983944,394,True,2,4,,0,0,0,0,fd8bb9f6e85cbfcd68c2edb1cfd2b2968f4ef9066816b2763110e0086381148b,True,16,128,144,20.030186700424,474,True,2,5,,0,0,0,0,4e9d18bfbd60be2b9135e2cc459588db6a40bb878e5e16dd89651e3c3eb1cfea,False,-72,0.6931471805599436,-80,ref6275
task088,True,120,888,1008,18.084276551368685,4099,True,48,20,,0,0,0,0,9e7ea13b994ebe4fc0cc8c2f4bfd462d7dea74b364500cdd005ee3c8f75db494,True,1252,9572,10824,15.710478830149375,14980,True,58,18,,0,0,0,0,3d5e5840dfdc9ebffa4cf4bf83a4bfe2d30edac84b88ab71ed3a6686d3987ec3,False,-9816,2.3737977212193098,-10881,ref6275
task089,True,98,778,876,18.22463390906361,11171,True,180,24,,0,0,0,0,6b502b05846871ec53995c1f5c9da455a389ed9a1336c0f4ae4255e129e1d093,True,99,780,879,18.221215102314822,17792,True,181,25,,0,0,0,0,0a479a40d999937f174a12134d5f78bb97ea8a6c108f09e8f44398fe6cbbcd40,False,-3,0.003418806748786807,-6621,ref6275
task090,True,104,334,438,18.917781089623553,19660,True,246,41,,0,0,0,0,8032717a5846db3d60ae06a4fa0ff8af92327fd6b6102d39eff9ae246e44816a,True,104,334,438,18.917781089623553,19660,True,246,41,,0,0,0,0,8032717a5846db3d60ae06a4fa0ff8af92327fd6b6102d39eff9ae246e44816a,True,0,0.0,0,tie
task091,True,78,624,702,18.446066595974187,4393,True,43,14,,0,0,0,0,54b4f81da947fe9e1062238aea5766f1b3401479292e90556a2fac1107b7a72c,True,107,856,963,18.129946588201875,4627,True,43,14,,0,0,0,0,6c44a2a529dcac845b02796c463d82b35c8cc360fc72fc096564f3beeef63a30,False,-261,0.3161200077723123,-234,ref6275
task092,True,29,134,163,19.906249799193237,3438,True,30,11,,0,0,0,0,c29559590a89d115b95fae2f56389a872172f352c8a70b8e6428eff2792af2d7,True,26,64,90,20.500190329669735,4299,True,42,9,,0,0,0,0,31e6aa2df4e75b2376481ad479c8d107cebe1f6701ab925ab0272b482eb2f1a1,False,73,-0.5939405304764982,-861,current
task093,True,58,296,354,19.130703086866227,6234,True,56,10,,0,0,0,0,cd70e073d1fdbf93b6402aa5356e8c8f09529cd3e6048fc5501c4e44bda9d3e5,True,111,556,667,18.497209954084376,5415,True,49,15,,0,0,0,0,e59ad71279c74a41dc1674363538a2554d77c37871cae4131daf5319e2a92abf,False,-313,0.6334931327818509,819,ref6275
task094,True,112,440,552,18.686451953722905,2932,True,25,11,,0,0,0,0,f3eb2edb6bee64618f0cafde76e4779933f68b0eb7766ac7ee48d1903aa76c38,True,90,712,802,18.312891392133487,3767,True,35,21,,0,0,0,0,1183a85e05f31b324f96f1ea2bc76659614d9e3e496af6fc026bf70716b2cee9,False,-250,0.37356056158941797,-835,ref6275
task095,True,910,3640,4550,16.577117488055002,3950,True,1,2,,0,0,0,0,eca4d38cd8606a930a722084789b856626fff5d4938c02546296c7f3cca109cf,True,910,3640,4550,16.577117488055002,3950,True,1,2,,0,0,0,0,eca4d38cd8606a930a722084789b856626fff5d4938c02546296c7f3cca109cf,True,0,0.0,0,tie
task096,True,937,3061,3998,16.706450484939655,42567,True,457,47,,0,0,0,0,b30cea73c0dd44962cc8007fd69115a7480dda502337534b1c598b30451ed6af,True,2126,6732,8858,15.910923715516857,64252,True,480,42,,0,0,0,0,4ec21c61456f9c3f3be6c0b20aeec14ab1cdcad237426c7c44fb256d35d77703,False,-4860,0.7955267694227981,-21685,ref6275
task097,True,9,18,27,21.70416313399567,904,True,14,1,,0,0,0,0,d3ac24b8f1ef82f43e7f57498baccf1d83880a6fe0266ba9484ac6eba27b8599,True,922,1016,1938,17.430588207549288,2494,True,11,6,,0,0,0,0,f0d0ab9a04954377879cace70b48610fc891b8e6d5d68ee0d372dd78fe3f2268,False,-1911,4.273574926446383,-1590,ref6275
task098,True,910,3640,4550,16.577117488055002,3836,True,1,2,,0,0,0,0,8fff41bf99869a80261fa1ec8461431ffa90e7a616d10c1582642af88b241cde,True,910,3640,4550,16.577117488055002,3836,True,1,2,,0,0,0,0,8fff41bf99869a80261fa1ec8461431ffa90e7a616d10c1582642af88b241cde,True,0,0.0,0,tie
task099,True,4910,19640,24550,14.891532866777334,19839,True,1,2,,0,0,0,0,1e320d88cf0eac19c3c20b9c005a4be28ac50d4bf0a39015404f9deb22a0c31e,True,4910,19640,24550,14.891532866777334,19839,True,1,2,,0,0,0,0,1e320d88cf0eac19c3c20b9c005a4be28ac50d4bf0a39015404f9deb22a0c31e,True,0,0.0,0,tie
task100,True,43,292,335,19.185869468174936,4954,True,28,14,,0,0,0,0,dceade053a44b3cc0ee481a2b109060da44f7e12dc34d583c301f1c9d6f84691,True,43,292,335,19.185869468174936,4954,True,28,14,,0,0,0,0,c815d3a42090024e57143982ac6320779019d7524c630a2c9f175975e6254567,False,0,0.0,0,tie
task101,True,106,488,594,18.613120680637355,19538,True,125,27,,0,0,0,0,edd7e165314a501462e02577d29022d3eb27078c4eb090009d5f19a5f0c2fbf1,True,4664,9696,14360,15.427798157397785,39301,True,206,38,,0,0,0,0,5add58b8bc1d0b54e19ac2a7ba0dbc9eea3fd8d8e3f32405ad36b69f8c376d87,False,-13766,3.18532252323957,-19763,ref6275
task102,True,531,1278,1809,17.499470514604706,6482,True,48,25,,0,0,0,0,cc365e63ef990f74c1acebc3f6902a363a22e1a7ce155012c181bd727e059ead,True,339,798,1137,17.963851506249462,22167,True,149,12,,0,0,0,0,dd69f7cd8bc2d432b0b3d6b3b203acc186d9c66e559fc13f5bb370ada17acede,False,672,-0.4643809916447559,-15685,current
task103,True,34,146,180,19.807043149109788,979,True,11,9,,0,0,0,0,b3c052cdc64fa19a71396b9bc19a9017a70fae4e77cf764756b4e7eac2a36d4f,True,57,368,425,18.947910831075582,1669,True,11,12,,0,0,0,0,a435ed4772dd20318e7b75afa8fff92d3767167fc6100cb5e69d673cd782ac5b,False,-245,0.8591323180342059,-690,ref6275
task104,True,990,2076,3066,16.97187094056824,3505,True,21,16,,0,0,0,0,2a9e28757c576c2248ca53c517bd98d43633ab65ecfa9542bebc9fc050ad2b0a,True,1070,4344,5414,16.403256529825754,6350,True,20,16,,0,0,0,0,33a343ec43a261d2e8d551e9e29fea0ff5d46927927aad4c34f9797225cd0556,False,-2348,0.5686144107424873,-2845,ref6275
task105,True,68,538,606,18.593120013930687,8053,True,63,18,,0,0,0,0,c98b3f63a51b63155aeb92f922cbf3f241f84285f5f1705a033e4773d25b47ea,True,7268,29096,36364,14.49866544675825,35291,True,50,12,,0,0,0,0,87b8eaf3ff5a294ef03d408dd6cbe46010df8557a3d774b1e98c171c7f5afe4a,False,-35758,4.094454567172436,-27238,ref6275
task106,True,125,621,746,18.385274399796238,2939,True,13,16,,0,0,0,0,9b54191da37371effdb80aaca05a4cddbabc19d25cbc1ebceae1d85a897c6698,True,125,621,746,18.385274399796238,2939,True,13,16,,0,0,0,0,9b54191da37371effdb80aaca05a4cddbabc19d25cbc1ebceae1d85a897c6698,True,0,0.0,0,tie
task107,True,13681,28358,42039,14.353646962161672,31191,True,52,30,,0,0,0,0,486d43b947a10c096cd5abb2121faf5664c1d92f9d0196957cff677676caa5cf,True,13681,28358,42039,14.353646962161672,31191,True,52,30,,0,0,0,0,486d43b947a10c096cd5abb2121faf5664c1d92f9d0196957cff677676caa5cf,True,0,0.0,0,tie
task108,True,1800,7200,9000,15.895020143681643,7454,True,1,1,,0,0,0,0,825c078fdd5cf248ddfcf1d91c57c125e6e2213304022e67810f2d3aaee2922c,True,1800,7200,9000,15.895020143681643,7454,True,1,1,,0,0,0,0,825c078fdd5cf248ddfcf1d91c57c125e6e2213304022e67810f2d3aaee2922c,True,0,0.0,0,tie
task109,True,954,1326,2280,17.268069278051513,5257,True,39,14,,0,0,0,0,d2ade70f5e497c980bfbb088e8cc977d66bc76830c18c7e11004e7eddfa1f726,True,983,1558,2541,17.159687016679836,5491,True,39,14,,0,0,0,0,b743a1e192a39c2d75aaf83cb75d56b809c2988910d9340cb23a699063ea121c,False,-261,0.10838226137167695,-234,ref6275
task110,True,346,2599,2945,17.012135903914313,20525,True,163,52,,0,0,0,0,e4739a705f5fbfd017cae694f600491e18fb46bd3b825c8e8b6959a5a846bd85,True,1185,3438,4623,16.561200876011775,21494,True,163,51,,0,0,0,0,3c6a969967d00d5933bfc76224740332ab35c72aaf1647b7a2ff532e3c71cf91,False,-1678,0.45093502790253837,-969,ref6275
task111,True,25,200,225,19.58389959779558,1499,True,15,8,,0,0,0,0,c01911e7f5493ba19bcc496b439eb2106bd44f79305daefd94e102a96691a8ca,True,28,220,248,19.486571253835017,1457,True,10,9,,0,0,0,0,294fe9b217bc48010d14839504c2d05f18c01b58a15ebe4d22e87994c1923f81,False,-23,0.09732834396056234,42,ref6275
task112,True,106,458,564,18.664945748501943,3987,True,44,18,,0,0,0,0,c9d107e03bcc1559d05367b27fca4117a92b4a4e65d2103d0e57fd16eebe58ca,True,106,458,564,18.664945748501943,3987,True,44,18,,0,0,0,0,1d441249f879b3f5928f749a2a438d0692e24020136550558befd15da00654c1,False,0,0.0,0,tie
task113,True,30,240,270,19.401578041001624,499,True,1,1,,0,0,0,0,356a5f1e2200cf2560f6c836ce7d21eca6b6cad9e68015c2ae31639613ef9b09,True,30,240,270,19.401578041001624,499,True,1,1,,0,0,0,0,356a5f1e2200cf2560f6c836ce7d21eca6b6cad9e68015c2ae31639613ef9b09,True,0,0.0,0,tie
task114,True,158,766,924,18.171287928358318,4671,True,26,20,,0,0,0,0,aed6f07e711d7d6a4c6973c45628350a61c075e8b06430cca4ea0231c2a89643,True,163,771,934,18.160523561771157,4719,True,26,21,,0,0,0,0,7d1973d605273db25b979fc20a63bacd338098bf8f239bc90618b4b89dd1baa4,False,-10,0.010764366587160623,-48,ref6275
task115,True,77,346,423,18.952627820953722,3952,True,34,20,,0,0,0,0,2a38ed5da71c75fff0cc16af99a7aeef7163e4b5d2f7a2b97367c3655d8c951f,True,80,349,429,18.938543081071984,5069,True,34,20,,0,0,0,0,fef642f35c49927e9440865ae0761f3f9ecb7d9bb8a03f2a5109e91a82deb620,False,-6,0.014084739881738528,-1117,ref6275
task116,True,30,240,270,19.401578041001624,479,True,1,1,,0,0,0,0,3f87aab73b8c538752ffb070a34dd07ef95ccba2d299bd7526da67fcf956e1e5,True,30,240,270,19.401578041001624,479,True,1,1,,0,0,0,0,3f87aab73b8c538752ffb070a34dd07ef95ccba2d299bd7526da67fcf956e1e5,True,0,0.0,0,tie
task117,True,156,1031,1187,17.92081560539033,7592,True,74,39,,0,0,0,0,9bb6044c51181dc08939292719efb0f2e8c3e8fd24e1e9e64aab881a1ab90d63,True,619,1494,2113,17.344135982383943,8103,True,74,40,,0,0,0,0,c32189337a4b14d3d52244ff7914e7dce9ebcfaf9f942408fd29acc95156c013,False,-926,0.5766796230063882,-511,ref6275
task118,True,142,380,522,18.74233241211736,4432,True,67,13,,0,0,0,0,97438b5c21bb19e585d3fceec251469c7b374cd4a076c5688816618e34f13133,True,1887,7546,9433,15.848030541350147,160396,True,1163,39,,0,0,0,0,1aaef29cf60045a9f72946d576d30f34d853fb2752c2ec6f613013baf6ebea34,False,-8911,2.8943018707672135,-155964,ref6275
task119,True,100,512,612,18.583267717487672,13672,True,141,22,,0,0,0,0,00203db2d8d2359c1e77c1de882b0a4740b9b8bcb677f13e168d249284569556,True,1912,3944,5856,16.32477794435885,25915,True,165,27,,0,0,0,0,afa30c6fc964d8a93392c6b8b9865d1ca2f73c682e977c50e35e0e3d800e9ab1,False,-5244,2.2584897731288223,-12243,ref6275
task120,True,910,3640,4550,16.577117488055002,3836,True,1,2,,0,0,0,0,13dafeb021b56dac928f38d32b4a0b841fcf481296ab752c9ac203fa425e1acc,True,910,3640,4550,16.577117488055002,3836,True,1,2,,0,0,0,0,13dafeb021b56dac928f38d32b4a0b841fcf481296ab752c9ac203fa425e1acc,True,0,0.0,0,tie
task121,True,46,320,366,19.097366666598635,3339,True,24,17,,0,0,0,0,03880dc2a72d6781722a53ffad4b506867ebd9f9c0a7faae3760807eabe67856,True,46,320,366,19.097366666598635,3339,True,24,17,,0,0,0,0,03880dc2a72d6781722a53ffad4b506867ebd9f9c0a7faae3760807eabe67856,True,0,0.0,0,tie
task122,True,2510,10040,12550,15.56252405544007,10236,True,1,2,,0,0,0,0,d932a3ac54fb54cc09d9cdbaab21ba4e9165ed9a6a8e01b9e0c49fb972269b75,True,2510,10040,12550,15.56252405544007,10236,True,1,2,,0,0,0,0,d932a3ac54fb54cc09d9cdbaab21ba4e9165ed9a6a8e01b9e0c49fb972269b75,True,0,0.0,0,tie
task123,True,948,7524,8472,15.955478112718758,9379,True,17,12,,0,0,0,0,279e30eeb7542dbd370e4d30d925cfe5037c79fe1013ddd68533c0612f2dd122,True,949,7548,8497,15.952531560996459,8997,True,13,13,,0,0,0,0,7a75e42172279efb638134db39ee0339cb6fe0d99590c0e86c1ad8f17ad3f8ab,False,-25,0.0029465517222995175,382,ref6275
task124,True,353,2734,3087,16.96504497549784,2840,True,52,16,,0,0,0,0,da414abc8e11d3e2038a3d6606b2781ef28d37a402428e1d219ee350a98f9bf4,True,353,2760,3113,16.95665782955839,4339,True,51,16,,0,0,0,0,f5ddbec920cb586ce09ab817a1eac51a16a213e64d1c00be161cc1047e74bc63,False,-26,0.008387145939448004,-1499,ref6275
task125,True,246,393,639,18.540095545622464,3012,True,28,9,,0,0,0,0,6de7e9bc3627a673cfcc21fae47c3975d84f2be82b97a1f3e72653fb14ecbc96,True,247,397,644,18.532301273895648,3032,True,28,10,,0,0,0,0,20f2c3e90cfb5afe5ac7e795a1cf906ce67453cb55deb5cbcc51275aea5fc7e8,False,-5,0.0077942717268157935,-20,ref6275
task126,True,47,300,347,19.15067522005314,3088,True,30,11,,0,0,0,0,b433bd033ff569cbf1b5ef8950206bf6b95888d677997839cdf110ba2dc2aa1f,True,47,300,347,19.15067522005314,2765,True,29,11,,0,0,0,0,b86dafbc68af0e5b698f0241dd534874e44ffd9dfca8bac7b89280a3534f3824,False,0,0.0,323,tie
task127,True,900,3600,4500,16.58816732424159,3772,True,1,1,,0,0,0,0,81f551a5b779e861ce371fdc4697595db753242954a60c50a3ac8e3108937d97,True,900,3600,4500,16.58816732424159,3772,True,1,1,,0,0,0,0,81f551a5b779e861ce371fdc4697595db753242954a60c50a3ac8e3108937d97,True,0,0.0,0,tie
task128,True,84,660,744,18.38795896516691,2394,True,28,13,,0,0,0,0,a67e7478f0faf6282a4ce67d9667906f70a8f4da90858d6b85dd427c2f23f23c,True,102,804,906,18.19096069395702,3365,True,28,13,,0,0,0,0,5224331b88562c8c5864a82ed28442ed1a8c17321e5852eb0c193b0a8eabe7e5,False,-162,0.196998271209889,-971,ref6275
task129,True,29,226,255,19.458736454841574,785,True,8,6,,0,0,0,0,728f63fb36979fd5cd4db20aa2b8b128603016a86250a5df2cdbca61d2d2662c,True,30,228,258,19.447040415078384,1196,True,7,10,,0,0,0,0,b4bf8972683a55cdebeaeec284f506da67cdbf34f151d3dd78331b9294b9be0a,False,-3,0.011696039763190669,-411,ref6275
task130,True,58,300,358,19.119467013599298,1164,True,10,4,,0,0,0,0,14c3c9157eeffc0624286d716c18e7fdc79823dc2a99aa673dd0ab7fd6332fc6,True,108,500,608,18.589825118033833,1293,True,10,5,,0,0,0,0,129e8e94901df68286dc85134b4be5ba1daa1437df26f1eb430b9272e7f77471,False,-250,0.5296418955654651,-129,ref6275
task131,True,951,2184,3135,16.94961554693298,7860,True,103,17,,0,0,0,0,aef2df6731cdd0168ed41a7637a2b939bb42ff5efe498e6732b1bc4fa4aa2d64,True,951,3992,4943,16.49427228669304,12030,True,100,17,,0,0,0,0,d0d26239641dc4c3252e3188ae42690c167800d860ffa9b75d9165a9aec0c31d,False,-1808,0.455343260239939,-4170,ref6275
task132,True,64,302,366,19.097366666598635,2585,True,38,16,,0,0,0,0,02558813adda79590927fa1e3d0be80af0e44475a6abbd69beb0d87da57bfdbb,True,64,372,436,18.922357756650968,3762,True,36,16,,0,0,0,0,8e5ad5fe50f8836d322e025383ef96da6495a2be15418b5a9977f057f895f669,False,-70,0.1750089099476675,-1177,ref6275
task133,True,425,1444,1869,17.466841192544436,14130,True,121,54,,0,0,0,0,e62eb5a9a2a4edd22e15bb60cf6385817bb390a6d88aed743ce640c676fd27d4,True,228894,1177928,1406822,10.843156182212192,783434,True,368,167,,0,0,0,0,68e935d47ff7110c296807cc69b18b2efbc09be9b69b5f9ed14c010b2ea21c94,False,-1404953,6.6236850103322436,-769304,ref6275
task134,True,80,406,486,18.813791376099505,4599,True,75,26,,0,0,0,0,69e4077991bda87cec3c70b2f9fdabada868ab4f9d87898e897ff413e3fc85aa,True,80,520,600,18.603070344783852,7220,True,68,25,,0,0,0,0,d2d0cfea388f5f59b5c0ed3e15c26ceb745abfdb2537457be6932faef6736343,False,-114,0.21072103131565356,-2621,ref6275
task135,True,0,0,0,25.0,251,True,2,0,,0,0,0,0,a6eca6896b1dbbcd1bf944fb6c9538e2c5fc2cf15786dac3b683be3574fcd543,True,6,48,54,21.011015953435724,381,True,2,3,,0,0,0,0,a5ba0a9dc839a73fc24585aab0bb1e97cccd5531fb28b98b77e91a17e7701ecc,False,-54,3.9889840465642763,-130,ref6275
task136,True,136,440,576,18.64389233930411,2827,True,25,9,,0,0,0,0,3034cc00b57cebd3f428b9a03cc040332b2aa5f9ea0744b2ee359b54bd1083f5,True,433,1796,2229,17.29069166661413,4980,True,31,17,,0,0,0,0,81a30d213d1a7c144a36c14c0b417c48420d2861e5364eb2971ebf9f1a215ef5,False,-1653,1.3532006726899795,-2153,ref6275
task137,True,76,172,248,19.486571253835017,2835,True,36,9,,0,0,0,0,e2949632a6dcbf2d85e99913160d5788114fe740f599caf7373ab759540d202d,True,966,1062,2028,17.385194635288926,3864,True,36,9,,0,0,0,0,ef031cef24d9c3cbefd960f1b4194426dfaca31af36b0b1f7efef5d288784706,False,-1780,2.101376618546091,-1029,ref6275
task138,True,125,336,461,18.86660195700335,8806,True,99,17,,0,0,0,0,85079e74a2e878fa8ea65d84e8c2411e675efe25045d0694289cb3a3e62d9aee,True,135,654,789,18.329233679154125,11562,True,143,11,,0,0,0,0,955dbb96bc55cace778678f56c5bd88133614ec7110a51346c1a0dc4a1db6f1b,False,-328,0.5373682778492253,-2756,ref6275
task139,True,174,814,988,18.10431730225213,3865,True,33,22,,0,0,0,0,e3e6133e136fc342560390d22bb08861dc290ef6c9f64e8854070984d4a5946f,True,174,814,988,18.10431730225213,3865,True,33,22,,0,0,0,0,e3e6133e136fc342560390d22bb08861dc290ef6c9f64e8854070984d4a5946f,True,0,0.0,0,tie
task140,True,8,64,72,20.723333880983944,394,True,2,4,,0,0,0,0,35298d837506c049f25a80c79e44804bf5b76de02a18f7c2e3bf35a0e4b535c9,True,16,128,144,20.030186700424,474,True,2,5,,0,0,0,0,4e9d18bfbd60be2b9135e2cc459588db6a40bb878e5e16dd89651e3c3eb1cfea,False,-72,0.6931471805599436,-80,ref6275
task141,True,69,340,409,18.986284843957197,2345,True,21,10,,0,0,0,0,419409ee1ef9989b22aaba718cfe107b9d915bb476e1f4edee982507a294cede,True,69,340,409,18.986284843957197,2345,True,21,10,,0,0,0,0,419409ee1ef9989b22aaba718cfe107b9d915bb476e1f4edee982507a294cede,True,0,0.0,0,tie
task142,True,1800,7200,9000,15.895020143681643,7454,True,1,1,,0,0,0,0,b525fbe662a950ccba343052e36da4678bbd57b9039d4f6c5a15f3c0a16fd54a,True,1800,7200,9000,15.895020143681643,7454,True,1,1,,0,0,0,0,b525fbe662a950ccba343052e36da4678bbd57b9039d4f6c5a15f3c0a16fd54a,True,0,0.0,0,tie
task143,True,57,384,441,18.910955124553155,2144,True,24,15,,0,0,0,0,545186fc1e5605ade4d666e87702a09678e9c34c1449945e1a0fdef567cea868,True,57,408,465,18.857962594412644,2690,True,21,15,,0,0,0,0,a7806b205f75c1a19ea4f0096b31a078910e7c8146b42996f8e3107b639d23a4,False,-24,0.05299253014051075,-546,ref6275
task144,True,46,260,306,19.27641489804762,1321,True,8,9,,0,0,0,0,e4f87f7c8573c08ffd41e89f094d4e46ec04360c13b6e15bbeef1619434c1c23,True,50,272,322,19.22544845445559,1639,True,11,8,,0,0,0,0,e615d869e7b75b731a1e7c794f3e098932d43c523a514fc2aac85938a76e1624,False,-16,0.050966443592027844,-318,ref6275
task145,True,933,2046,2979,17.00065704728672,19982,True,325,34,,0,0,0,0,56b66728666329e2dd3c2c70b5c11b0cecc7b7dbeadcc916e3420976161016e6,True,933,2046,2979,17.00065704728672,31434,True,325,34,,0,0,0,0,22681d1e38fd9b4a50619a4900134ac568081a0007d313598a2d4a001a12a65b,False,0,0.0,-11452,tie
task146,True,24,179,203,19.686794020958214,1894,True,29,10,,0,0,0,0,773d61ca46def6d1e9fdb7916c51a9f5e99a5d39640f394231b2b05a400c4a31,True,24,179,203,19.686794020958214,1894,True,29,10,,0,0,0,0,773d61ca46def6d1e9fdb7916c51a9f5e99a5d39640f394231b2b05a400c4a31,True,0,0.0,0,tie
